id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/value
2546380025,244,1,1,28,9,spvvjmk37iid7hsky9g3nce7,0,37.2,77.2,2023-05-09T17:29:34.441Z,2023-05-09T17:29:35Z,4265129943,155,,4265129953,213,0.8,4265129949,141,100.0,4265129947,140,54.1,4265129945,56,Left,4265129951,212,24.5,,,,,,,akuyf0uf6ev1es1zjhs9fss89,A. Brorsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380027,245,5,1,28,11,spvvjmk37iid7hsky9g3nce7,0,56.8,102,2023-05-09T17:29:35.795Z,2023-05-09T17:29:43Z,4265129983,233,262,4265129957,347,,4265129955,56,Left,,,,,,,,,,,,,,,,akuyf0uf6ev1es1zjhs9fss89,A. Brorsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380031,262,5,1,28,11,2nnlsjfbcea40t4jeclcbw9lk,1,43.2,-2,2023-05-09T17:29:35.795Z,2023-05-09T17:29:37Z,4265129975,233,245,4265129971,56,Back,4265129973,347,,,,,,,,,,,,,,,,,8erbr3ewwl0o6ib0q4r7tmp9m,F. Hammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380063,263,1,1,28,18,2nnlsjfbcea40t4jeclcbw9lk,1,44,0,2023-05-09T17:29:43.297Z,2023-05-09T17:29:44Z,4265130169,107,,4265130171,56,Back,4265130175,141,8.9,4265130177,212,7.1,4265130173,140,45.6,4265130179,213,1.3,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380065,264,1,1,28,19,2nnlsjfbcea40t4jeclcbw9lk,1,45.6,8.9,2023-05-09T17:29:43.921Z,2023-05-09T17:29:44Z,4265130189,212,7.8,4265130195,156,,4265130191,213,3.6,4265130185,140,39.1,4265130187,141,3.5,4265130183,56,Back,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380087,265,1,1,28,21,2nnlsjfbcea40t4jeclcbw9lk,1,41.3,3.4,2023-05-09T17:29:45.809Z,2023-05-09T17:29:48Z,4265130323,140,46.4,4265130325,141,3.8,4265130327,212,5.4,4265130321,56,Back,4265130329,213,0.1,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380141,266,1,1,28,23,2nnlsjfbcea40t4jeclcbw9lk,1,52.7,4,2023-05-09T17:29:48.354Z,2023-05-09T17:29:57Z,4265130623,213,1.0,4265130617,140,61.3,4265130615,56,Center,4265130619,141,25.8,4265130621,212,17.4,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547752495,949,3,1,28,27,2nnlsjfbcea40t4jeclcbw9lk,0,68.9,26.5,2023-05-09T17:29:52.133Z,2023-05-13T12:14:58Z,4272477223,286,,4272477221,56,Center,4272477225,465,,4272477227,467,as6coaak724tr7igyz1wwlfc9,,,,,,,,,,,,,8cdx7aahcxg6be4qiwv9vq39w,V. Đukanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380143,267,4,1,28,29,2nnlsjfbcea40t4jeclcbw9lk,1,64.6,25.4,2023-05-09T17:29:54.423Z,2023-05-09T17:30:11Z,4265130635,286,,4265130631,56,Center,4265130643,233,246,4265131155,265,,4265130633,152,,4265130627,13,,,,,,,,8cdx7aahcxg6be4qiwv9vq39w,V. Đukanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380137,246,4,1,28,29,spvvjmk37iid7hsky9g3nce7,0,35.4,74.6,2023-05-09T17:29:54.424Z,2023-05-09T17:30:14Z,4265130601,13,,4265130605,56,Back,4265130607,152,,4265131233,265,,4265130667,233,267,4265130609,285,,,,,,,,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380333,268,1,1,29,10,2nnlsjfbcea40t4jeclcbw9lk,0,65.6,29.1,2023-05-09T17:30:34.858Z,2023-05-09T17:35:18Z,4265131779,152,,4265131783,140,89.4,4265131781,56,Center,4265131785,141,60.5,4265131787,212,32.9,4265131791,1,,4265131775,5,,4265131777,155,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,4265131789,213,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380371,249,49,1,29,17,spvvjmk37iid7hsky9g3nce7,1,23.1,7.5,2023-05-09T17:30:41.704Z,2023-05-13T12:15:59Z,,,,,,,,,,,,,,,,,,,,,,,,,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380365,248,43,1,29,18,spvvjmk37iid7hsky9g3nce7,1,0,0,2023-05-09T17:30:43.129Z,2023-05-09T17:35:44Z,4265131939,140,21.3,4265131943,212,26.3,4265131937,56,Back,4265131941,141,7.4,4265131951,15,0,4265140145,144,12,4265131945,213,5.1,,,,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380383,250,1,1,29,19,spvvjmk37iid7hsky9g3nce7,1,20.7,5.2,2023-05-09T17:30:44.041Z,2023-05-13T12:16:08Z,4265132037,212,12.6,4265132035,141,21.9,4265132031,56,Back,4265132033,140,15.5,4265132039,213,2.0,,,,,,,,,,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380387,251,1,1,29,21,spvvjmk37iid7hsky9g3nce7,0,16.9,18.4,2023-05-09T17:30:46.160Z,2023-05-13T12:16:15Z,4265132049,56,Back,4265132053,141,19.2,4265132057,213,0.0,4265132055,212,20.1,4265132047,155,,4265132051,140,36.0,,,,,,,akuyf0uf6ev1es1zjhs9fss89,A. Brorsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380385,269,49,1,29,22,2nnlsjfbcea40t4jeclcbw9lk,1,64.7,81.7,2023-05-09T17:30:47.306Z,2023-05-09T17:30:47Z,,,,,,,,,,,,,,,,,,,,,,,,,bntdkaauxt1thtg6ukfs38g0k,A. Demirol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380391,270,1,1,29,23,2nnlsjfbcea40t4jeclcbw9lk,1,64.7,81.7,2023-05-09T17:30:47.713Z,2023-05-09T17:30:48Z,4265132071,141,85.3,4265132069,140,67.0,4265132075,213,0.8,4265132073,212,3.4,4265132067,56,Left,,,,,,,,,,bntdkaauxt1thtg6ukfs38g0k,A. Demirol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380393,271,1,1,29,24,2nnlsjfbcea40t4jeclcbw9lk,1,68.9,92.9,2023-05-09T17:30:49.297Z,2023-05-13T12:16:33Z,4265132095,141,81.6,4265132097,212,8.2,4265132101,213,5.1,4265132091,56,Left,4265132093,140,71.7,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380401,272,1,1,29,25,2nnlsjfbcea40t4jeclcbw9lk,1,72.8,81.6,2023-05-09T17:30:50.162Z,2023-05-13T12:16:38Z,4265132145,140,77.5,4265132147,141,94.1,4265132151,213,1.0,4265132149,212,9.8,4265132143,56,Left,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380439,273,1,1,29,26,2nnlsjfbcea40t4jeclcbw9lk,1,74.4,95.1,2023-05-09T17:30:51.298Z,2023-05-09T17:30:59Z,4265132409,1,,4265132399,56,Back,4265132405,212,32.3,4265132407,213,3.4,4265132401,140,44.9,4265132403,141,81.5,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380453,274,1,1,29,35,2nnlsjfbcea40t4jeclcbw9lk,1,48.7,41.6,2023-05-09T17:30:59.762Z,2023-05-09T17:36:17Z,4265132465,140,53.9,4265132467,141,66.3,4265132463,56,Center,4265132469,212,17.7,4265132471,213,1.3,,,,,,,,,,8erbr3ewwl0o6ib0q4r7tmp9m,F. Hammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380475,275,1,1,29,37,2nnlsjfbcea40t4jeclcbw9lk,1,53.2,69.1,2023-05-09T17:31:02.274Z,2023-05-09T17:31:06Z,4265132587,56,Left,4265132591,141,91.7,4265132595,213,0.9,4265132593,212,18.9,4265132589,140,63.7,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380501,276,1,1,29,42,2nnlsjfbcea40t4jeclcbw9lk,1,60.2,89.1,2023-05-09T17:31:06.682Z,2023-05-09T17:31:10Z,4265132717,56,Center,4265132725,213,4.2,4265132721,141,73.3,4265132719,140,54.5,4265132723,212,12.3,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380511,277,1,1,29,45,2nnlsjfbcea40t4jeclcbw9lk,1,52.2,74.5,2023-05-09T17:31:10.466Z,2023-05-09T17:31:11Z,4265132773,140,62.0,4265132777,212,10.3,4265132775,141,73.0,4265132779,213,6.2,4265132771,56,Center,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380517,278,1,1,29,46,2nnlsjfbcea40t4jeclcbw9lk,1,62,73,2023-05-09T17:31:11.522Z,2023-05-09T17:31:13Z,4265132811,56,Left,4265132819,213,2.3,4265132815,141,82.9,4265132817,212,9.3,4265132813,140,55.9,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380551,279,1,1,29,48,2nnlsjfbcea40t4jeclcbw9lk,1,57.9,85.6,2023-05-09T17:31:13.289Z,2023-05-09T17:31:19Z,4265132977,56,Left,4265132983,212,14.9,4265132979,140,71.0,4265132985,213,0.4,4265132981,141,94.2,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380583,280,1,1,29,54,2nnlsjfbcea40t4jeclcbw9lk,1,69.4,78.1,2023-05-09T17:31:19.387Z,2023-05-09T17:31:23Z,4265133163,141,11.1,4265133159,56,Right,4265133161,140,63.6,4265133165,212,46.0,4265133167,213,4.6,4265133155,155,,4265133157,196,,4265133169,1,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380589,281,1,1,29,58,2nnlsjfbcea40t4jeclcbw9lk,0,67.5,17.6,2023-05-09T17:31:23.369Z,2023-05-13T12:17:27Z,4265133199,56,Center,4272490483,20,,4265133203,141,46.4,4272490481,224,,4265133207,213,0.8,4265133205,212,28.3,4265133201,140,86.9,4265133195,2,,8erbr3ewwl0o6ib0q4r7tmp9m,F. Hammar,4265133197,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380603,252,44,1,30,0,spvvjmk37iid7hsky9g3nce7,1,11.8,56,2023-05-09T17:31:25.561Z,2023-05-09T17:31:27Z,4265133273,56,Back,4265133281,233,282,4265133275,285,,,,,,,,,,,,,,,,,akuyf0uf6ev1es1zjhs9fss89,A. Brorsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380595,282,44,1,30,0,2nnlsjfbcea40t4jeclcbw9lk,0,88.2,44,2023-05-09T17:31:25.562Z,2023-05-09T17:31:27Z,4265133235,56,Center,4265133237,286,,4265133317,233,252,,,,,,,,,,,,,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380615,253,12,1,30,1,spvvjmk37iid7hsky9g3nce7,1,11.6,55.7,2023-05-09T17:31:26.481Z,2023-05-09T17:31:28Z,4265133349,56,Back,4265133357,213,0.0,4265133355,212,20.3,4265133351,140,30.9,4265133359,15,,4265133353,141,56.6,,,,,,,akuyf0uf6ev1es1zjhs9fss89,A. Brorsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380621,283,1,1,30,2,2nnlsjfbcea40t4jeclcbw9lk,1,71.1,58.2,2023-05-09T17:31:27.610Z,2023-05-09T17:31:29Z,4265133393,56,Center,4265133391,3,,4265133401,213,2.6,4265133397,141,69.0,4265133395,140,58.1,4265133399,212,15.5,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380631,284,1,1,30,4,2nnlsjfbcea40t4jeclcbw9lk,1,58.1,67.6,2023-05-09T17:31:29.170Z,2023-05-09T17:31:30Z,4265133451,140,54.2,4265133449,56,Center,4265133457,213,4.5,4265133455,212,18.2,4265133453,141,41.5,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380665,285,1,1,30,5,2nnlsjfbcea40t4jeclcbw9lk,1,56.2,43.9,2023-05-09T17:31:30.505Z,2023-05-09T17:31:34Z,4265133657,56,Center,4265133665,213,1.1,4265133661,141,70.2,4265133659,140,64.3,4265133663,212,19.8,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380701,286,1,1,30,10,2nnlsjfbcea40t4jeclcbw9lk,1,67,79.6,2023-05-09T17:31:34.714Z,2023-05-09T17:31:40Z,4265133847,213,0.5,4265133845,212,20.5,4265133841,140,84.1,4265133843,141,94.2,4265133839,56,Left,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380713,287,1,1,30,15,2nnlsjfbcea40t4jeclcbw9lk,1,84.3,88.9,2023-05-09T17:31:40.298Z,2023-05-09T17:31:43Z,4265133957,213,4.3,4265133949,56,Center,4265133955,212,16.4,4265133951,140,78.0,4265133953,141,66.9,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380723,288,1,1,30,18,2nnlsjfbcea40t4jeclcbw9lk,0,75.3,68.1,2023-05-09T17:31:43.338Z,2023-05-09T17:31:44Z,4265133989,213,4.8,4265133981,56,Center,4265133987,212,20.2,4265133985,141,38.6,4265133983,140,77.4,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380719,254,8,1,30,19,spvvjmk37iid7hsky9g3nce7,1,20.1,63.4,2023-05-09T17:31:43.842Z,2023-05-13T12:17:59Z,4272493011,385,,4265133975,56,Back,,,,,,,,,,,,,,,,,,,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380757,289,1,1,30,24,2nnlsjfbcea40t4jeclcbw9lk,1,54.7,9.7,2023-05-09T17:31:49.082Z,2023-05-09T17:31:52Z,4265134153,212,14.8,4265134151,141,3.4,4265134147,56,Right,4265134155,213,6.0,4265134149,140,68.2,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380771,290,1,1,30,27,2nnlsjfbcea40t4jeclcbw9lk,1,68.2,3.4,2023-05-09T17:31:52.361Z,2023-05-09T17:31:57Z,4265134243,56,Right,4265134251,213,0.1,4265134247,141,5.9,4265134245,140,89.9,4265134249,212,22.8,,,,,,,,,,8erbr3ewwl0o6ib0q4r7tmp9m,F. Hammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380775,291,1,1,30,32,2nnlsjfbcea40t4jeclcbw9lk,0,98.2,4.6,2023-05-09T17:31:57.170Z,2023-05-13T12:18:25Z,4265134285,213,1.6,4265134281,141,8.3,4265134277,56,Right,4265134279,140,98.2,4265134283,212,2.5,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380777,255,61,1,30,33,spvvjmk37iid7hsky9g3nce7,1,2.1,91.5,2023-05-09T17:31:58.449Z,2023-05-13T12:18:28Z,4265134289,56,Back,,,,,,,,,,,,,,,,,,,,,,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380785,256,49,1,30,34,spvvjmk37iid7hsky9g3nce7,1,2.3,76.9,2023-05-09T17:31:59.096Z,2023-05-13T12:18:35Z,,,,,,,,,,,,,,,,,,,,,,,,,1rkikvibo6lmhhtyfbg21jtp0,N. Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380797,257,1,1,30,35,spvvjmk37iid7hsky9g3nce7,1,2.8,76.3,2023-05-09T17:32:00.432Z,2023-05-13T12:18:42Z,4265134381,140,3.0,4265134387,213,1.5,4265134385,212,7.4,4265134383,141,87.2,4265134379,56,Back,,,,,,,,,,1rkikvibo6lmhhtyfbg21jtp0,N. Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547756405,847,1,1,30,36,spvvjmk37iid7hsky9g3nce7,1,3.4,86.7,2023-05-09T17:32:01.257Z,2023-05-13T12:18:57Z,4272497145,140,13.5,4272497147,141,85.6,4272497151,213,6.2,4272497149,212,10.6,4272497143,56,Back,,,,,,,,,,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380799,258,1,1,30,38,spvvjmk37iid7hsky9g3nce7,0,13.8,95.4,2023-05-09T17:32:02.961Z,2023-05-09T17:32:05Z,4265134399,213,0.1,4265134393,140,16.3,4265134391,56,Back,4265134411,286,,4265134397,212,2.6,4265134407,233,292,4265134395,141,95.7,4265134405,236,,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380795,292,74,1,30,38,2nnlsjfbcea40t4jeclcbw9lk,1,84.7,4.3,2023-05-09T17:32:02.962Z,2023-05-09T17:32:05Z,4265134377,285,,4265134375,56,Right,4265134427,233,258,,,,,,,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380815,259,5,1,30,39,spvvjmk37iid7hsky9g3nce7,1,15.6,102,2023-05-09T17:32:04.019Z,2023-05-09T17:32:43Z,4265134495,233,293,4265134475,56,Back,4265134477,347,,,,,,,,,,,,,,,,,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380801,293,5,1,30,39,2nnlsjfbcea40t4jeclcbw9lk,0,84.4,-2,2023-05-09T17:32:04.019Z,2023-05-09T17:32:07Z,4265134403,347,,4265134401,56,Right,4265134505,233,259,,,,,,,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380947,261,1,1,31,6,spvvjmk37iid7hsky9g3nce7,1,12.7,100,2023-05-09T17:32:31.152Z,2023-05-09T17:32:33Z,4265135153,56,Back,4265135161,213,6.1,4265135151,107,,4265135159,212,21.2,4265135157,141,95.6,4265135155,140,32.5,,,,,,,1rkikvibo6lmhhtyfbg21jtp0,N. Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380955,262,44,1,31,8,spvvjmk37iid7hsky9g3nce7,1,33.8,93.1,2023-05-09T17:32:33.032Z,2023-05-09T17:32:34Z,4265135179,285,,4265135199,233,294,4265135177,56,Back,,,,,,,,,,,,,,,,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380941,294,44,1,31,8,2nnlsjfbcea40t4jeclcbw9lk,0,66.2,6.9,2023-05-09T17:32:33.033Z,2023-05-09T17:32:35Z,4265135141,286,,4265135215,233,262,4265135139,56,Right,,,,,,,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380969,263,1,1,31,8,spvvjmk37iid7hsky9g3nce7,1,32.5,95.6,2023-05-09T17:32:33.128Z,2023-05-09T17:32:43Z,4265135239,212,6.7,4265135231,56,Back,4265135229,3,,4265135235,140,26.2,4265135237,141,97.1,4265135253,156,,4265135241,213,3.0,,,,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380985,264,1,1,31,9,spvvjmk37iid7hsky9g3nce7,0,26.2,97.1,2023-05-09T17:32:33.913Z,2023-05-09T17:32:47Z,4265135349,212,8.7,4265135341,140,34.2,4265135333,157,,4265135355,1,,4265135345,141,100.0,4265135351,213,0.3,4265135337,56,Back,,,,1rkikvibo6lmhhtyfbg21jtp0,N. Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380989,265,5,1,31,10,spvvjmk37iid7hsky9g3nce7,0,36.7,100.8,2023-05-09T17:32:35.666Z,2023-05-09T17:32:43Z,4265135367,347,,4265135389,233,295,4265135363,56,Back,,,,,,,,,,,,,,,,1rkikvibo6lmhhtyfbg21jtp0,N. Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546380973,295,5,1,31,10,2nnlsjfbcea40t4jeclcbw9lk,1,63.3,-0.8,2023-05-09T17:32:35.666Z,2023-05-09T17:32:38Z,4265135267,347,,4265135265,56,Right,4265135385,233,265,,,,,,,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546381019,296,1,1,31,15,2nnlsjfbcea40t4jeclcbw9lk,1,62,0,2023-05-09T17:32:39.737Z,2023-05-09T17:32:42Z,4265135519,107,,4265135523,140,52.1,4265135527,212,12.3,4265135525,141,7.9,4265135521,56,Right,4265135533,189,,4265135529,213,2.6,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546381037,297,1,1,31,17,2nnlsjfbcea40t4jeclcbw9lk,1,53.9,7.7,2023-05-09T17:32:42.522Z,2023-05-09T17:32:46Z,4265135643,56,Back,4265135647,141,46.6,4265135645,140,48.1,4265135651,213,1.8,4265135649,212,27.1,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546381041,298,1,1,31,21,2nnlsjfbcea40t4jeclcbw9lk,1,57.4,57.8,2023-05-09T17:32:45.954Z,2023-05-09T17:32:48Z,4265135677,213,1.1,4265135675,212,15.6,4265135669,56,Center,4265135671,140,63.8,4265135673,141,78.5,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546381049,299,1,1,31,23,2nnlsjfbcea40t4jeclcbw9lk,1,64.4,82.6,2023-05-09T17:32:47.890Z,2023-05-09T17:32:51Z,4265135729,213,0.5,4265135725,141,94.2,4265135727,212,15.9,4265135721,56,Left,4265135723,140,77.5,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546381053,266,45,1,31,26,spvvjmk37iid7hsky9g3nce7,0,16.4,7.5,2023-05-09T17:32:51.123Z,2023-05-09T17:32:53Z,4265135783,233,300,4265135739,56,Back,4265135741,285,,,,,,,,,,,,,,,,,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546381063,300,3,1,31,26,2nnlsjfbcea40t4jeclcbw9lk,1,83.6,92.5,2023-05-09T17:32:51.123Z,2023-05-13T12:19:29Z,4265135773,56,Left,4272499831,464,,4265135775,286,,4265135777,233,266,,,,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546381073,301,1,1,31,27,2nnlsjfbcea40t4jeclcbw9lk,0,79.3,85.7,2023-05-09T17:32:52.234Z,2023-05-09T17:32:54Z,4265135821,212,1.7,4265135849,236,,4265135823,213,6.2,4265135819,141,85.6,4265135815,56,Left,4265135855,286,,4265135817,140,80.9,4265135851,233,267,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546381079,267,74,1,31,27,spvvjmk37iid7hsky9g3nce7,1,16.8,15.3,2023-05-09T17:32:52.235Z,2023-05-09T17:40:16Z,4265135839,285,,4265135871,233,301,4265135837,56,Back,,,,,,,,,,,,,,,,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546381085,302,1,1,31,29,2nnlsjfbcea40t4jeclcbw9lk,1,74.6,80,2023-05-09T17:32:53.978Z,2023-05-09T17:32:55Z,4265135891,140,71.4,4265135895,212,3.7,4265135897,213,3.6,4265135893,141,77.8,4265135889,56,Center,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546381097,303,1,1,31,30,2nnlsjfbcea40t4jeclcbw9lk,1,72.3,79.3,2023-05-09T17:32:55.041Z,2023-05-09T17:32:58Z,4265135961,213,0.8,4265135953,56,Left,4265135955,140,81.6,4265135957,141,92.7,4265135959,212,13.4,,,,,,,,,,bntdkaauxt1thtg6ukfs38g0k,A. Demirol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
