id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId
2534723803,269,1,1,22,53,czkf5t3ai00ghwbga03i5aqxw,1,16.8,73.4,2023-04-16T15:53:41.035Z,2023-04-17T19:42:17Z,4196137613,213,3.7,4196137607,140,4.1,4196137609,141,59.8,4196137611,212,16.2,4196043753,56,Back,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534723885,272,1,1,22,54,czkf5t3ai00ghwbga03i5aqxw,1,6.1,65.2,2023-04-16T15:53:42.908Z,2023-04-16T15:53:46Z,4196044155,212,23.8,4196044157,213,0.9,4196044151,140,20.0,4196044149,56,Back,4196044153,141,92.9,,,,,,,,,,5xkkb1l7y84mwfjsytlqoep04,A. Picornell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534723891,273,1,1,22,58,czkf5t3ai00ghwbga03i5aqxw,1,20,92.9,2023-04-16T15:53:46.059Z,2023-04-16T15:53:47Z,4196044199,140,25.5,4196044213,213,5.1,4196044209,212,14.7,4196044195,56,Back,4196044203,141,73.0,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534723931,274,1,1,22,59,czkf5t3ai00ghwbga03i5aqxw,1,25.9,72.3,2023-04-16T15:53:47.307Z,2023-04-16T15:53:51Z,4196044447,213,4.7,4196044441,140,23.7,4196044449,1,,4196044445,212,37.8,4196044439,56,Back,4196044443,141,16.8,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534723985,275,1,1,23,5,czkf5t3ai00ghwbga03i5aqxw,1,24.7,15.6,2023-04-16T15:53:53.947Z,2023-04-16T15:53:57Z,4196044739,140,6.6,4196044745,212,25.3,4196044737,56,Back,4196044749,213,2.4,4196044741,141,40.1,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724019,276,1,1,23,8,czkf5t3ai00ghwbga03i5aqxw,0,8.1,40.6,2023-04-16T15:53:56.859Z,2023-04-16T15:54:01Z,4196044923,155,,4196044931,212,36.3,4196044925,56,Back,4196044935,1,,4196044929,141,12.2,4196044927,140,37.4,4196044933,213,5.7,,,,5xkkb1l7y84mwfjsytlqoep04,A. Picornell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724033,196,44,1,23,11,6i936isoyj6d0uuxdj537uc97,1,59.8,85.4,2023-04-16T15:53:59.052Z,2023-04-16T15:54:00Z,4196045019,233,277,4196044993,56,Left,4196044995,286,,,,,,,,,,,,,,,,,cpjieadlcw20wrqn2uo02lyol,B. Hjertstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724025,277,44,1,23,11,czkf5t3ai00ghwbga03i5aqxw,0,40.2,14.6,2023-04-16T15:53:59.053Z,2023-04-16T15:54:01Z,4196044955,56,Back,4196045121,233,196,4196044957,285,,,,,,,,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724041,197,1,1,23,11,6i936isoyj6d0uuxdj537uc97,1,56.4,87,2023-04-16T15:53:59.900Z,2023-04-16T16:26:52Z,4196045051,140,68.4,4196045061,212,13.9,4196045057,141,78.3,4196045041,3,,4196045047,56,Center,4196045063,213,5.8,,,,,,,cpjieadlcw20wrqn2uo02lyol,B. Hjertstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724061,198,49,1,23,13,6i936isoyj6d0uuxdj537uc97,1,63.2,75.7,2023-04-16T15:54:01.580Z,2023-04-16T15:54:01Z,,,,,,,,,,,,,,,,,,,,,,,,,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724085,199,1,1,23,13,6i936isoyj6d0uuxdj537uc97,1,63.2,75.7,2023-04-16T15:54:01.851Z,2023-04-17T19:42:53Z,4196045265,213,3.7,4196045263,212,13.8,4196045259,140,52.0,4199007507,155,,4196045257,56,Center,4196045261,141,65.1,,,,,,,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724113,200,1,1,23,15,6i936isoyj6d0uuxdj537uc97,1,52.2,65.1,2023-04-16T15:54:03.131Z,2023-04-16T15:54:05Z,4196045437,56,Back,4196045445,212,19.1,4196045439,140,36.4,4196045441,141,51.3,4196045447,213,3.7,,,,,,,,,,9j6wrg04o32zuepsj675m104p,J. Svedberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724129,201,1,1,23,16,6i936isoyj6d0uuxdj537uc97,1,35.6,53.3,2023-04-16T15:54:04.876Z,2023-04-16T15:54:05Z,4196045515,212,11.0,4196045517,213,6.0,4196045511,140,45.7,4196045509,56,Back,4196045513,141,49.0,,,,,,,,,,9g2ih9necaprsrtqfmul1bumt,Andreas Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724199,202,1,1,23,17,6i936isoyj6d0uuxdj537uc97,1,45.7,49,2023-04-16T15:54:05.627Z,2023-04-16T15:54:09Z,4196045867,141,3.8,4196045871,213,4.5,4196045869,212,31.2,4196045865,140,40.8,4196045863,56,Back,,,,,,,,,,9j6wrg04o32zuepsj675m104p,J. Svedberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724239,203,1,1,23,21,6i936isoyj6d0uuxdj537uc97,1,41.9,4.6,2023-04-16T15:54:09.180Z,2023-04-16T15:54:12Z,4196046077,141,11.3,4196046075,140,59.9,4196046083,213,0.2,4196046073,56,Right,4196046079,212,19.4,,,,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724257,204,1,1,23,24,6i936isoyj6d0uuxdj537uc97,1,59.6,11.6,2023-04-16T15:54:12.460Z,2023-04-16T15:54:14Z,4196046175,141,3.2,4196046173,140,62.2,4196046177,212,6.3,4196046179,213,5.2,4196046171,56,Right,,,,,,,,,,1xsy3m0bzicto5ogxsd026bmy,E. Ahlstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724259,205,61,1,23,26,6i936isoyj6d0uuxdj537uc97,0,61.8,3.2,2023-04-16T15:54:14.140Z,2023-04-16T15:54:15Z,4196046185,56,Right,,,,,,,,,,,,,,,,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724277,206,5,1,23,26,6i936isoyj6d0uuxdj537uc97,0,63.9,-1.8,2023-04-16T15:54:15.003Z,2023-04-16T16:28:45Z,4196046271,56,Right,4196046273,347,,4196046311,233,279,,,,,,,,,,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724273,279,5,1,23,26,czkf5t3ai00ghwbga03i5aqxw,1,36.1,101.8,2023-04-16T15:54:15.003Z,2023-04-16T15:54:15Z,4196046255,347,,4196046293,233,206,4196046253,56,Back,,,,,,,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724321,280,1,1,23,29,czkf5t3ai00ghwbga03i5aqxw,1,32.5,100,2023-04-16T15:54:17.195Z,2023-04-16T15:54:18Z,4196046493,212,6.5,4196046495,213,5.2,4196046485,107,,4196046491,141,93.0,4196046489,140,35.3,4196046487,56,Back,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724365,281,1,1,23,29,czkf5t3ai00ghwbga03i5aqxw,1,35.3,93,2023-04-16T15:54:17.884Z,2023-04-16T15:54:21Z,4196046763,140,34.1,4196046769,213,2.0,4196046761,56,Back,4196046767,212,3.1,4196046765,141,97.2,,,,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724419,282,1,1,23,33,czkf5t3ai00ghwbga03i5aqxw,1,35,90.5,2023-04-16T15:54:21.516Z,2023-04-16T15:54:25Z,4196047055,141,76.4,4196047057,212,10.9,4196047051,56,Back,4196047059,213,4.2,4196047053,140,30.1,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724441,283,1,1,23,37,czkf5t3ai00ghwbga03i5aqxw,1,29.8,67.6,2023-04-16T15:54:25.467Z,2023-04-16T15:54:28Z,4196047167,140,37.1,4196047171,212,35.2,4196047169,141,17.1,4196047173,213,4.9,4196047165,56,Back,4196047175,1,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724469,284,1,1,23,40,czkf5t3ai00ghwbga03i5aqxw,1,39.9,14.7,2023-04-16T15:54:28.156Z,2023-04-16T15:54:30Z,4196047311,141,24.6,4196047313,212,15.3,4196047309,140,53.0,4196047307,56,Center,4196047317,213,0.5,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724489,285,1,1,23,42,czkf5t3ai00ghwbga03i5aqxw,1,53.9,25.9,2023-04-16T15:54:30.139Z,2023-04-16T15:54:31Z,4196047419,212,11.7,4196047413,56,Back,4196047421,213,3.1,4196047415,140,42.8,4196047417,141,26.4,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724519,286,1,1,23,43,czkf5t3ai00ghwbga03i5aqxw,1,42.8,27.1,2023-04-16T15:54:31.723Z,2023-04-16T15:54:34Z,4196047607,213,1.7,4196047599,56,Back,4196047605,212,23.5,4196047603,141,61.1,4196047601,140,38.9,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724567,287,1,1,23,46,czkf5t3ai00ghwbga03i5aqxw,0,41.5,62.9,2023-04-16T15:54:34.540Z,2023-04-16T15:54:41Z,4196047815,141,100.0,4196047813,140,59.4,4196047969,1,,4196047817,212,32.6,4196047811,56,Left,4196047819,213,1.0,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724579,207,5,1,23,50,6i936isoyj6d0uuxdj537uc97,1,39.7,-1.8,2023-04-16T15:54:38.726Z,2023-04-16T15:54:39Z,4196047897,233,288,4196047857,56,Back,4196047861,347,,,,,,,,,,,,,,,,,1xsy3m0bzicto5ogxsd026bmy,E. Ahlstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724573,288,5,1,23,50,czkf5t3ai00ghwbga03i5aqxw,0,60.3,101.8,2023-04-16T15:54:38.726Z,2023-04-16T16:28:45Z,4196047917,233,207,4196047845,56,Left,4196047847,347,,,,,,,,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724653,208,1,1,23,53,6i936isoyj6d0uuxdj537uc97,1,40.4,0,2023-04-16T15:54:41.868Z,2023-04-16T16:13:56Z,4196048339,212,19.6,4196048331,107,,4196048337,141,5.9,4196048333,56,Right,4196048341,213,0.3,4196048335,140,58.4,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724659,209,43,1,23,57,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-04-16T15:54:45.194Z,2023-04-16T16:14:14Z,4196048379,56,Right,4196141583,144,3,4196048431,233,289,4196048381,286,0,,,,,,,,,,,,,1xsy3m0bzicto5ogxsd026bmy,E. Ahlstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724721,211,3,1,23,57,6i936isoyj6d0uuxdj537uc97,0,58.3,16.1,2023-04-16T15:54:45.194Z,2023-04-17T19:43:51Z,4196048679,286,,4199009953,464,,4196048725,233,289,4196048677,56,Right,,,,,,,,,,,,,1xsy3m0bzicto5ogxsd026bmy,E. Ahlstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724647,289,7,1,23,57,czkf5t3ai00ghwbga03i5aqxw,0,41.7,83.9,2023-04-16T15:54:45.195Z,2023-04-17T19:43:53Z,4196141687,233,211,4196048311,56,Back,4199010065,385,,4196048313,285,,,,,,,,,,,,,,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724705,210,3,1,23,59,6i936isoyj6d0uuxdj537uc97,0,60.2,17.6,2023-04-16T15:54:47.884Z,2023-04-17T19:43:59Z,4196144899,233,291,4196048625,286,,4196048623,56,Right,4199010331,464,,,,,,,,,,,,,,1xsy3m0bzicto5ogxsd026bmy,E. Ahlstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724701,290,43,1,23,59,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-16T15:54:47.884Z,2023-04-16T16:14:51Z,4196144635,144,45,4196048609,56,Back,4196048611,285,0,4196048669,233,210,,,,,,,,,,,,,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724725,291,7,1,23,59,czkf5t3ai00ghwbga03i5aqxw,1,39.8,82.4,2023-04-16T15:54:47.885Z,2023-04-17T19:44:02Z,4199010525,383,,4196048695,285,,4196048693,56,Back,4196048719,233,210,,,,,,,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724733,292,49,1,24,3,czkf5t3ai00ghwbga03i5aqxw,1,39.1,73,2023-04-16T15:54:51.629Z,2023-04-16T15:54:52Z,,,,,,,,,,,,,,,,,,,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724753,293,1,1,24,3,czkf5t3ai00ghwbga03i5aqxw,1,39.1,73,2023-04-16T15:54:51.867Z,2023-04-16T16:15:03Z,4196048815,141,66.4,4196048813,140,57.2,4196048817,212,19.5,4196048811,56,Center,4196048819,213,6.1,,,,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724765,294,1,1,24,6,czkf5t3ai00ghwbga03i5aqxw,1,60.2,65.5,2023-04-16T15:54:54.619Z,2023-04-16T16:15:21Z,4196048867,213,0.3,4196048859,56,Center,4196048865,212,10.7,4196048863,141,69.7,4196048861,140,70.0,,,,,,,,,,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724801,295,1,1,24,7,czkf5t3ai00ghwbga03i5aqxw,1,70.4,67.8,2023-04-16T15:54:55.387Z,2023-04-16T16:15:23Z,4196049043,56,Center,4196049053,213,4.6,4196049049,212,10.0,4196049047,141,53.3,4196049045,140,69.0,,,,,,,,,,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724813,296,1,1,24,9,czkf5t3ai00ghwbga03i5aqxw,1,69.5,53.7,2023-04-16T15:54:57.451Z,2023-04-16T16:15:26Z,4196049107,212,4.8,4196049105,141,55.7,4196049103,140,65.1,4196049101,56,Center,4196049109,213,2.9,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724825,297,1,1,24,10,czkf5t3ai00ghwbga03i5aqxw,1,65.1,55.7,2023-04-16T15:54:58.348Z,2023-04-16T16:15:32Z,4196049159,56,Center,4196049163,140,75.7,4196049183,213,5.2,4196049175,212,25.0,4196049169,141,22.8,,,,,,,,,,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724839,298,1,1,24,11,czkf5t3ai00ghwbga03i5aqxw,1,75.7,22.8,2023-04-16T15:54:59.099Z,2023-04-16T15:55:00Z,4196049237,56,Center,4196049243,212,9.6,4196049245,213,2.1,4196049239,140,70.9,4196049241,141,34.9,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724849,299,1,1,24,11,czkf5t3ai00ghwbga03i5aqxw,1,70.9,34.9,2023-04-16T15:54:59.899Z,2023-04-16T15:55:00Z,4196049275,140,69.4,4196049281,213,1.8,4196049277,141,43.9,4196049279,212,6.3,4196049273,56,Center,,,,,,,,,,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724913,300,1,1,24,12,czkf5t3ai00ghwbga03i5aqxw,1,69.8,44,2023-04-16T15:55:00.747Z,2023-04-16T15:55:05Z,4196049611,141,32.7,4196049613,212,7.7,4196049609,140,69.8,4196049607,56,Center,4196049615,213,4.7,,,,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534724935,301,1,1,24,16,czkf5t3ai00ghwbga03i5aqxw,1,72.1,31.2,2023-04-16T15:55:05.003Z,2023-04-16T15:55:06Z,4196049703,140,59.0,4196049701,56,Center,4196049709,213,3.1,4196049707,212,13.8,4196049705,141,31.9,,,,,,,,,,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725007,302,1,1,24,18,czkf5t3ai00ghwbga03i5aqxw,1,58.6,31.3,2023-04-16T15:55:06.092Z,2023-04-16T15:55:10Z,4196050069,140,57.0,4196050075,213,1.6,4196050071,141,63.7,4196050073,212,22.1,4196050067,56,Center,,,,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725035,303,1,1,24,22,czkf5t3ai00ghwbga03i5aqxw,1,58.9,66.9,2023-04-16T15:55:10.604Z,2023-04-16T15:55:12Z,4196050229,56,Left,4196050237,213,0.9,4196050235,212,24.9,4196050233,141,94.7,4196050231,140,74.4,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725073,304,1,1,24,24,czkf5t3ai00ghwbga03i5aqxw,1,74,94.8,2023-04-16T15:55:12.523Z,2023-04-16T15:55:14Z,4196050429,141,91.5,4196050427,140,67.6,4196050431,212,7.1,4196050425,56,Left,4196050433,213,3.5,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725127,305,1,1,24,26,czkf5t3ai00ghwbga03i5aqxw,1,68.3,89.9,2023-04-16T15:55:14.795Z,2023-04-16T15:55:17Z,4196050699,212,12.9,4196050691,140,60.4,4196050689,56,Center,4196050701,213,4.0,4196050695,141,75.3,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725181,306,1,1,24,29,czkf5t3ai00ghwbga03i5aqxw,1,61.9,70.9,2023-04-16T15:55:17.676Z,2023-04-16T15:55:20Z,4196050947,56,Center,4196050955,213,5.5,4196050951,141,63.0,4196050953,212,7.8,4196050949,140,67.3,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725203,307,1,1,24,32,czkf5t3ai00ghwbga03i5aqxw,1,67.8,68.1,2023-04-16T15:55:20.796Z,2023-04-16T15:55:22Z,4196051049,56,Left,4196051053,141,90.8,4196051051,140,66.1,4196051057,213,1.7,4196051055,212,15.5,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725235,308,1,1,24,34,czkf5t3ai00ghwbga03i5aqxw,1,66.1,90.8,2023-04-16T15:55:22.188Z,2023-04-16T15:55:24Z,4196051193,141,97.2,4196051189,56,Left,4196051191,140,78.0,4196051197,213,0.3,4196051195,212,13.2,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725245,309,1,1,24,36,czkf5t3ai00ghwbga03i5aqxw,0,82.2,95.1,2023-04-16T15:55:24.491Z,2023-04-17T22:07:04Z,4199196231,233,212,4196051247,140,86.5,4196051255,213,5.7,4196051253,212,5.6,4199015143,236,,4199015145,286,,4196051243,56,Left,4196051251,141,90.3,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725243,212,74,1,24,36,6i936isoyj6d0uuxdj537uc97,1,13.8,8.6,2023-04-16T15:55:24.492Z,2023-04-17T22:07:05Z,4196051233,56,Back,4199196235,233,309,4199014949,285,,,,,,,,,,,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725269,310,56,1,24,39,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-16T15:55:27.878Z,2023-04-16T15:55:28Z,4196051413,56,Left,,,,,,,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725291,213,5,1,24,40,6i936isoyj6d0uuxdj537uc97,0,26.4,-1.6,2023-04-16T15:55:28.316Z,2023-04-16T15:55:30Z,4196051495,56,Back,4196051497,347,,4196051611,233,311,,,,,,,,,,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725297,311,5,1,24,40,czkf5t3ai00ghwbga03i5aqxw,1,73.6,101.6,2023-04-16T15:55:28.316Z,2023-04-16T16:28:46Z,4196051523,56,Left,4196051525,347,,4196051591,233,213,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725339,312,1,1,24,42,czkf5t3ai00ghwbga03i5aqxw,1,74.5,100,2023-04-16T15:55:30.956Z,2023-04-16T15:55:33Z,4196051715,213,3.5,4196051705,107,,4196051713,212,8.7,4196051707,56,Left,4196051711,141,96.8,4196051709,140,66.8,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725353,313,1,1,24,44,czkf5t3ai00ghwbga03i5aqxw,1,69.7,94.1,2023-04-16T15:55:32.940Z,2023-04-16T15:55:33Z,4196051795,212,6.5,4196051797,213,0.2,4196051791,140,75.8,4196051793,141,96.0,4196051789,56,Left,,,,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725381,314,1,1,24,45,czkf5t3ai00ghwbga03i5aqxw,1,75.8,96,2023-04-16T15:55:33.436Z,2023-04-16T16:24:49Z,4196051933,140,68.0,4196051931,56,Left,4196051939,213,3.4,4196051937,212,8.5,4196051935,141,92.9,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725393,315,1,1,24,46,czkf5t3ai00ghwbga03i5aqxw,1,66.7,92,2023-04-16T15:55:34.924Z,2023-04-16T16:24:50Z,4196051987,140,59.4,4196051991,212,11.2,4196051989,141,80.0,4196051985,56,Left,4196051993,213,4.0,,,,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725447,316,1,1,24,47,czkf5t3ai00ghwbga03i5aqxw,1,58.8,78.2,2023-04-16T15:55:35.803Z,2023-04-16T16:24:51Z,4196052265,212,8.2,4196052267,213,5.3,4196052261,140,63.4,4196052255,56,Center,4196052263,141,68.4,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725515,317,1,1,24,52,czkf5t3ai00ghwbga03i5aqxw,1,64.4,59.3,2023-04-16T15:55:40.702Z,2023-04-16T16:24:52Z,4196052633,213,5.2,4196052627,140,79.8,4196052629,141,18.0,4196052635,1,,4196052625,56,Right,4196052631,212,32.4,4196052623,155,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725547,318,1,1,24,57,czkf5t3ai00ghwbga03i5aqxw,1,74.5,14.6,2023-04-16T15:55:45.932Z,2023-04-16T15:55:49Z,4196052809,141,26.2,4196052813,212,19.1,4196052801,56,Center,4196052805,140,57.9,4196052817,213,2.7,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725579,319,1,1,25,0,czkf5t3ai00ghwbga03i5aqxw,1,56.1,31.6,2023-04-16T15:55:48.795Z,2023-04-16T15:55:51Z,4196052983,141,28.3,4196052975,56,Center,4196052979,140,66.0,4196052987,212,10.6,4196052991,213,6.1,,,,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725605,320,1,1,25,3,czkf5t3ai00ghwbga03i5aqxw,1,66.3,24.1,2023-04-16T15:55:51.404Z,2023-04-16T15:55:53Z,4196053123,141,6.8,4196053121,140,71.1,4196053127,213,5.1,4196053125,212,12.8,4196053119,56,Right,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534725645,321,1,1,25,5,czkf5t3ai00ghwbga03i5aqxw,1,71.5,6.7,2023-04-16T15:55:53.292Z,2023-04-16T15:55:56Z,4196053319,56,Right,4196053325,212,9.4,4196053327,213,2.7,4196053321,140,63.3,4196053323,141,12.2,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
