id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,assist,qualifier/17/value
2537007439,3,74,1,0,16,4mo3tith28qu9za01e8siplsn,1,57.5,7.4,2023-04-22T13:01:25.132Z,2023-04-22T13:11:09Z,4208201039,285,,4208201155,233,8,4208201037,56,Right,,,,,,,,,,,,,,,,40xz5b2qkj6qw867twakfkne2,V. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007455,4,5,1,0,19,4mo3tith28qu9za01e8siplsn,0,43.2,-1.6,2023-04-22T13:01:27.742Z,2023-04-22T13:01:30Z,4208201327,233,9,4208201139,347,,4208201137,56,Back,,,,,,,,,,,,,,,,40xz5b2qkj6qw867twakfkne2,V. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007487,9,5,1,0,19,2nnlsjfbcea40t4jeclcbw9lk,1,56.8,101.6,2023-04-22T13:01:27.742Z,2023-04-22T13:11:05Z,4208201323,233,4,4208201293,347,,4208201291,56,Left,,,,,,,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007607,10,1,1,0,29,2nnlsjfbcea40t4jeclcbw9lk,0,55.9,100,2023-04-22T13:01:37.852Z,2023-04-22T13:03:28Z,4208201813,213,3.2,4208201805,56,Back,4208201803,107,,4208201809,141,100.0,4208201807,140,43.0,4208201811,212,13.6,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007653,5,5,1,0,30,4mo3tith28qu9za01e8siplsn,1,57.7,-1,2023-04-22T13:01:39.256Z,2023-04-22T13:11:06Z,4208201997,56,Right,4208202015,233,11,4208201999,347,,,,,,,,,,,,,,,,,2097lnalyp5iq6vxvmbsnbhuc,O. Alfonsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007615,11,5,1,0,30,2nnlsjfbcea40t4jeclcbw9lk,0,42.3,101,2023-04-22T13:01:39.256Z,2023-04-22T13:01:43Z,4208201845,347,,4208201843,56,Back,4208202039,233,5,,,,,,,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007771,6,1,1,0,47,4mo3tith28qu9za01e8siplsn,1,56.7,0,2023-04-22T13:01:55.620Z,2023-04-22T13:01:57Z,4208202693,107,,4208202701,212,11.2,4208202699,141,8.0,4208202695,56,Right,4208202703,213,0.6,4208202697,140,65.5,,,,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007779,7,1,1,0,49,4mo3tith28qu9za01e8siplsn,0,65.5,8,2023-04-22T13:01:57.344Z,2023-04-22T13:02:00Z,4208202761,56,Right,4208202757,3,,4208202759,168,,4208202769,213,0.6,4208202763,140,72.3,4208202765,141,15.8,4208202767,212,8.9,,,,40xz5b2qkj6qw867twakfkne2,V. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007783,12,44,1,0,50,2nnlsjfbcea40t4jeclcbw9lk,1,25.9,82.4,2023-04-22T13:01:58.552Z,2023-04-22T13:01:59Z,4208202793,56,Back,4208202795,285,,4208202825,233,8,,,,,,,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007787,8,44,1,0,50,4mo3tith28qu9za01e8siplsn,0,74.1,17.6,2023-04-22T13:01:58.553Z,2023-04-22T13:02:00Z,4208202855,233,12,4208202811,286,,4208202809,56,Right,,,,,,,,,,,,,,,,2097lnalyp5iq6vxvmbsnbhuc,O. Alfonsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007791,13,1,1,0,50,2nnlsjfbcea40t4jeclcbw9lk,1,24.5,80.6,2023-04-22T13:01:59.145Z,2023-04-22T13:09:15Z,4208202835,141,77.1,4208202839,213,6.0,4208202833,140,32.2,4208202837,212,8.4,4208202831,56,Back,4208202829,3,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007799,14,49,1,0,52,2nnlsjfbcea40t4jeclcbw9lk,1,35.6,62.4,2023-04-22T13:02:01.321Z,2023-04-22T13:09:16Z,,,,,,,,,,,,,,,,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007843,15,4,1,0,56,2nnlsjfbcea40t4jeclcbw9lk,1,39.4,61.6,2023-04-22T13:02:04.405Z,2023-04-22T13:02:08Z,4208203155,295,,4208203159,152,,4208203153,13,,4208203161,286,,4208203157,56,Back,4208203239,233,9,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007855,9,4,1,0,56,4mo3tith28qu9za01e8siplsn,0,60.6,38.4,2023-04-22T13:02:04.406Z,2023-04-22T13:02:08Z,4208203195,13,,4208203199,56,Center,4208203265,233,15,4208203205,285,,4208203197,295,,4208203201,152,,,,,,,,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007897,16,1,1,0,58,2nnlsjfbcea40t4jeclcbw9lk,1,36.5,58.7,2023-04-22T13:02:07.301Z,2023-04-22T13:02:11Z,4208203435,5,,4208203439,152,,4208203471,189,,4208203451,213,4.2,4208203443,56,Back,4208203449,212,20.2,4208203445,140,26.6,4208203447,141,33.3,8x51gbtkf78eskjolnedvoi51,L. Sadiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007913,17,1,1,1,2,2nnlsjfbcea40t4jeclcbw9lk,1,26.6,33.3,2023-04-22T13:02:11.124Z,2023-04-22T13:18:06Z,4208203539,56,Back,4208203541,140,37.8,4208203543,141,8.9,4208203545,212,20.3,4208203547,213,5.3,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007945,18,1,1,1,3,2nnlsjfbcea40t4jeclcbw9lk,1,37.3,9.8,2023-04-22T13:02:12.181Z,2023-04-22T13:02:15Z,4208203747,56,Back,4208203751,141,26.4,4208203749,140,24.0,4208203753,212,18.0,4208203755,213,2.5,,,,,,,,,,b1sztx2xd79amygbbvdia24et,S. Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007977,19,1,1,1,7,2nnlsjfbcea40t4jeclcbw9lk,0,26.4,26.5,2023-04-22T13:02:15.595Z,2023-04-22T13:02:18Z,4208203931,56,Back,4208203929,155,,4208203945,213,0.5,4208203935,141,31.5,4208203933,140,32.7,4208203941,212,7.4,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008017,20,4,1,1,11,2nnlsjfbcea40t4jeclcbw9lk,1,33.6,31.4,2023-04-22T13:02:19.613Z,2023-04-22T13:02:24Z,4208204137,10,,4208204297,233,10,4208204141,152,,4208204139,56,Back,4208204301,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008033,10,4,1,1,11,4mo3tith28qu9za01e8siplsn,0,66.4,68.6,2023-04-22T13:02:19.614Z,2023-04-22T13:52:05Z,4208204221,56,Center,4208204219,10,,4208204223,152,,4208204333,233,20,4208204225,285,,,,,,,,,,,2097lnalyp5iq6vxvmbsnbhuc,O. Alfonsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008277,21,1,1,1,29,2nnlsjfbcea40t4jeclcbw9lk,1,25.4,29.8,2023-04-22T13:02:37.892Z,2023-04-22T13:02:40Z,4208205393,189,,4208205381,140,23.7,4208205375,5,,4208205379,56,Back,4208205387,213,1.6,4208205377,152,,4208205383,141,64.5,4208205385,212,23.7,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008289,22,1,1,1,31,2nnlsjfbcea40t4jeclcbw9lk,1,23.7,64.5,2023-04-22T13:02:40.212Z,2023-04-22T13:02:41Z,4208205455,213,1.6,4208205453,212,15.4,4208205449,140,23.6,4208205451,141,87.1,4208205447,56,Back,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008313,23,1,1,1,33,2nnlsjfbcea40t4jeclcbw9lk,1,23.1,87.1,2023-04-22T13:02:41.443Z,2023-04-22T13:02:43Z,4208205579,140,34.9,4208205577,56,Back,4208205581,141,97.1,4208205585,212,14.1,4208205589,213,0.5,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008317,24,61,1,1,35,2nnlsjfbcea40t4jeclcbw9lk,0,35.2,97.4,2023-04-22T13:02:43.581Z,2023-04-22T13:02:43Z,4208205601,56,Back,,,,,,,,,,,,,,,,,,,,,,8cdx7aahcxg6be4qiwv9vq39w,V. Đukanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008379,11,1,1,1,39,4mo3tith28qu9za01e8siplsn,0,66.3,5,2023-04-22T13:02:47.567Z,2023-04-22T13:55:09Z,4208437947,1,,4208205959,56,Right,4208205967,213,3.1,4208205961,140,63.1,4208437945,157,,4208205965,212,3.4,4208205963,141,5.0,,,,40xz5b2qkj6qw867twakfkne2,V. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008375,25,61,1,1,39,2nnlsjfbcea40t4jeclcbw9lk,1,32,97.4,2023-04-22T13:02:48.244Z,2023-04-22T13:08:57Z,4208205945,56,Back,,,,,,,,,,,,,,,,,,,,,,8cdx7aahcxg6be4qiwv9vq39w,V. Đukanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008399,12,5,1,1,40,4mo3tith28qu9za01e8siplsn,1,62.2,-1.1,2023-04-22T13:02:48.981Z,2023-04-22T13:11:06Z,4208206057,56,Right,4208206059,347,,4208206073,233,26,,,,,,,,,,,,,,,,2097lnalyp5iq6vxvmbsnbhuc,O. Alfonsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008395,26,5,1,1,40,2nnlsjfbcea40t4jeclcbw9lk,0,37.8,101.1,2023-04-22T13:02:48.981Z,2023-04-22T13:02:50Z,4208206083,233,12,4208206051,347,,4208206049,56,Back,,,,,,,,,,,,,,,,8cdx7aahcxg6be4qiwv9vq39w,V. Đukanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008477,13,1,1,1,45,4mo3tith28qu9za01e8siplsn,1,60.9,0,2023-04-22T13:02:54.255Z,2023-04-22T13:09:49Z,4208206447,140,37.7,4208206443,107,,4208206449,141,11.9,4208206445,56,Back,4208206451,212,26.0,4208206461,189,,4208206453,213,2.8,4208206455,1,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008499,14,1,1,1,49,4mo3tith28qu9za01e8siplsn,1,37.1,13.8,2023-04-22T13:02:57.686Z,2023-04-22T13:02:58Z,4208206567,212,19.9,4208206561,56,Back,4208206565,141,38.9,4208206569,213,2.1,4208206563,140,27.3,,,,,,,,,,2wasw4729h0il5c90z5nna9nu,N. Dahlström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008521,15,1,1,1,50,4mo3tith28qu9za01e8siplsn,1,26.5,41.9,2023-04-22T13:02:58.717Z,2023-04-22T13:03:01Z,4208206667,141,71.1,4208206671,213,1.7,4208206669,212,20.0,4208206663,56,Back,4208206665,140,24.5,,,,,,,,,,8hfaq7u5l18azxpig0vlv1exh,H. Zackrisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008523,16,3,1,1,52,4mo3tith28qu9za01e8siplsn,0,26.7,74.8,2023-04-22T13:03:01.303Z,2023-04-23T09:20:12Z,4212584987,465,,4208206677,285,,4208206723,233,27,4208206675,56,Back,,,,,,,,,,,,,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008527,27,7,1,1,52,2nnlsjfbcea40t4jeclcbw9lk,1,73.3,25.2,2023-04-22T13:03:01.304Z,2023-04-23T09:20:14Z,4212585043,383,,4208206681,56,Center,4208206711,233,16,4208206683,286,,,,,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008529,28,49,1,1,54,2nnlsjfbcea40t4jeclcbw9lk,1,87.5,12.2,2023-04-22T13:03:02.349Z,2023-04-22T13:03:02Z,,,,,,,,,,,,,,,,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008581,29,1,1,1,57,2nnlsjfbcea40t4jeclcbw9lk,1,90.4,14.3,2023-04-22T13:03:05.605Z,2023-04-22T13:03:09Z,4208206963,212,23.1,4208206965,213,2.7,4208206957,56,Center,4208206961,141,29.1,4208206959,140,70.6,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008589,30,1,1,2,0,2nnlsjfbcea40t4jeclcbw9lk,1,73,34,2023-04-22T13:03:09.149Z,2023-04-22T13:03:10Z,4208207001,140,76.8,4208206999,56,Center,4208207007,213,5.3,4208207003,141,25.2,4208207005,212,7.2,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008617,31,1,1,2,2,2nnlsjfbcea40t4jeclcbw9lk,1,79.5,25,2023-04-22T13:03:10.389Z,2023-04-22T13:03:13Z,4208207121,56,Right,4208207127,212,12.8,4208207129,213,5.7,4208207123,140,89.7,4208207125,141,14.6,,,,,,,,,,b1sztx2xd79amygbbvdia24et,S. Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008639,32,1,1,2,4,2nnlsjfbcea40t4jeclcbw9lk,1,88.6,14,2023-04-22T13:03:13.044Z,2023-04-22T13:03:15Z,4208207255,141,20.0,4208207253,140,75.0,4208207259,213,2.9,4208207257,212,14.9,4208207251,56,Right,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008673,33,1,1,2,7,2nnlsjfbcea40t4jeclcbw9lk,1,75,19.8,2023-04-22T13:03:15.501Z,2023-04-22T13:03:18Z,4208207443,212,14.1,4208207445,213,5.6,4208207441,141,6.5,4208207439,140,85.3,4208207437,56,Right,,,,,,,,,,b1sztx2xd79amygbbvdia24et,S. Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008691,34,1,1,2,9,2nnlsjfbcea40t4jeclcbw9lk,1,79.4,8.5,2023-04-22T13:03:18.314Z,2023-04-22T13:03:21Z,4208207551,140,65.7,4208207549,56,Center,4208207555,212,17.7,4208207553,141,23.7,4208207557,213,2.5,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008745,35,1,1,2,12,2nnlsjfbcea40t4jeclcbw9lk,1,65.7,25.3,2023-04-22T13:03:20.863Z,2023-04-22T13:03:25Z,4208207851,213,2.0,4208207843,56,Center,4208207849,212,29.1,4208207845,140,55.4,4208207847,141,65.1,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008761,36,1,1,2,16,2nnlsjfbcea40t4jeclcbw9lk,1,61.4,66.4,2023-04-22T13:03:25.091Z,2023-04-22T13:03:26Z,4208207943,213,1.5,4208207939,141,83.6,4208207941,212,11.8,4208207935,56,Left,4208207937,140,62.5,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008807,37,1,1,2,18,2nnlsjfbcea40t4jeclcbw9lk,1,62.5,83.6,2023-04-22T13:03:26.404Z,2023-04-22T13:03:31Z,4208208179,56,Left,4208208187,141,96.9,4208208189,212,14.9,4208208185,140,73.8,4208208191,213,0.7,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008831,38,1,1,2,22,2nnlsjfbcea40t4jeclcbw9lk,1,80.3,93.9,2023-04-22T13:03:30.951Z,2023-04-22T13:03:33Z,4208208319,140,66.4,4208208325,213,3.2,4208208323,212,14.6,4208208321,141,92.9,4208208317,56,Left,,,,,,,,,,8cdx7aahcxg6be4qiwv9vq39w,V. Đukanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008857,39,1,1,2,25,2nnlsjfbcea40t4jeclcbw9lk,1,66.4,92.9,2023-04-22T13:03:33.722Z,2023-04-22T13:03:35Z,4208208437,56,Left,4208208441,141,82.7,4208208439,140,54.6,4208208443,212,14.2,4208208445,213,3.7,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008893,40,1,1,2,27,2nnlsjfbcea40t4jeclcbw9lk,1,54.7,82.3,2023-04-22T13:03:35.548Z,2023-04-22T13:03:40Z,4208208595,56,Center,4208208603,213,4.6,4208208599,141,51.9,4208208597,140,53.2,4208208601,212,20.7,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537008927,41,1,1,2,31,2nnlsjfbcea40t4jeclcbw9lk,1,53.8,47.6,2023-04-22T13:03:40.036Z,2023-04-22T13:03:42Z,4208208799,213,0.6,4208208793,140,63.7,4208208795,141,57.5,4208208791,56,Center,4208208797,212,12.4,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
