id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2531160223,7,61,1,0,13,czkf5t3ai00ghwbga03i5aqxw,1,63.2,56.6,2023-04-09T15:31:45.892Z,2023-04-09T15:31:46Z,4177069521,56,Center,,,,,,,,,,,,,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160237,8,43,1,0,14,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-09T15:31:47.075Z,2023-04-09T15:33:34Z,4177075781,144,49,,,,,,,,,,,,,,,,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160259,9,1,1,0,14,czkf5t3ai00ghwbga03i5aqxw,1,60.4,58.4,2023-04-09T15:31:47.332Z,2023-04-09T15:31:49Z,4177069691,212,19.0,4177069685,56,Center,4177069687,140,64.8,4177069689,141,31.3,4177069693,213,5.0,,,,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160277,10,1,1,0,16,czkf5t3ai00ghwbga03i5aqxw,1,64.8,31.3,2023-04-09T15:31:49.452Z,2023-04-09T15:31:51Z,4177069801,141,0.1,4177069803,212,23.4,4177069799,140,55.5,4177069797,56,Right,4177069805,213,4.3,,,,,,,,,,1m0qpbce7dob7mdbo7titbqp5,V. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160293,11,1,1,0,18,czkf5t3ai00ghwbga03i5aqxw,1,55.5,0.1,2023-04-09T15:31:51.115Z,2023-04-09T15:31:52Z,4177069877,141,39.8,4177069879,212,39.5,4177069873,56,Back,4177069881,213,2.4,4177069883,1,,4177069875,140,28.1,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160297,12,1,1,0,19,czkf5t3ai00ghwbga03i5aqxw,1,28.1,42.4,2023-04-09T15:31:52.476Z,2023-04-09T15:31:53Z,4177069905,141,65.7,4177069903,140,24.3,4177069907,212,16.3,4177069909,213,1.8,4177069901,56,Back,,,,,,,,,,a97r48wblkhztm400rnvciok5,J. Löfgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160333,13,1,1,0,20,czkf5t3ai00ghwbga03i5aqxw,1,24.2,65.8,2023-04-09T15:31:53.339Z,2023-04-09T15:31:57Z,4177070089,212,22.0,4177070087,141,46.9,4177070091,213,5.7,4177070083,56,Back,4177070085,140,41.2,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160359,14,1,1,0,25,czkf5t3ai00ghwbga03i5aqxw,1,44.9,50,2023-04-09T15:31:57.684Z,2023-04-09T15:31:59Z,4177070237,141,91.2,4177070239,212,28.2,4177070233,56,Back,4177070241,213,1.7,4177070235,140,42.0,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160389,15,1,1,0,26,czkf5t3ai00ghwbga03i5aqxw,1,55.8,92.3,2023-04-09T15:31:59.564Z,2023-04-09T15:32:01Z,4177070385,212,20.4,4177070379,56,Left,4177070383,141,94.8,4177070381,140,75.2,4177070387,213,0.1,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160413,16,1,1,0,28,czkf5t3ai00ghwbga03i5aqxw,0,78.2,94.2,2023-04-09T15:32:01.523Z,2023-04-09T15:32:04Z,4177070543,141,83.5,4177070545,212,25.8,4177070547,213,6.0,4177070541,140,100.0,4177070539,56,Left,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160405,5,5,1,0,31,4jg5vd59i24chckyua90dr1lg,1,-1.1,15.3,2023-04-09T15:32:03.697Z,2023-04-09T15:32:05Z,4177070501,56,Back,4177070607,233,17,4177070503,346,,,,,,,,,,,,,,,,,520dbk81emwb7u262qivg8wyd,Kristopher Da Graca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160419,17,5,1,0,31,czkf5t3ai00ghwbga03i5aqxw,0,101.1,84.7,2023-04-09T15:32:03.697Z,2023-04-09T16:16:53Z,4177070611,233,5,4177070573,56,Left,4177070575,346,,,,,,,,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160683,6,1,1,0,54,4jg5vd59i24chckyua90dr1lg,1,2.9,50.3,2023-04-09T15:32:27.269Z,2023-04-09T15:32:28Z,4177071881,56,Back,4177071887,212,19.1,4177071889,213,0.8,4177071893,237,,4177071883,140,15.2,4177071879,124,,4177071885,141,70.9,,,,4mnn3qqpodu948yni3okjj7qh,J. Tånnander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160697,7,1,1,0,56,4jg5vd59i24chckyua90dr1lg,1,15.8,71.4,2023-04-09T15:32:28.765Z,2023-04-09T15:32:30Z,4177071959,213,5.9,4177071951,56,Back,4177071957,212,13.1,4177071955,141,64.0,4177071953,140,27.3,,,,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160729,8,1,1,0,57,4jg5vd59i24chckyua90dr1lg,1,28.1,65.3,2023-04-09T15:32:30.141Z,2023-04-09T16:06:44Z,4177072107,141,71.1,4177072109,212,11.6,4177072103,56,Back,4177072111,213,0.3,4177072105,140,38.5,,,,,,,,,,9sgtxk82p3wstmmncfw7n5fu2,J. Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160731,9,1,1,0,59,4jg5vd59i24chckyua90dr1lg,1,42.6,74.6,2023-04-09T15:32:32.199Z,2023-04-09T16:06:50Z,4177173509,156,,4177089983,140,43.0,4177089985,141,65.1,4177089981,56,Back,4177089989,213,4.8,4177089987,212,6.5,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160735,10,1,1,0,59,4jg5vd59i24chckyua90dr1lg,1,41.9,66.2,2023-04-09T15:32:32.373Z,2023-04-09T15:38:43Z,4177090843,212,23.2,4177090841,141,94.2,4177090845,213,1.0,4177090839,140,54.6,4177090837,56,Left,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160825,13,1,1,1,3,4jg5vd59i24chckyua90dr1lg,1,69.4,77.8,2023-04-09T15:32:36.237Z,2023-04-09T15:32:49Z,4177072607,141,75.4,4177072609,212,25.9,4177072603,56,Center,4177072605,140,94.0,4177072611,213,6.2,,,,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160833,14,1,1,1,7,4jg5vd59i24chckyua90dr1lg,0,97.2,76.3,2023-04-09T15:32:40.565Z,2023-04-09T15:32:47Z,4177072683,236,,4177072697,286,,4177072687,233,21,4177072643,2,,4177072655,213,3.9,4177072649,140,96.4,4177072647,56,Center,4177072653,212,1.2,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,4177072645,155,4177072651,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160827,21,12,1,1,8,czkf5t3ai00ghwbga03i5aqxw,1,3.2,29.8,2023-04-09T15:32:40.665Z,2023-04-09T15:32:42Z,4177072615,185,,4177072719,233,14,4177072617,56,Back,,,,,,,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160847,15,6,1,1,8,4jg5vd59i24chckyua90dr1lg,1,96.6,72.6,2023-04-09T15:32:41.059Z,2023-04-09T16:12:36Z,4177072761,73,,4177072781,233,22,4177072759,56,Center,,,,,,,,,,,,,,,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531160839,22,6,1,1,8,czkf5t3ai00ghwbga03i5aqxw,0,3.4,27.4,2023-04-09T15:32:41.059Z,2023-04-09T15:32:44Z,4177072703,73,,4177072849,233,15,4177072701,56,Back,,,,,,,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161161,16,1,1,1,38,4jg5vd59i24chckyua90dr1lg,1,99.5,99.5,2023-04-09T15:33:11.453Z,2023-04-09T15:33:15Z,4177074493,141,36.9,4177074489,56,Center,4177074481,2,,4177074487,224,,4177074483,6,,4177074497,213,4.5,4177074499,1,,4177074491,140,90.9,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,4177074495,212,4177074485,155,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,
2531161167,17,43,1,1,43,4jg5vd59i24chckyua90dr1lg,1,0,0,2023-04-09T15:33:15.741Z,2023-04-09T15:40:38Z,4177074527,56,Center,4177074529,286,0,4177098163,144,44,,,,,,,,,,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161187,18,1,1,1,43,4jg5vd59i24chckyua90dr1lg,1,90.9,36.9,2023-04-09T15:33:16.021Z,2023-04-09T16:23:04Z,4177074685,140,84.9,4177075413,210,15,4177074691,213,2.3,4177074683,56,Center,4177074689,212,9.9,4177074681,3,,4177074687,141,48.1,4177075415,154,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2531161191,19,15,1,1,43,4jg5vd59i24chckyua90dr1lg,1,84.7,47.9,2023-04-09T15:33:16.401Z,2023-04-09T16:23:04Z,4177075091,82,,4177075473,328,,4177075479,230,98.9,4177075477,147,49.1,4177075471,103,19,4177075475,146,92.9,4177075481,231,49.5,4177075087,20,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,4177074703,56,4177075457,25,,Center,,4177074701,17,4177075459,78,4177075465,55,18,4177075461,29,4177075469,102,50.1,4177075131,233,23,4177075463,154,,,,,,,
2531161177,23,10,1,1,43,czkf5t3ai00ghwbga03i5aqxw,1,7.6,47.6,2023-04-09T15:33:16.501Z,2023-04-09T15:33:25Z,4177074583,94,,4177074585,56,Back,4177075141,233,19,,,,,,,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531166675,125,15,1,1,45,4jg5vd59i24chckyua90dr1lg,1,92,38.8,2023-04-09T15:33:17.997Z,2023-04-09T15:43:26Z,4177108237,103,19,4177108239,328,,4177108233,80,,4177108241,458,,4177108249,230,98.8,4177108247,147,41.2,4177107409,56,Center,4177108243,100,,85jw7q58nuiekjl7snvmkjyp6,P. Nwadike,4177107785,72,4177107787,17,,,,4177108251,231,4177107791,82,4177108245,146,94.7,4177107783,25,4177108415,233,24,4177108235,102,47.7,,,46.9,,,,,,
2531161203,24,10,1,1,45,czkf5t3ai00ghwbga03i5aqxw,1,5.4,57.3,2023-04-09T15:33:18.097Z,2023-04-09T15:43:46Z,4177074769,56,Back,4177074767,94,,4177107823,233,125,,,,,,,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531166631,107,43,1,1,45,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-09T15:33:18.323Z,2023-04-09T15:42:54Z,4177105783,102,45.8,4177105799,458,0,4177105793,328,0,4177105789,103,19,4177104955,56,Back,4177105805,230,98.6,4177105257,82,0,4177105803,147,46.8,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,4177105251,25,4177104953,19,0,0,,4177105807,231,4177105253,72,4177105801,146,94.1,4177106597,144,4177105779,80,0,,,,,,48.7,0,15,,,,
2531161209,20,13,1,1,45,4jg5vd59i24chckyua90dr1lg,1,86.2,41,2023-04-09T15:33:18.589Z,2023-04-09T15:44:41Z,4177110735,328,,4177076193,458,,4177076187,73,,4177076189,102,65.9,4177076199,147,48.2,4177076197,146,91.0,4177076191,103,13.9,4177076195,153,,520dbk81emwb7u262qivg8wyd,Kristopher Da Graca,4177110733,215,4177076201,230,98.6,,,4177075593,20,4177110731,25,4177074807,17,,4177076203,231,4177074809,56,Center,,,,,,,,48.4,,,,
2531168235,119,61,1,1,46,czkf5t3ai00ghwbga03i5aqxw,1,8.4,47.6,2023-04-09T15:33:19.195Z,2023-04-09T15:44:58Z,4177112983,56,Back,,,,,,,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161237,21,13,1,1,48,4jg5vd59i24chckyua90dr1lg,1,92.4,34,2023-04-09T15:33:21.533Z,2023-04-09T15:45:17Z,4177113583,25,,4177114369,74,,4177074957,56,Center,4177114387,231,47.5,4177114383,458,,4177114377,103,66.7,4177074955,63,,4177114385,230,98.9,520dbk81emwb7u262qivg8wyd,Kristopher Da Graca,4177114373,102,4177113585,20,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,
2531161241,22,5,1,1,49,4jg5vd59i24chckyua90dr1lg,0,100.6,46.6,2023-04-09T15:33:22.197Z,2023-04-09T16:16:53Z,4177075017,233,25,4177074979,346,,4177074977,56,Center,,,,,,,,,,,,,,,,520dbk81emwb7u262qivg8wyd,Kristopher Da Graca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161239,25,5,1,1,49,czkf5t3ai00ghwbga03i5aqxw,1,-0.6,53.4,2023-04-09T15:33:22.197Z,2023-04-09T15:33:22Z,4177074973,56,Back,4177074975,346,,4177075013,233,22,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161397,26,1,1,2,1,czkf5t3ai00ghwbga03i5aqxw,1,5.1,54.6,2023-04-09T15:33:34.228Z,2023-04-09T15:33:35Z,4177075923,189,,4177075893,213,1.2,4177075889,141,73.3,4177075887,140,10.4,4177075883,124,,4177075891,212,13.9,4177075897,237,,4177075885,56,Back,1xmg6k4n9a6zmhmq6ysq6tch6,J. Widell Zetterström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161435,27,1,1,2,4,czkf5t3ai00ghwbga03i5aqxw,0,11.5,79.1,2023-04-09T15:33:37.372Z,2023-04-09T15:33:38Z,4177076125,212,45.5,4177076123,141,88.3,4177076117,155,,4177076119,56,Left,4177076127,213,0.1,4177076129,1,,4177076121,140,54.4,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161461,23,49,1,2,8,4jg5vd59i24chckyua90dr1lg,1,45.3,5.9,2023-04-09T15:33:41.229Z,2023-04-09T15:45:48Z,,,,,,,,,,,,,,,,,,,,,,,,,85jw7q58nuiekjl7snvmkjyp6,P. Nwadike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161483,24,43,1,2,9,4jg5vd59i24chckyua90dr1lg,1,0,0,2023-04-09T15:33:41.679Z,2023-04-09T15:45:47Z,4177076387,141,24.6,4177076389,212,15.7,4177076391,213,2.3,4177076383,56,Back,4177115925,144,1,4177076385,140,35.1,,,,,,,520dbk81emwb7u262qivg8wyd,Kristopher Da Graca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161499,25,1,1,2,9,4jg5vd59i24chckyua90dr1lg,1,35.1,24.7,2023-04-09T15:33:42.469Z,2023-04-09T15:33:44Z,4177076479,213,1.6,4177076477,212,24.2,4177076471,56,Back,4177076475,141,60.2,4177076473,140,34.4,,,,,,,,,,85jw7q58nuiekjl7snvmkjyp6,P. Nwadike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161573,26,1,1,2,11,4jg5vd59i24chckyua90dr1lg,1,34,57.5,2023-04-09T15:33:44.245Z,2023-04-09T15:33:51Z,4177076879,213,5.6,4177076871,56,Right,4177076877,212,60.9,4177076873,140,80.2,4177076867,155,,4177076881,1,,4177076875,141,3.4,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161601,27,1,1,2,18,4jg5vd59i24chckyua90dr1lg,1,75.6,4.6,2023-04-09T15:33:51.094Z,2023-04-09T15:33:52Z,4177076985,56,Right,4177076991,212,11.1,4177076993,213,2.9,4177076987,140,65.3,4177076989,141,8.5,,,,,,,,,,21ht7s882is4sisnr8dpf61yi,J. Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161619,28,1,1,2,19,4jg5vd59i24chckyua90dr1lg,1,65.4,8.8,2023-04-09T15:33:52.533Z,2023-04-09T15:33:53Z,4177077051,140,60.0,4177077057,213,2.0,4177077053,141,27.0,4177077049,56,Center,4177077055,212,13.6,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161653,29,1,1,2,21,4jg5vd59i24chckyua90dr1lg,1,60,27,2023-04-09T15:33:53.782Z,2023-04-09T15:33:56Z,4177077211,213,3.1,4177077205,140,51.9,4177077209,212,8.5,4177077207,141,27.6,4177077203,56,Center,,,,,,,,,,9sgtxk82p3wstmmncfw7n5fu2,J. Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161661,30,1,1,2,23,4jg5vd59i24chckyua90dr1lg,1,51.9,27.6,2023-04-09T15:33:56.573Z,2023-04-09T15:33:57Z,4177077255,56,Center,4177077261,212,19.1,4177077263,213,1.6,4177077259,141,55.7,4177077257,140,51.5,,,,,,,,,,85jw7q58nuiekjl7snvmkjyp6,P. Nwadike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161705,31,1,1,2,24,4jg5vd59i24chckyua90dr1lg,1,51.5,55.7,2023-04-09T15:33:57.462Z,2023-04-09T15:34:01Z,4177077503,140,44.7,4177077509,213,4.2,4177077501,56,Back,4177077507,212,13.7,4177077505,141,38.5,,,,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531161741,32,1,1,2,28,4jg5vd59i24chckyua90dr1lg,0,46.3,36.9,2023-04-09T15:34:01.277Z,2023-04-09T15:34:04Z,4177077683,212,54.5,4177077675,155,,4177077687,1,,4177077681,141,34.0,4177077685,213,6.2,4177077679,140,98.2,4177077677,56,Center,,,,85jw7q58nuiekjl7snvmkjyp6,P. Nwadike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
