id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,keyPass
2538003681,159,61,1,0,9,czkf5t3ai00ghwbga03i5aqxw,1,13.8,68.6,2023-04-23T13:03:26.733Z,2023-04-23T13:20:43Z,4213511039,56,Back,,,,,,,,,,,,,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537980959,5,43,1,0,9,evf5hhqgnjhwjsth1m6pawxdp,1,0,0,2023-04-23T13:03:26.959Z,2023-04-23T13:17:36Z,4213497719,144,1,4213386869,212,5.2,4213386863,56,Right,4213386867,141,9.1,4213386865,140,84.0,4213386871,213,0.2,,,,,,,9z851x28so30uk7ihonmrk79x,E. Salomonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538007949,113,50,1,0,10,evf5hhqgnjhwjsth1m6pawxdp,1,88.6,13,2023-04-23T13:03:27.824Z,2023-04-23T14:42:23Z,4213528279,233,211,4213526723,286,,4213526721,56,Right,,,,,,,,,,,,,,,,3ihcnb7xmqlsefg10xbdraqqd,S. Ohlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538007989,211,7,1,0,10,czkf5t3ai00ghwbga03i5aqxw,1,11.4,87,2023-04-23T13:03:27.825Z,2023-04-25T13:46:00Z,4213528145,285,,4213528141,56,Back,4213528593,233,113,4219499545,383,,,,,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981055,5,49,1,0,14,czkf5t3ai00ghwbga03i5aqxw,1,12.7,88,2023-04-23T13:03:32.210Z,2023-04-23T13:21:54Z,,,,,,,,,,,,,,,,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981069,6,1,1,0,14,czkf5t3ai00ghwbga03i5aqxw,0,12.7,88,2023-04-23T13:03:32.466Z,2023-04-25T13:46:24Z,4213387507,141,92.3,4213387511,213,0.4,4213387505,140,19.3,4213387503,56,Back,4213387509,212,7.5,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539121915,903,8,1,0,15,evf5hhqgnjhwjsth1m6pawxdp,1,76.7,6.6,2023-04-23T13:03:32.956Z,2023-04-25T13:46:42Z,4219502471,56,Right,4219502631,385,,,,,,,,,,,,,,,,,,,,9z851x28so30uk7ihonmrk79x,E. Salomonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981071,7,43,1,0,15,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-23T13:03:33.569Z,2023-04-25T13:46:22Z,4219502007,144,61,4213387521,56,Back,,,,,,,,,,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539122155,842,3,1,0,16,czkf5t3ai00ghwbga03i5aqxw,0,26.1,97.4,2023-04-23T13:03:33.660Z,2023-04-25T13:47:07Z,4219503673,467,3ihcnb7xmqlsefg10xbdraqqd,4219503669,285,,4219503667,56,Back,4219503671,465,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981101,7,43,1,0,16,evf5hhqgnjhwjsth1m6pawxdp,1,0,0,2023-04-23T13:03:34.398Z,2023-04-23T13:22:30Z,4213387685,286,0,4213535029,144,45,4213387683,56,Right,,,,,,,,,,,,,,,,9z851x28so30uk7ihonmrk79x,E. Salomonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981169,8,43,1,0,16,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-23T13:03:34.398Z,2023-04-23T13:22:29Z,4213388111,285,0,4213388207,233,7,4213388109,56,Back,4213534865,144,3,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981181,9,4,1,0,22,czkf5t3ai00ghwbga03i5aqxw,1,21.4,94,2023-04-23T13:03:40.130Z,2023-04-23T13:03:44Z,4213388179,13,,4213388483,233,8,4213388183,152,,4213388187,285,,4213388181,56,Back,4213388185,265,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981219,8,4,1,0,22,evf5hhqgnjhwjsth1m6pawxdp,0,78.6,6,2023-04-23T13:03:40.131Z,2023-04-23T13:03:45Z,4213388409,56,Right,4213388415,286,,4213388411,152,,4213388413,265,,4213388407,13,,4213388501,233,9,,,,,,,3ihcnb7xmqlsefg10xbdraqqd,S. Ohlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981701,10,1,1,0,44,czkf5t3ai00ghwbga03i5aqxw,1,24.6,92,2023-04-23T13:04:02.516Z,2023-04-23T13:04:04Z,4213390737,152,,4213390735,5,,4213390743,141,72.7,4213390741,140,41.3,4213390747,213,5.6,4213390745,212,21.9,4213390739,56,Back,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981723,11,1,1,0,46,czkf5t3ai00ghwbga03i5aqxw,0,41.3,72.7,2023-04-23T13:04:04.145Z,2023-04-23T13:23:07Z,4213390837,212,13.9,4213390831,56,Left,4213390835,141,80.8,4213390833,140,53.5,4213390839,213,0.4,,,,,,,,,,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981743,9,1,1,0,47,evf5hhqgnjhwjsth1m6pawxdp,0,40.9,17.8,2023-04-23T13:04:05.238Z,2023-04-23T13:23:13Z,4213390943,212,25.3,4213390939,140,64.0,4213390945,213,6.0,4213390941,141,7.3,4213390937,56,Right,,,,,,,,,,5por6xcmx2po85tvz9cy76m6t,S. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981817,12,1,1,0,49,czkf5t3ai00ghwbga03i5aqxw,0,32.3,92.6,2023-04-23T13:04:07.057Z,2023-04-23T13:04:09Z,4213391277,1,,4213391271,141,79.9,4213391275,213,6.0,4213391269,140,66.2,4213391265,155,,4213391267,56,Left,4213391273,212,36.6,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981849,10,1,1,0,52,evf5hhqgnjhwjsth1m6pawxdp,0,28.2,9.7,2023-04-23T13:04:10.352Z,2023-04-25T13:48:06Z,4213391445,212,10.0,4213391437,3,,4213391441,140,37.5,4213391447,213,6.1,4213391443,141,6.6,4213391439,56,Back,,,,,,,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981853,13,61,1,0,53,czkf5t3ai00ghwbga03i5aqxw,1,60.2,88.1,2023-04-23T13:04:11.237Z,2023-04-23T13:23:38Z,4213391463,56,Left,,,,,,,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981919,14,1,1,0,55,czkf5t3ai00ghwbga03i5aqxw,1,64.8,91.2,2023-04-23T13:04:13.169Z,2023-04-23T13:24:13Z,4213391789,56,Left,4213391793,141,84.7,4213391791,140,62.4,4213391797,213,4.2,4213391787,3,,4213391795,212,5.1,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981921,15,43,1,0,57,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-23T13:04:14.689Z,2023-04-23T13:24:16Z,4213545915,144,49,,,,,,,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982023,16,1,1,0,57,czkf5t3ai00ghwbga03i5aqxw,0,62.2,80.6,2023-04-23T13:04:14.881Z,2023-04-23T13:24:17Z,4213392259,140,82.2,4213392269,213,0.2,4213392255,155,,4213392261,141,88.4,4213392265,212,21.7,4213392257,56,Left,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982035,11,49,1,1,0,evf5hhqgnjhwjsth1m6pawxdp,1,17.8,8.6,2023-04-23T13:04:18.468Z,2023-04-23T13:24:28Z,,,,,,,,,,,,,,,,,,,,,,,,,9z851x28so30uk7ihonmrk79x,E. Salomonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982057,12,43,1,1,2,evf5hhqgnjhwjsth1m6pawxdp,1,0,0,2023-04-23T13:04:19.838Z,2023-04-23T13:04:21Z,4213392709,144,50,4213392413,56,Back,4213392417,285,0,,,,,,,,,,,,,,,,9z851x28so30uk7ihonmrk79x,E. Salomonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982181,13,4,1,1,3,evf5hhqgnjhwjsth1m6pawxdp,1,21.6,7.4,2023-04-23T13:04:21.120Z,2023-04-23T13:24:31Z,4213393007,56,Back,4213547243,294,,4213393005,13,,4213393013,285,,4213393079,233,17,4213393009,152,,,,,,,,9z851x28so30uk7ihonmrk79x,E. Salomonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982115,17,4,1,1,3,czkf5t3ai00ghwbga03i5aqxw,0,78.4,92.6,2023-04-23T13:04:21.121Z,2023-04-23T13:24:32Z,4213393115,233,13,4213547417,294,,4213392647,56,Left,4213392657,286,,4213392651,152,,4213392645,13,,,,,,,,1m0qpbce7dob7mdbo7titbqp5,V. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982287,18,43,1,1,11,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-23T13:04:28.737Z,2023-04-23T13:04:30Z,4213393589,56,Center,4213393771,144,61,,,,,,,,,,,,,,,,,,,1m0qpbce7dob7mdbo7titbqp5,V. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982885,14,1,1,1,33,evf5hhqgnjhwjsth1m6pawxdp,0,22.9,5.2,2023-04-23T13:04:51.039Z,2023-04-23T13:24:43Z,4213396855,56,Center,4213396875,1,,4213396857,140,55.5,4213396871,213,0.4,4213396851,157,,4213396861,141,25.5,4213396865,212,36.9,4213396853,152,,cnfkqyunacrm7mli650a3l3ze,A. Benediktsson,4213396849,5,,,,,,,,,,,,,,,,,,,,,,,,,
2537982901,19,44,1,1,37,czkf5t3ai00ghwbga03i5aqxw,1,31.6,66.6,2023-04-23T13:04:54.944Z,2023-04-23T13:04:56Z,4213396933,56,Back,4213396935,285,,4213396999,233,15,,,,,,,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982893,15,44,1,1,37,evf5hhqgnjhwjsth1m6pawxdp,0,68.4,33.4,2023-04-23T13:04:54.945Z,2023-04-23T13:04:58Z,4213396913,56,Center,4213397131,233,19,4213396915,286,,,,,,,,,,,,,,,,,5por6xcmx2po85tvz9cy76m6t,S. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982933,20,1,1,1,37,czkf5t3ai00ghwbga03i5aqxw,0,31.8,70,2023-04-23T13:04:55.081Z,2023-04-23T13:56:12Z,4213397065,3,,4213397067,56,Back,4213397073,212,6.7,4213397071,141,63.6,4213397075,213,5.6,4213397069,140,36.7,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982985,16,1,1,1,39,evf5hhqgnjhwjsth1m6pawxdp,0,58.3,33.4,2023-04-23T13:04:57.518Z,2023-04-25T13:50:26Z,4213397355,56,Center,4213397361,212,11.6,4213397357,140,64.8,4213397359,141,47.2,4213397353,3,,4213397363,213,0.9,,,,,,,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983007,21,49,1,1,41,czkf5t3ai00ghwbga03i5aqxw,1,30.6,31,2023-04-23T13:04:59.553Z,2023-04-23T13:27:02Z,,,,,,,,,,,,,,,,,,,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983139,22,43,1,1,42,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-23T13:05:00.577Z,2023-04-23T13:27:01Z,4213561487,144,1,4213398109,213,4.5,4213398103,140,29.1,4213398107,212,13.7,4213398101,56,Back,4213398105,141,8.3,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983349,23,43,1,1,46,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-23T13:05:03.761Z,2023-04-23T13:05:13Z,4213399243,56,Right,4213399253,1,0,4213399249,212,39.7,4213399509,144,1,4213399245,140,72.7,4213399251,213,0.0,4213399241,155,0,4213399247,141,9.7,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983353,24,4,1,1,53,czkf5t3ai00ghwbga03i5aqxw,1,34.8,45.8,2023-04-23T13:05:11.461Z,2023-04-23T13:26:55Z,4213399279,13,,4213399287,152,,4213399295,286,,4213399387,233,17,4213399283,56,Back,4213399293,265,,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983365,17,4,1,1,53,evf5hhqgnjhwjsth1m6pawxdp,0,65.2,54.2,2023-04-23T13:05:11.462Z,2023-04-23T13:26:14Z,4213399351,56,Center,4213399357,285,,4213399355,265,,4213399349,13,,4213399353,152,,4213399437,233,24,,,,,,,4k8cw1lmtdkcx1vetcwccnefp,M. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983527,25,1,1,2,0,czkf5t3ai00ghwbga03i5aqxw,1,39.2,24,2023-04-23T13:05:18.482Z,2023-04-23T13:27:19Z,4213400103,56,Back,4213400109,212,7.0,4213400099,5,,4213400111,213,2.6,4213400107,141,29.7,4213400101,152,,4213400105,140,33.7,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983639,26,1,1,2,1,czkf5t3ai00ghwbga03i5aqxw,1,33.6,31.3,2023-04-23T13:05:19.537Z,2023-04-23T13:05:24Z,4213400671,213,1.6,4213400665,140,33.2,4213400667,141,65.4,4213400669,212,23.2,4213400663,56,Back,,,,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983691,27,1,1,2,6,czkf5t3ai00ghwbga03i5aqxw,1,37.1,72.4,2023-04-23T13:05:23.905Z,2023-04-23T13:05:26Z,4213400969,213,1.3,4213400963,140,40.5,4213400965,141,91.8,4213400967,212,13.7,4213400961,56,Back,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983749,28,1,1,2,8,czkf5t3ai00ghwbga03i5aqxw,0,41.5,93.5,2023-04-23T13:05:26.369Z,2023-04-23T13:05:28Z,4213401205,56,Left,4213401217,212,34.3,4213401221,213,6.2,4213401203,155,,4213401209,140,73.9,4213401213,141,87.1,4213401225,1,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983795,18,12,1,2,12,evf5hhqgnjhwjsth1m6pawxdp,1,26.2,15.2,2023-04-23T13:05:29.680Z,2023-04-23T13:05:31Z,4213401443,56,Back,4213401449,212,13.0,4213401447,141,0.0,4213401451,213,5.2,4213401445,140,31.6,4213401571,167,,,,,,,,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983817,19,5,1,2,12,evf5hhqgnjhwjsth1m6pawxdp,0,31.8,-2,2023-04-23T13:05:30.073Z,2023-04-23T13:05:31Z,4213401529,347,,4213401525,56,Back,4213401663,233,29,,,,,,,,,,,,,,,,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983823,29,5,1,2,12,czkf5t3ai00ghwbga03i5aqxw,1,68.2,102,2023-04-23T13:05:30.073Z,2023-04-23T13:58:15Z,4213401537,56,Left,4213401649,233,19,4213401539,347,,,,,,,,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537984079,30,1,1,2,17,czkf5t3ai00ghwbga03i5aqxw,1,66.1,100,2023-04-23T13:05:35.393Z,2023-04-23T13:05:50Z,4213402667,141,92.3,4213402661,140,67.6,4213402653,107,,4213402673,213,4.9,4213402657,56,Left,4213402671,212,6.7,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537984121,31,1,1,2,20,czkf5t3ai00ghwbga03i5aqxw,1,70.8,89.9,2023-04-23T13:05:37.745Z,2023-04-23T13:05:39Z,4213402909,56,Left,4213402917,213,0.3,4213402911,140,78.8,4213402915,212,8.8,4213402913,141,93.9,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537984137,32,1,1,2,21,czkf5t3ai00ghwbga03i5aqxw,0,82.6,92.7,2023-04-23T13:05:39.265Z,2023-04-23T13:05:39Z,4213402985,213,4.9,4213402973,56,Left,4213402979,141,88.4,4213402977,140,83.1,4213402983,212,3.0,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537984265,20,1,1,2,24,evf5hhqgnjhwjsth1m6pawxdp,1,20.1,13.2,2023-04-23T13:05:42.039Z,2023-04-23T13:05:44Z,4213403609,56,Back,4213403615,212,9.8,4213403611,140,27.4,4213403617,213,5.6,4213403613,141,4.3,,,,,,,,,,5por6xcmx2po85tvz9cy76m6t,S. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537984271,21,49,1,2,26,evf5hhqgnjhwjsth1m6pawxdp,1,28.4,7.1,2023-04-23T13:05:43.879Z,2023-04-23T13:05:44Z,,,,,,,,,,,,,,,,,,,,,,,,,3ihcnb7xmqlsefg10xbdraqqd,S. Ohlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537984325,22,1,1,2,26,evf5hhqgnjhwjsth1m6pawxdp,1,28.4,7.1,2023-04-23T13:05:44.064Z,2023-04-23T13:05:47Z,4213403943,212,18.7,4213403939,140,36.2,4213403945,213,1.1,4213403941,141,31.9,4213403937,56,Back,,,,,,,,,,3ihcnb7xmqlsefg10xbdraqqd,S. Ohlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537984329,23,4,1,2,28,evf5hhqgnjhwjsth1m6pawxdp,1,37.7,32.4,2023-04-23T13:05:46.177Z,2023-04-23T13:28:47Z,4213403963,286,,4213403955,13,,4213403957,56,Back,4213403959,152,,4213404011,233,33,4213405059,294,,,,,,,,4k8cw1lmtdkcx1vetcwccnefp,M. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,
