id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/10/value,qualifier/14/value,qualifier/16/value,assist
2543544427,1,34,16,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,0,0,2023-05-04T16:06:32.601Z,2023-05-04T17:46:15Z,4250032235,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4250032245,197,5162,4250032241,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4250032243,194,chzhwdk4l54t2kf606bkuiaqd,4250032233,30,"4qyy11gb9nepxkd3i7f9axh0q, b1sztx2xd79amygbbvdia24et, 7eo3ceto09y3x4j4gh9m91kvd, 8x51gbtkf78eskjolnedvoi51, 64wjz8rl45dql3qdc7ynk3ckq, 77zrjzfkfp7hozuj05ktwhtqt, 8erbr3ewwl0o6ib0q4r7tmp9m, 4mroygq2ruxkml5c5j4awwted, 8cdx7aahcxg6be4qiwv9vq39w, chzhwdk4l54t2kf606bkuiaqd, q1o72uyrvclbkccpjvzugacq, leanv6m97ukx12n5aggvndud, 5leej1ji11foystzd1xj4q961, au1cbzehllmo4yyt6s0d16rkk, 8vl4hue7ixvxh4dtner52sfrp, 467ykpwj32c3eip2ga0yts60a, csye3q50ciculdiggvcefx8x6, bntdkaauxt1thtg6ukfs38g0k, 2v1tnyzorjyx7pyf3auj73ytw, 5ib5990rsa8y9pf2bu4risjqh",4250032237,59,"1, 21, 30, 18, 4, 13, 33, 5, 7, 20, 17, 3, 9, 19, 25, 31, 32, 34, 38, 40",4250032247,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4250032239,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543545711,1,34,16,0,0,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-05-04T16:09:28.146Z,2023-05-04T17:07:01Z,4250039635,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4250039627,130,2,4250039621,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4250039631,194,8ntq70sdmvbmmvchvu5jd6ndh,4250039633,197,8325,4250039625,59,"1, 20, 3, 21, 4, 24, 19, 26, 8, 5, 9, 2, 7, 10, 14, 18, 23, 28, 32, 45",4250039629,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4250039619,30,"dzdryjruyr4lpu3t7d5pgpn11, dlxtfrt1ioz51rwnizwz5657t, 2lafgzvhv0er31i6c2nb6xqfo, 5jv0xmo83g4lbzo8nodqbh46i, 5vholxar2s1konelieg8wjv85, 7e058o66inex7g90wrwaeauw9, 7qgiqoaaarr6c2bs4yffqwju2, 2sjrtjk6wzhqrgvitpevsxoiy, 5mb3g5nufbwhw09w3wgm6glwp, 8ntq70sdmvbmmvchvu5jd6ndh, 9d08simhpio6vi217mqtro6ad, 6f45blx9waafcnjbq3fr1efv9, 5e2tf15sp7zo70njveqg1b2z9, e3n8xatusmgu7ttqpfdjanp3p, 3hn1o03lxsjzju3uorl6rnpxw, 5aoxw7yh8oupho0wx6pcndlg5, 3h50mcu2jfrtj7noz1io0v3rp, f01ppm88j40lvhe0i6xksw0es, 43tfpd1zge7whbwd5xchiu06i, 3fq2fvvmb2c5ybuz7ocmvzfxm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561143,2,32,1,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,0,0,2023-05-04T17:03:22.856Z,2023-05-04T17:03:23Z,4250126353,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561145,2,32,1,0,0,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-05-04T17:03:22.856Z,2023-05-06T06:02:08Z,4250126383,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561167,3,1,1,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,50,50,2023-05-04T17:03:22.956Z,2023-05-04T19:03:24Z,4250126517,213,2.7,4250126511,140,47.7,4250126513,141,51.6,4250126509,56,Back,4250126515,212,2.6,4250126519,279,S,,,,,,,8x51gbtkf78eskjolnedvoi51,L. Sadiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561175,4,1,1,0,5,2nnlsjfbcea40t4jeclcbw9lk,0,52.7,42.5,2023-05-04T17:03:28.573Z,2023-05-04T17:06:58Z,4250126557,212,32.6,4250126553,140,80.8,4250126551,56,Center,4250126555,141,22.1,4250126561,1,,4250126549,155,,4250126559,213,5.8,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561185,3,1,1,0,7,7hlumphk42363z3i2nry2wrzj,0,20.8,80.4,2023-05-04T17:03:30.179Z,2023-05-04T17:07:07Z,4250126627,140,28.2,4250126629,141,72.1,4250126623,3,,4250126633,213,5.7,4250126631,212,9.6,4250126625,56,Back,,,,,,,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561211,4,4,1,0,10,7hlumphk42363z3i2nry2wrzj,1,23,72,2023-05-04T17:03:33.134Z,2023-05-04T19:09:11Z,4250126775,152,,4250126779,285,,4250126771,13,,4250126773,56,Back,4250126777,265,,4250126795,233,5,,,,,,,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561199,5,4,1,0,10,2nnlsjfbcea40t4jeclcbw9lk,0,77,28,2023-05-04T17:03:33.135Z,2023-05-04T17:03:37Z,4250126719,265,,4250126713,13,,4250126717,152,,4250126815,233,4,4250126715,56,Center,4250126721,286,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543561387,5,1,1,0,42,7hlumphk42363z3i2nry2wrzj,0,21.2,71.1,2023-05-04T17:04:04.930Z,2023-05-04T19:03:18Z,4250134773,157,,4250127789,140,64.8,4250127785,152,,4250127795,213,6.2,4250127797,1,,4250127787,56,Center,4250127793,212,45.9,4250127791,141,66.1,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,4250127781,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
