id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/9/value,qualifier/13/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2540809329,1,34,16,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0,0,2023-04-29T15:01:38.890Z,2023-04-29T15:01:44Z,4235400651,194,35gounciadqplhg50z8pgno5,4235400653,197,4756,4235400645,59,"26, 12, 25, 11, 13, 5, 18, 27, 7, 19, 24, 1, 9, 16, 21, 31, 40, 38, 35, 15",4235400649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235400643,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4235400641,30,"eydu7p01ud08kscyaav4aaok5, ena92ro3qpi2wgbzznu4xc4fe, 15nsr315qb7jhyeik47x9wrxm, 35gounciadqplhg50z8pgno5, 6lykrd3hzedl7xljr167gow5x, 8unnvgvft6knxupbp9oxh621h, bar5tlyxm2vim2ewqauywgb85, 87cds2pw8n5bacxfbits3kk5w, de2unef3dan4fnahz184pyqz8, 5rbr8z5frgawr2ykcmcxbbluy, 5xbrybr5fxvg6br9b6tq4a4fd, 620zi46ifanq9e9j7qaluzqvp, enrm3rj4awqw0i9r0zi3if4yd, 780mdhlnrheqczv6o7p5l8hzo, 88mmoskb8jyiyqyfvxvz0qmwa, 1zcdrs1te2d45waun40b71uz8, 9pr02xl5zkizsdlw8ln1o3axg, c3mf113babl3u4iqq9mb2gmxg, 7sez5w47trh4xnngir0epzl04, dxnnlilj6cj5iyqhuvlfpiymt",4235400655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235400647,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540815165,1,34,16,0,0,durq4oppf7c08tnbzrlebt0uz,1,0,0,2023-04-29T15:06:23.800Z,2023-04-29T15:48:00Z,4235428753,130,13,4235428761,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235428751,59,"1, 9, 3, 24, 25, 5, 6, 18, 10, 4, 32, 7, 8, 11, 14, 17, 19, 21, 30, 33",4235428749,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4235428757,194,2rvopmj69lbwtn0eevmn8cn9x,4235428747,30,"4ilvnv8fsq1smurtjl81od7th, 2rvopmj69lbwtn0eevmn8cn9x, 9jszz4regvdvl0v4i8s41jbah, 8ebx705t6jvq53z6tjk0ke1d6, 9s3boszvqn3fzsx0r1xswqyqy, 4w8yuib6lrya8ucle0j9maxka, 37ugegawhu80qktxkp12mwoa1, 6vy0wrnn1jz4tjp9ofxr9qesq, 30117qloj2vhnxq4djfktp7u1, 2s011oynto4q5ta4nwws4spn9, 9eaa74frc7sjli4e48cey3r4k, 1olk78ihxbzyq1kxcgdp78woa, cx25wp1s7ql07ga2yu1975ka1, cpamr0c0qq5lf5u6de1cbvgx6, 5gzobg231vp6fnjrrh6k49qz9, 72hgavyh7ucm5b7wa14xewro4, 7t6lyj5pvvgzfscj775acuqc5, 2pabub1t3k8v88ue8y7w3vpat, 82h0pn6m1ma6jzh5fefmdpjo5, 1o38o018n6lidbvrmxotyjgx6",4235428755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235428759,197,15262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540860985,2,32,1,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0,0,2023-04-29T15:30:31.367Z,2023-04-30T16:22:16Z,4235667417,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540860961,2,32,1,0,0,durq4oppf7c08tnbzrlebt0uz,1,0,0,2023-04-29T15:30:31.367Z,2023-04-29T15:30:31Z,4235667313,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861049,3,1,1,0,1,durq4oppf7c08tnbzrlebt0uz,1,50,50,2023-04-29T15:30:32.467Z,2023-05-01T10:52:58Z,4235667655,212,6.0,4235667659,279,S,4235667653,141,44.9,4235667651,140,45.3,4235667649,56,Back,4235667657,213,3.8,,,,,,,30117qloj2vhnxq4djfktp7u1,A. Zeljkovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861057,4,1,1,0,2,durq4oppf7c08tnbzrlebt0uz,1,45.6,46.9,2023-04-29T15:30:33.449Z,2023-04-29T15:30:35Z,4235667725,140,36.0,4235667727,141,61.5,4235667729,212,14.1,4235667731,213,2.4,4235667723,56,Back,,,,,,,,,,2rvopmj69lbwtn0eevmn8cn9x,O. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861123,5,1,1,0,3,durq4oppf7c08tnbzrlebt0uz,1,34.6,62.3,2023-04-29T15:30:34.984Z,2023-04-29T15:30:38Z,4235668053,140,29.2,4235668051,56,Back,4235668057,212,14.2,4235668055,141,43.1,4235668059,213,4.3,,,,,,,,,,37ugegawhu80qktxkp12mwoa1,H. Näsström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861175,6,1,1,0,6,durq4oppf7c08tnbzrlebt0uz,1,27,40.9,2023-04-29T15:30:38.200Z,2023-04-29T15:34:42Z,4235668361,212,18.2,4235668363,213,1.7,4235668357,140,25.2,4235668359,141,67.5,4235668355,56,Back,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861245,7,1,1,0,9,durq4oppf7c08tnbzrlebt0uz,1,28.1,71.2,2023-04-29T15:30:40.504Z,2023-04-29T15:30:43Z,4235668745,56,Back,4235668747,140,39.2,4235668749,141,93.5,4235668753,213,0.9,4235668751,212,19.1,,,,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861263,8,50,1,0,11,durq4oppf7c08tnbzrlebt0uz,1,48.9,94.4,2023-04-29T15:30:43.225Z,2023-04-29T15:30:47Z,4235668849,286,,4235668847,56,Back,4235669299,233,3,,,,,,,,,,,,,,,,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
