id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2531581509,1,34,16,0,0,spvvjmk37iid7hsky9g3nce7,1,0,0,2023-04-10T10:07:40.468Z,2023-04-10T10:53:34Z,4179357521,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179357517,59,"35, 14, 26, 24, 5, 29, 7, 3, 11, 16, 22, 6, 9, 10, 12, 17, 18, 21, 25, 1",4179357513,30,"bomd9wl2cnqwck46ctwjqju1h, 23iwje6cgkgc05szzf2l5z97u, 1rkikvibo6lmhhtyfbg21jtp0, 5h6xr50d54zcxnktz7q58oa1h, as6coaak724tr7igyz1wwlfc9, 3vescyd2jf8wxx19q0kfedx0q, 93qjy2eilbuufwu2kbwpfng7p, akuyf0uf6ev1es1zjhs9fss89, bv57jiquzqjnzuxzw5r663aad, dgxqp83lhb316dec1rpi5op62, czfitwajt0sayki90i3fk5n85, bm0bafkutd9qb9qee06cys9re, 80s55a7uw8kypoikefwhtdm5m, b2ki48qnm9uycjpme5g6envf9, cu4fx7oa7rkoeqcgr619puok5, 9hg51o20uf6u2bjgshjax9soa, 12ha4y8olcyac71cvuvzs38k4, 851b1m16nm8qnn2bctjc4bf9w, b7bmxh0q5aa8646sxmvy0etqs, 4cytj4f9uirlo8vb8mcsv6v6y",4179357515,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4179357519,130,12,4179357527,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179357523,194,czfitwajt0sayki90i3fk5n85,4179357525,197,7821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531584035,1,34,16,0,0,durq4oppf7c08tnbzrlebt0uz,1,0,0,2023-04-10T10:15:44.066Z,2023-04-10T11:11:10Z,4179369913,30,"82h0pn6m1ma6jzh5fefmdpjo5, 2e1j4tbrlrgqvm7io0hfu7is5, 9jszz4regvdvl0v4i8s41jbah, 8ebx705t6jvq53z6tjk0ke1d6, 9s3boszvqn3fzsx0r1xswqyqy, 4w8yuib6lrya8ucle0j9maxka, 2rvopmj69lbwtn0eevmn8cn9x, 6vy0wrnn1jz4tjp9ofxr9qesq, 30117qloj2vhnxq4djfktp7u1, 5gzobg231vp6fnjrrh6k49qz9, cx25wp1s7ql07ga2yu1975ka1, 4ilvnv8fsq1smurtjl81od7th, 2s011oynto4q5ta4nwws4spn9, 37ugegawhu80qktxkp12mwoa1, cpamr0c0qq5lf5u6de1cbvgx6, 7uqexxe985u3bbx5lxx2vgand, 7t6lyj5pvvgzfscj775acuqc5, 2pabub1t3k8v88ue8y7w3vpat, 8wz2m0yj4f0ci90m0wjftnoid, 9eaa74frc7sjli4e48cey3r4k",4179369917,59,"30, 20, 3, 24, 25, 5, 9, 18, 10, 14, 8, 1, 4, 6, 11, 16, 19, 21, 22, 32",4179369921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179369915,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4179369923,194,2e1j4tbrlrgqvm7io0hfu7is5,4179369927,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179369919,130,17,4179369925,197,15262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531602573,2,32,1,0,0,spvvjmk37iid7hsky9g3nce7,1,0,0,2023-04-10T11:00:35.466Z,2023-04-10T11:00:38Z,4179472211,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531602569,2,32,1,0,0,durq4oppf7c08tnbzrlebt0uz,1,0,0,2023-04-10T11:00:35.466Z,2023-04-11T05:45:05Z,4179472179,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531602593,3,1,1,0,0,durq4oppf7c08tnbzrlebt0uz,1,49.9,49.9,2023-04-10T11:00:35.566Z,2023-04-10T11:00:39Z,4179472325,213,3.1,4179472319,140,27.1,4179472323,212,23.9,4179472327,279,S,4179472321,141,49.9,4179472317,56,Back,,,,,,,30117qloj2vhnxq4djfktp7u1,A. Zeljkovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531602635,4,1,1,0,3,durq4oppf7c08tnbzrlebt0uz,1,26,40.3,2023-04-10T11:00:39.326Z,2023-04-10T11:00:42Z,4179472503,140,32.1,4179472507,212,12.9,4179472501,56,Back,4179472509,213,5.2,4179472505,141,23.9,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531602671,5,1,1,0,7,durq4oppf7c08tnbzrlebt0uz,1,44.2,16.7,2023-04-10T11:00:42.701Z,2023-04-10T11:00:49Z,4179472721,213,2.4,4179472713,56,Back,4179472717,141,33.6,4179472715,140,31.9,4179472719,212,17.3,,,,,,,,,,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531602681,6,1,1,0,13,durq4oppf7c08tnbzrlebt0uz,1,38.8,53.4,2023-04-10T11:00:48.862Z,2023-04-10T11:00:51Z,4179472777,141,79.6,4179472773,56,Back,4179472775,140,36.5,4179472781,213,1.7,4179472779,212,18.0,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531602713,7,1,1,0,15,durq4oppf7c08tnbzrlebt0uz,1,36.4,86.5,2023-04-10T11:00:51.182Z,2023-04-10T11:00:54Z,4179472947,56,Back,4179472955,213,0.5,4179472949,140,47.8,4179472951,141,96.3,4179472953,212,13.7,,,,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531602721,8,1,1,0,19,durq4oppf7c08tnbzrlebt0uz,1,52.7,95.7,2023-04-10T11:00:54.830Z,2023-04-10T11:00:56Z,4179473017,56,Back,4179473021,141,91.4,4179473023,212,20.1,4179473019,140,33.8,4179473025,213,3.3,,,,,,,,,,9jszz4regvdvl0v4i8s41jbah,V. Bergh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
