id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2527639973,11,1,1,0,31,durq4oppf7c08tnbzrlebt0uz,0,23.1,7.3,2023-04-02T15:32:49.464Z,2023-04-02T15:32:51Z,4158420361,141,0.0,4158420367,1,,4158420353,56,Right,4158420363,212,38.0,4158420355,140,58.8,4158420365,213,6.1,4158420349,157,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527639995,10,5,1,0,33,evf5hhqgnjhwjsth1m6pawxdp,1,52,101.8,2023-04-02T15:32:51.564Z,2023-04-02T15:39:00Z,4158420485,233,12,4158420447,347,,4158420445,56,Left,,,,,,,,,,,,,,,,ci4crclo00uz8rtudodhpwoh5,G. Norlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527639981,12,5,1,0,33,durq4oppf7c08tnbzrlebt0uz,0,48,-1.8,2023-04-02T15:32:51.564Z,2023-04-02T15:32:53Z,4158420383,56,Back,4158420507,233,10,4158420389,347,,,,,,,,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640123,11,1,1,0,40,evf5hhqgnjhwjsth1m6pawxdp,1,64,100,2023-04-02T15:32:57.938Z,2023-04-02T15:33:00Z,4158421149,56,Back,4158421159,1,,4158421155,212,23.6,4158421153,141,91.5,4158421147,107,,4158421151,140,42.6,4158421157,213,3.4,4158421189,189,,9ha2m6934ior2yh2npdorg4b9,O. Wendt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640293,12,1,1,0,45,evf5hhqgnjhwjsth1m6pawxdp,1,32.3,92.7,2023-04-02T15:33:02.994Z,2023-04-02T15:33:09Z,4158422013,56,Back,4158422025,212,37.6,4158422023,141,56.7,4158422019,140,5.1,4158422027,213,3.9,4158422029,1,,,,,,,,aq0upomgtrmvzxuvvw0n4rf9w,J. Bångsbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640355,13,1,1,0,51,evf5hhqgnjhwjsth1m6pawxdp,1,13.1,43.9,2023-04-02T15:33:09.498Z,2023-04-02T15:33:12Z,4158422307,56,Back,4158422315,213,4.9,4158422313,212,22.7,4158422309,140,16.2,4158422311,141,10.9,,,,,,,,,,cnfkqyunacrm7mli650a3l3ze,A. Benediktsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640427,14,1,1,0,54,evf5hhqgnjhwjsth1m6pawxdp,0,15.8,7.6,2023-04-02T15:33:12.842Z,2023-04-02T15:33:15Z,4158422599,212,54.0,4158422597,141,30.7,4158422591,155,,4158422601,213,0.3,4158422603,1,,4158422593,56,Center,4158422595,140,65.0,,,,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640477,13,1,1,0,58,durq4oppf7c08tnbzrlebt0uz,1,29.3,73,2023-04-02T15:33:16.432Z,2023-04-02T15:33:18Z,4158422845,141,71.4,4158422843,140,39.5,4158422841,56,Back,4158422847,212,10.8,4158422839,3,,4158422849,213,6.2,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640481,14,49,1,1,0,durq4oppf7c08tnbzrlebt0uz,1,33.3,73.2,2023-04-02T15:33:18.473Z,2023-04-02T15:33:18Z,,,,,,,,,,,,,,,,,,,,,,,,,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640545,15,1,1,1,2,durq4oppf7c08tnbzrlebt0uz,0,28.4,80.6,2023-04-02T15:33:20.649Z,2023-04-02T15:39:03Z,4158423163,56,Back,4158423165,140,30.5,4158423171,213,0.3,4158423221,286,,4158423167,141,81.7,4158423213,233,15,4158423169,212,2.3,4158423211,236,,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640529,15,74,1,1,2,evf5hhqgnjhwjsth1m6pawxdp,1,69.2,14.6,2023-04-02T15:33:20.650Z,2023-04-02T15:33:22Z,4158423251,233,15,4158423103,56,Right,4158423105,285,,,,,,,,,,,,,,,,,3ihcnb7xmqlsefg10xbdraqqd,S. Ohlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640591,16,1,1,1,5,durq4oppf7c08tnbzrlebt0uz,0,15.3,79.9,2023-04-02T15:33:23.162Z,2023-04-02T15:33:24Z,4158423385,56,Back,4158423383,157,,4158423387,140,32.6,4158423391,212,19.0,4158423395,1,,4158423393,213,6.0,4158423389,141,71.5,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640641,16,61,1,1,9,evf5hhqgnjhwjsth1m6pawxdp,1,60.7,30.7,2023-04-02T15:33:27.676Z,2023-04-02T15:33:27Z,4158423611,56,Center,,,,,,,,,,,,,,,,,,,,,,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640657,17,49,1,1,10,evf5hhqgnjhwjsth1m6pawxdp,1,61.4,28,2023-04-02T15:33:28.714Z,2023-04-02T15:33:29Z,,,,,,,,,,,,,,,,,,,,,,,,,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640667,18,61,1,1,10,evf5hhqgnjhwjsth1m6pawxdp,0,61.4,28,2023-04-02T15:33:28.874Z,2023-04-02T15:42:54Z,4158423763,56,Center,,,,,,,,,,,,,,,,,,,,,,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640655,17,49,1,1,11,durq4oppf7c08tnbzrlebt0uz,1,31.7,68.5,2023-04-02T15:33:29.704Z,2023-04-02T15:42:36Z,,,,,,,,,,,,,,,,,,,,,,,,,37ugegawhu80qktxkp12mwoa1,H. Näsström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640693,18,1,1,1,12,durq4oppf7c08tnbzrlebt0uz,1,31.7,68.5,2023-04-02T15:33:30.040Z,2023-04-02T15:42:41Z,4158423841,141,63.0,4158423845,213,4.3,4158423837,56,Back,4158423843,212,4.1,4158423839,140,30.1,,,,,,,,,,37ugegawhu80qktxkp12mwoa1,H. Näsström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640731,19,1,1,1,12,durq4oppf7c08tnbzrlebt0uz,1,30.2,62.9,2023-04-02T15:33:30.224Z,2023-04-02T15:33:32Z,4158423991,141,44.6,4158423995,212,14.1,4158423985,56,Back,4158423999,213,5.2,4158423987,140,36.6,,,,,,,,,,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640815,20,1,1,1,14,durq4oppf7c08tnbzrlebt0uz,1,36,39.4,2023-04-02T15:33:32.079Z,2023-04-02T15:33:37Z,4158424469,56,Back,4158424473,141,17.6,4158424475,212,15.1,4158424477,213,4.5,4158424471,140,33.5,,,,,,,,,,2rvopmj69lbwtn0eevmn8cn9x,O. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640839,21,1,1,1,19,durq4oppf7c08tnbzrlebt0uz,0,41.9,16.2,2023-04-02T15:33:37.199Z,2023-04-02T15:33:43Z,4158424561,212,17.9,4158424559,141,21.9,4158424557,140,58.5,4158424565,213,0.2,4158424555,56,Center,4158425049,155,,,,,,,,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640823,19,8,1,1,19,evf5hhqgnjhwjsth1m6pawxdp,1,40.9,67.8,2023-04-02T15:33:37.418Z,2023-04-02T15:33:38Z,4158424501,56,Back,4158424549,15,,,,,,,,,,,,,,,,,,,,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640863,20,5,1,1,20,evf5hhqgnjhwjsth1m6pawxdp,0,42.7,101.6,2023-04-02T15:33:38.450Z,2023-04-02T15:33:44Z,4158424659,56,Back,4158424661,347,,4158425111,233,22,,,,,,,,,,,,,,,,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527640937,22,5,1,1,20,durq4oppf7c08tnbzrlebt0uz,1,57.3,-1.6,2023-04-02T15:33:38.450Z,2023-04-02T15:39:00Z,4158425015,347,,4158425073,233,20,4158425013,56,Right,,,,,,,,,,,,,,,,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641143,23,1,1,1,37,durq4oppf7c08tnbzrlebt0uz,1,55.9,0,2023-04-02T15:33:55.202Z,2023-04-02T15:33:57Z,4158426065,141,7.4,4158426063,140,60.4,4158426061,56,Right,4158426057,107,,4158426067,212,7.7,4158426069,213,0.9,,,,,,,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641159,24,1,1,1,38,durq4oppf7c08tnbzrlebt0uz,1,60.4,7.4,2023-04-02T15:33:56.112Z,2023-04-02T15:44:46Z,4158482151,189,,4158426133,140,53.2,4158426135,141,3.4,4158426139,213,3.5,4158426137,212,8.0,4158426131,56,Right,,,,,,,2rvopmj69lbwtn0eevmn8cn9x,O. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641249,25,1,1,1,39,durq4oppf7c08tnbzrlebt0uz,1,56.4,8.3,2023-04-02T15:33:57.063Z,2023-04-02T15:44:47Z,4158426533,56,Center,4158426535,140,52.1,4158426541,213,1.9,4158426537,141,26.4,4158426539,212,13.1,,,,,,,,,,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641251,26,61,1,1,40,durq4oppf7c08tnbzrlebt0uz,0,46.1,18.2,2023-04-02T15:33:58.089Z,2023-04-02T15:44:43Z,4158426561,56,Back,,,,,,,,,,,,,,,,,,,,,,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641187,21,50,1,1,41,evf5hhqgnjhwjsth1m6pawxdp,1,53.8,76.9,2023-04-02T15:33:59.232Z,2023-04-02T15:34:05Z,4158426297,286,,4158426793,233,27,4158426293,56,Center,,,,,,,,,,,,,,,,4k8cw1lmtdkcx1vetcwccnefp,M. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641281,27,7,1,1,41,durq4oppf7c08tnbzrlebt0uz,1,46.2,23.1,2023-04-02T15:33:59.233Z,2023-04-02T15:34:04Z,4158426709,56,Back,4158426767,233,21,4158426711,285,,,,,,,,,,,,,,,,,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641323,28,1,1,1,46,durq4oppf7c08tnbzrlebt0uz,1,30.1,24.1,2023-04-02T15:34:04.168Z,2023-04-02T15:34:07Z,4158426947,141,48.2,4158426949,212,17.1,4158426951,213,1.9,4158426945,140,25.4,4158426943,56,Back,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641333,29,1,1,1,49,durq4oppf7c08tnbzrlebt0uz,1,26.9,53.1,2023-04-02T15:34:07.040Z,2023-04-02T15:34:08Z,4158426985,56,Back,4158426987,140,36.2,4158426991,212,13.2,4158426989,141,40.0,4158426993,213,5.5,,,,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641399,30,1,1,1,50,durq4oppf7c08tnbzrlebt0uz,1,36.2,40,2023-04-02T15:34:07.976Z,2023-04-02T15:34:12Z,4158427369,56,Back,4158427373,141,39.2,4158427375,212,14.1,4158427377,213,3.2,4158427371,140,22.8,,,,,,,,,,37ugegawhu80qktxkp12mwoa1,H. Näsström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641417,31,1,1,1,54,durq4oppf7c08tnbzrlebt0uz,1,27.8,36.7,2023-04-02T15:34:12.560Z,2023-04-02T15:34:13Z,4158427461,212,6.8,4158427459,141,35.2,4158427457,140,34.2,4158427453,56,Back,4158427463,213,6.1,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641469,32,1,1,1,55,durq4oppf7c08tnbzrlebt0uz,1,34.2,35.2,2023-04-02T15:34:13.728Z,2023-04-02T15:45:29Z,4158427717,213,2.1,4158427711,140,26.6,4158427713,141,56.7,4158427709,56,Back,4158427715,212,16.7,,,,,,,,,,37ugegawhu80qktxkp12mwoa1,H. Näsström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641569,33,1,1,1,59,durq4oppf7c08tnbzrlebt0uz,1,27,64.8,2023-04-02T15:34:17.512Z,2023-04-02T15:34:23Z,4158428175,140,35.3,4158428181,213,0.3,4158428173,56,Back,4158428177,141,69.1,4158428179,212,9.2,,,,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641655,34,1,1,2,5,durq4oppf7c08tnbzrlebt0uz,1,33.8,71.4,2023-04-02T15:34:23.856Z,2023-04-02T15:34:28Z,4158428609,141,91.7,4158428605,56,Left,4158428611,212,24.6,4158428613,213,0.6,4158428607,140,53.2,,,,,,,,,,30117qloj2vhnxq4djfktp7u1,A. Zeljkovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641693,35,1,1,2,10,durq4oppf7c08tnbzrlebt0uz,1,62.7,94.5,2023-04-02T15:34:28.840Z,2023-04-02T15:34:32Z,4158428781,212,16.9,4158428775,56,Back,4158428779,141,90.8,4158428777,140,46.8,4158428783,213,3.3,,,,,,,,,,cx25wp1s7ql07ga2yu1975ka1,A. Ademi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641759,36,1,1,2,13,durq4oppf7c08tnbzrlebt0uz,1,43.3,87.7,2023-04-02T15:34:31.896Z,2023-04-02T15:34:35Z,4158429123,213,4.2,4158429115,56,Back,4158429117,140,33.5,4158429119,141,59.1,4158429121,212,22.0,,,,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641817,37,1,1,2,17,durq4oppf7c08tnbzrlebt0uz,1,30.3,53.7,2023-04-02T15:34:35.208Z,2023-04-02T15:34:37Z,4158429421,213,5.8,4158429419,212,12.5,4158429417,141,45.1,4158429413,56,Back,4158429415,140,40.8,,,,,,,,,,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527641875,38,1,1,2,19,durq4oppf7c08tnbzrlebt0uz,1,39.6,41,2023-04-02T15:34:37.728Z,2023-04-02T15:34:40Z,4158429759,140,44.7,4158429763,212,24.7,4158429765,213,4.9,4158429757,56,Back,4158429761,141,5.6,,,,,,,,,,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
