id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2540799709,1,34,16,0,0,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-04-29T14:50:06.051Z,2023-04-29T15:37:15Z,4235354071,194,9g2ih9necaprsrtqfmul1bumt,4235354073,197,10629,4235354069,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235354075,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235354065,59,"1, 17, 16, 8, 4, 3, 10, 24, 18, 9, 6, 2, 7, 11, 12, 14, 15, 19, 21, 30",4235354061,30,"e2bwgf3vzvv1rrfz39amdyrit, 52a5br8e27u4mj5f4m3djjkd1, cpjieadlcw20wrqn2uo02lyol, 9j6wrg04o32zuepsj675m104p, 9g2ih9necaprsrtqfmul1bumt, 9uumw2ntt4397bee2p3m2qdt6, 1xsy3m0bzicto5ogxsd026bmy, 1oxiwrp4v3e7j5v5vz9fe31lh, c3jxdm8s5meuohhv6hthhdy0a, 1j1fgb6yydw3ck6uaz42rohd5, edzj7i715cpyuuumcttajkc0l, e2a1ocfsgxbeofbyn6ff83ydx, b0rem4wo1p6sumrp6mb77f11w, atxo9oz3czimyk1t4xigfrkrt, c530mxbnk10671ogb1j4kr4r9, 7skwiyuh8kd7mswnwbin2glwp, 9bmo8w8t7slkzbb5owilyoqju, 7q001jk9hk2ylv31sv48fv7dg, 2s9ra3bnhkcid5uz7abhdhr6d, 74rqympe5uuab87psxt8y5mcq",4235354063,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4235354067,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540802693,1,34,16,0,0,ac8jow4mdkvnsv5s0och4qqm,1,0,0,2023-04-29T14:53:02.456Z,2023-04-29T15:40:49Z,4235368957,59,"20, 17, 23, 4, 3, 26, 13, 15, 9, 7, 10, 1, 2, 6, 8, 19, 21, 24",4235368953,30,"4ztjiy8n0724xy818ophfp4ic, d83agzjsghnwbm4mq9b3x8dbe, e1ogqatdx34wgtmvvq28ft39x, sxahqo62pj3wu3yfeah4fiay, 950x9v0qx1pqgkc67e6hnbpt6, btkupfjt9isuywcwqcbl1pgid, 4w4fnup47fnga68td9bu83sut, eq9x5pboy1dehdauroonsw3c9, 48ffxxjaqagvfy72i4qvuvdnt, 9vyizhfym4y8vc07xrvba7skq, 972sdfy32aqsh3liqmn6chnf9, 9hf3cqj9cd6m2x4sb05e0n1t5, 5gf24ds4ejjztxyj8b5rs3tnt, 1zy10ymkyg5dz4edlg8pdcxcl, a50t6mmm9lljdt0b9vp1w7vu1, 472gtgjd61tmky6j73s10rkt0, bmj66ols6rtul44h9c6obmi95, c9qk8n9d4130okk9go1brzskq",4235368955,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4235368965,197,5164,4235368967,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235368959,130,19,4235368963,194,sxahqo62pj3wu3yfeah4fiay,4235368961,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861265,2,32,1,0,0,ac8jow4mdkvnsv5s0och4qqm,1,0,0,2023-04-29T15:30:43.158Z,2023-04-29T15:30:45Z,4235668851,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861243,2,32,1,0,0,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-04-29T15:30:43.158Z,2023-05-03T16:20:38Z,4235668743,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861329,3,1,1,0,0,6i936isoyj6d0uuxdj537uc97,1,49.7,50,2023-04-29T15:30:43.258Z,2023-04-29T16:07:38Z,4235669227,213,2.7,4235669221,140,28.8,4235669223,141,63.7,4235669229,279,S,4235669219,56,Back,4235669225,212,23.8,,,,,,,1oxiwrp4v3e7j5v5vz9fe31lh,Amir Al Ammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861431,4,1,1,0,3,6i936isoyj6d0uuxdj537uc97,1,29.3,60.3,2023-04-29T15:30:46.468Z,2023-04-29T15:30:49Z,4235669757,56,Back,4235669771,212,19.8,4235669775,213,4.8,4235669761,140,31.8,4235669767,141,31.5,,,,,,,,,,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861499,5,1,1,0,6,6i936isoyj6d0uuxdj537uc97,0,34.9,15.3,2023-04-29T15:30:49.612Z,2023-04-29T15:30:52Z,4235670131,56,Center,4235670149,213,0.2,4235670123,155,,4235670145,212,46.4,4235670135,140,78.3,4235670141,141,27.9,4235670151,1,,,,,9g2ih9necaprsrtqfmul1bumt,Andreas Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861599,3,1,1,0,8,ac8jow4mdkvnsv5s0och4qqm,1,21.1,63.4,2023-04-29T15:30:51.686Z,2023-04-29T16:08:14Z,4235670635,3,,4235670637,56,Back,4235670639,140,33.2,4235670643,212,20.8,4235670641,141,39.2,4235670645,213,5.4,,,,,,,btkupfjt9isuywcwqcbl1pgid,A. Calisir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861621,4,1,1,0,10,ac8jow4mdkvnsv5s0och4qqm,0,34,35.9,2023-04-29T15:30:53.405Z,2023-04-29T16:08:27Z,4235670753,56,Back,4235670757,141,24.2,4235670751,3,,4235670755,140,32.8,4235670761,213,4.6,4235670759,212,8.1,,,,,,,9vyizhfym4y8vc07xrvba7skq,O. Pettersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861727,6,1,1,0,14,6i936isoyj6d0uuxdj537uc97,1,66,73,2023-04-29T15:30:57.692Z,2023-04-29T16:09:08Z,4235671323,140,57.9,4235671327,212,14.7,4235671321,56,Left,4235671325,141,90.6,4235671329,213,2.2,,,,,,,,,,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861797,7,1,1,0,17,6i936isoyj6d0uuxdj537uc97,1,60.5,92.4,2023-04-29T15:31:00.223Z,2023-04-29T16:09:22Z,4235671681,213,6.2,4235671677,212,16.7,4235671673,140,76.4,4235671671,56,Left,4235671675,141,90.5,,,,,,,,,,cpjieadlcw20wrqn2uo02lyol,B. Hjertstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543034081,787,50,1,0,18,6i936isoyj6d0uuxdj537uc97,1,74.9,95.4,2023-04-29T15:31:02Z,2023-05-03T17:14:06Z,4247402629,233,998,4247271915,56,Left,4247271917,286,,,,,,,,,,,,,,,,,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543034107,998,7,1,0,18,ac8jow4mdkvnsv5s0och4qqm,0,25.1,4.6,2023-04-29T15:31:02.001Z,2023-05-03T17:14:06Z,4247272359,385,,4247272047,285,,4247402625,233,787,4247272045,56,Back,,,,,,,,,,,,,9vyizhfym4y8vc07xrvba7skq,O. Pettersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540861921,8,1,1,0,20,6i936isoyj6d0uuxdj537uc97,1,77.9,89.4,2023-04-29T15:31:04.125Z,2023-05-03T16:28:40Z,4235672359,213,3.1,4235672345,56,Left,4235672357,212,9.4,4235672353,141,89.4,4235672351,140,68.9,,,,,,,,,,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540914113,281,1,1,0,22,6i936isoyj6d0uuxdj537uc97,1,71.7,90.9,2023-04-29T15:31:05.190Z,2023-05-03T16:28:50Z,4235958729,212,10.4,4235958731,213,3.7,4235958725,140,63.1,4235958723,56,Left,4235958727,141,83.3,,,,,,,,,,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540862007,9,1,1,0,25,6i936isoyj6d0uuxdj537uc97,1,60,72.3,2023-04-29T15:31:08.884Z,2023-04-29T16:09:45Z,4235672767,56,Center,4235672775,213,4.3,4235672773,212,21.5,4235672771,141,43.7,4235672769,140,51.3,,,,,,,,,,1oxiwrp4v3e7j5v5vz9fe31lh,Amir Al Ammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540862129,10,1,1,0,28,6i936isoyj6d0uuxdj537uc97,1,52.8,34,2023-04-29T15:31:11.717Z,2023-04-29T15:31:16Z,4235673315,56,Center,4235673313,155,,4235673317,140,88.6,4235673319,141,26.8,4235673325,1,,4235673323,213,6.2,4235673321,212,37.9,,,,9g2ih9necaprsrtqfmul1bumt,Andreas Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
