id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2546351219,1,34,16,0,0,durq4oppf7c08tnbzrlebt0uz,1,0,0,2023-05-09T16:09:52.326Z,2023-05-09T16:56:22Z,4264967287,197,15262,4264967281,130,4,4264967283,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4264967289,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4264967275,30,"4ilvnv8fsq1smurtjl81od7th, 4w8yuib6lrya8ucle0j9maxka, 9jszz4regvdvl0v4i8s41jbah, 37ugegawhu80qktxkp12mwoa1, 9s3boszvqn3fzsx0r1xswqyqy, 8ebx705t6jvq53z6tjk0ke1d6, 8wz2m0yj4f0ci90m0wjftnoid, 6vy0wrnn1jz4tjp9ofxr9qesq, 5gzobg231vp6fnjrrh6k49qz9, 2rvopmj69lbwtn0eevmn8cn9x, 7t6lyj5pvvgzfscj775acuqc5, 1olk78ihxbzyq1kxcgdp78woa, 30117qloj2vhnxq4djfktp7u1, cpamr0c0qq5lf5u6de1cbvgx6, 7uqexxe985u3bbx5lxx2vgand, 72hgavyh7ucm5b7wa14xewro4, 2pabub1t3k8v88ue8y7w3vpat, 2e1xnfe3hisebv1tytnkzk178, 82h0pn6m1ma6jzh5fefmdpjo5, 9eaa74frc7sjli4e48cey3r4k",4264967285,194,2rvopmj69lbwtn0eevmn8cn9x,4264967277,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4264967279,59,"1, 5, 3, 6, 25, 24, 22, 18, 14, 9, 19, 7, 10, 11, 16, 17, 21, 28, 30, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546353035,1,34,16,0,0,4mo3tith28qu9za01e8siplsn,1,0,0,2023-05-09T16:14:19.315Z,2023-05-09T16:14:19Z,4264977335,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4264977341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4264977333,130,8,4264977339,197,7846,4264977331,59,"29, 18, 12, 39, 40, 4, 21, 7, 17, 14, 11, 1, 3, 5, 10, 20, 36, 37, 38, 45",4264977337,194,29eky9s3vfmjomuzwfwi1cmad,4264977329,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4264977327,30,"bqg4zg2z0wyr0cc1v1xutifo5, 1dbt7rghmrochy28w24ro9hhx, 1wg15zg0fffyoag6owdh35vkk, 80mvshlrrlu5vt41gkruwn8fe, 2wasw4729h0il5c90z5nna9nu, 2p9y93r7xfjb71d1bfckcs53p, 40xz5b2qkj6qw867twakfkne2, 29eky9s3vfmjomuzwfwi1cmad, bsx2ppp4b3zuxftscqwcxj59m, 2097lnalyp5iq6vxvmbsnbhuc, 1b0rwzo6ph64v5c00yajvgjmy, b20ropdfff7oj1us6nliccamt, 8hfaq7u5l18azxpig0vlv1exh, uw1y94hwwthwor4cohho58gk, ez7xc7vakt4fmabtp61w72yju, 142z7063thl0i1suzjq7kzr9x, c9bgfg99tu0cltgp036y27lgq, 27tqgrgwe7bvct5ffmr0sqdey, 6hg7vuwjkywi1c66zggzmj5jp, bz5stocchmjbtwzd35qd2be5m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373357,2,32,1,0,0,durq4oppf7c08tnbzrlebt0uz,1,0,0,2023-05-09T17:07:45.161Z,2023-05-14T08:08:51Z,4265092183,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373365,2,32,1,0,0,4mo3tith28qu9za01e8siplsn,1,0,0,2023-05-09T17:07:45.161Z,2023-05-09T17:07:47Z,4265092203,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373367,3,1,1,0,0,4mo3tith28qu9za01e8siplsn,1,50,49.9,2023-05-09T17:07:45.279Z,2023-05-09T18:00:19Z,4265092205,56,Back,4265092215,279,S,4265092209,141,55.7,4265092207,140,34.8,4265092211,212,16.4,4265092213,213,2.9,,,,,,,29eky9s3vfmjomuzwfwi1cmad,R. Tranberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373407,4,1,1,0,3,4mo3tith28qu9za01e8siplsn,1,34.4,65.4,2023-05-09T17:07:48.580Z,2023-05-09T18:00:21Z,4265092437,212,42.7,4265092431,56,Left,4265092439,213,0.3,4265092433,140,72.7,4265092427,155,,4265092441,1,,4265092435,141,86.3,,,,2wasw4729h0il5c90z5nna9nu,N. Dahlström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373409,5,1,1,0,8,4mo3tith28qu9za01e8siplsn,0,71.9,83,2023-05-09T17:07:53.260Z,2023-05-09T17:14:04Z,4265092447,3,,4265092455,212,20.0,4265092449,56,Center,4265092453,141,53.7,4265092451,140,73.8,4265092457,213,4.8,,,,,,,1b0rwzo6ph64v5c00yajvgjmy,Eliton Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373421,3,12,1,0,9,durq4oppf7c08tnbzrlebt0uz,1,22.9,38.6,2023-05-09T17:07:54.890Z,2023-05-09T17:14:16Z,4265092539,140,30.1,4265092537,56,Back,4265092543,212,19.6,4265092545,213,1.2,4265092541,141,65.2,,,,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373419,6,44,1,0,11,4mo3tith28qu9za01e8siplsn,1,70.5,38,2023-05-09T17:07:56.858Z,2023-05-09T17:21:22Z,4265092587,233,4,4265092535,286,,4265092533,56,Center,,,,,,,,,,,,,,,,40xz5b2qkj6qw867twakfkne2,V. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373423,4,44,1,0,11,durq4oppf7c08tnbzrlebt0uz,0,29.5,62,2023-05-09T17:07:56.859Z,2023-05-09T17:15:05Z,4265092583,233,6,4265092549,285,,4265092547,56,Back,,,,,,,,,,,,,,,,2rvopmj69lbwtn0eevmn8cn9x,O. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546375143,59,61,1,0,12,4mo3tith28qu9za01e8siplsn,1,71.9,30.5,2023-05-09T17:07:57.263Z,2023-05-09T17:15:07Z,4265106313,56,Center,,,,,,,,,,,,,,,,,,,,,,40xz5b2qkj6qw867twakfkne2,V. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373427,5,61,1,0,12,durq4oppf7c08tnbzrlebt0uz,1,30.1,65.2,2023-05-09T17:07:57.978Z,2023-05-09T17:15:15Z,4265092577,56,Back,,,,,,,,,,,,,,,,,,,,,,2rvopmj69lbwtn0eevmn8cn9x,O. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373437,7,1,1,0,13,4mo3tith28qu9za01e8siplsn,0,67.5,36.9,2023-05-09T17:07:58.701Z,2023-05-09T17:15:15Z,4265092635,212,24.2,4265092627,155,,4265092629,56,Center,4265092631,140,90.3,4265092637,213,6.1,4265092633,141,31.6,,,,,,,29eky9s3vfmjomuzwfwi1cmad,R. Tranberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373449,6,49,1,0,14,durq4oppf7c08tnbzrlebt0uz,1,6.7,74.5,2023-05-09T17:07:59.166Z,2023-05-13T06:25:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373467,7,1,1,0,15,durq4oppf7c08tnbzrlebt0uz,0,6.7,74.5,2023-05-09T17:08:00.375Z,2023-05-13T06:25:27Z,4265092817,140,55.3,4265092819,141,69.6,4265092813,157,,4265092825,1,,4265092815,56,Center,4265092823,213,6.2,4265092821,212,51.1,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373469,8,1,1,0,19,4mo3tith28qu9za01e8siplsn,0,43.8,28.8,2023-05-09T17:08:05.109Z,2023-05-09T17:08:06Z,4265092833,141,25.5,4265092831,140,47.3,4265092837,213,5.7,4265092829,56,Back,4265092827,3,,4265092835,212,4.3,,,,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373483,8,1,1,0,22,durq4oppf7c08tnbzrlebt0uz,0,56,78.7,2023-05-09T17:08:07.926Z,2023-05-09T17:08:09Z,4265092913,56,Center,4265092919,141,69.3,4265092915,140,64.4,4265092911,3,,4265092927,213,5.7,4265092923,212,10.9,,,,,,,2rvopmj69lbwtn0eevmn8cn9x,O. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373491,9,61,1,0,25,4mo3tith28qu9za01e8siplsn,1,40.8,29.5,2023-05-09T17:08:10.366Z,2023-05-09T17:16:07Z,4265092965,56,Back,,,,,,,,,,,,,,,,,,,,,,2wasw4729h0il5c90z5nna9nu,N. Dahlström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546375131,57,49,1,0,26,4mo3tith28qu9za01e8siplsn,1,33.3,16.5,2023-05-09T17:08:11.823Z,2023-05-09T17:16:06Z,,,,,,,,,,,,,,,,,,,,,,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373507,10,1,1,0,27,4mo3tith28qu9za01e8siplsn,0,41.2,24.9,2023-05-09T17:08:12.957Z,2023-05-09T17:16:04Z,4265093073,213,6.2,4265093071,212,36.7,4265093065,56,Center,4265093075,1,,4265093063,157,,4265093069,141,22.1,4265093067,140,76.1,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373505,9,49,1,0,29,durq4oppf7c08tnbzrlebt0uz,1,27.8,77.3,2023-05-09T17:08:14.390Z,2023-05-09T17:08:14Z,,,,,,,,,,,,,,,,,,,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373527,10,1,1,0,31,durq4oppf7c08tnbzrlebt0uz,1,27.1,81.2,2023-05-09T17:08:16.358Z,2023-05-13T06:25:49Z,4265093251,141,66.4,4265093253,212,26.4,4265093249,140,3.9,4265093247,56,Back,4265093255,213,3.5,,,,,,,,,,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373537,11,1,1,0,34,durq4oppf7c08tnbzrlebt0uz,1,5,67.5,2023-05-09T17:08:19.990Z,2023-05-09T17:08:23Z,4265093311,212,15.6,4265093313,213,1.2,4265093309,141,89.1,4265093307,140,9.9,4265093305,56,Back,,,,,,,,,,4ilvnv8fsq1smurtjl81od7th,J. Rasheed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546373539,12,1,1,0,38,durq4oppf7c08tnbzrlebt0uz,0,9.9,91.5,2023-05-09T17:08:23.206Z,2023-05-09T17:08:25Z,4265093405,236,,4265093327,213,6.2,4265093321,140,10.9,4265093323,141,91.4,4265093407,233,11,4265093325,212,1.1,4265093411,286,,4265093319,56,Back,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
