id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/10/value,qualifier/8/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2538812265,1,34,16,0,0,93ohqui2qgqm8408viwmm1ken,1,0,0,2023-04-24T16:16:40.714Z,2023-04-24T17:26:56Z,4217866785,197,2216,4217866783,194,62w849kqrnjm00xr12suencgl,4217866779,130,5,4217866787,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4217866775,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4217866773,30,"2e1hb1s2jhbpag0wk814qgqmt, 5ocn8a1on2u9o9giyulgqtvxl, carpl05zgalgbsd6gnk3akc89, 2e1l4p2kxtk1hd4yeuetyua51, 9mjzy2s8qv0a5qw9pyhs112ol, 7ujr3n286xjhtwsrckvkbldxx, 144jdrezcfwd4uh3sk7zhtizu, elwm97xvha0y0t8yqx5sur9ck, 90eoelhr2oxpg3ejr2whwwu6t, 62w849kqrnjm00xr12suencgl, a19tsu5agpdwugg5fsijzzxsl, 329r6jq5pn0m174v3berarh90, 7iv79dtpsplpjl1jxod3swmlm, aa6awfy4ioanjg9raw55t072t, duhvdeeqlyxgt2qve8fjgrpat, 70uwtz6q782qjf2mqpdlqpbkl, 5occq5bmrhcs8rtxwsdi18bf9, dvi2tleym136aqpvwfi4lustm, 7hugqbtot3c8fmxtfqld9l15g, 91lauo7abmec10l3btcxt3d3o",4217866781,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4217866777,59,"27, 15, 25, 8, 24, 19, 11, 31, 9, 10, 21, 32, 1, 5, 6, 13, 20, 22, 38, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538813003,1,34,16,0,0,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-04-24T16:19:22.377Z,2023-04-24T17:20:08Z,4217871673,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4217871667,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4217871661,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4217871663,59,"1, 7, 3, 21, 4, 24, 19, 8, 5, 17, 9, 2, 14, 22, 23, 26, 32, 35, 37, 45",4217871669,194,8ntq70sdmvbmmvchvu5jd6ndh,4217871665,130,3,4217871659,30,"dzdryjruyr4lpu3t7d5pgpn11, 5e2tf15sp7zo70njveqg1b2z9, 2lafgzvhv0er31i6c2nb6xqfo, 5jv0xmo83g4lbzo8nodqbh46i, 5vholxar2s1konelieg8wjv85, 7e058o66inex7g90wrwaeauw9, 7qgiqoaaarr6c2bs4yffqwju2, 5mb3g5nufbwhw09w3wgm6glwp, 8ntq70sdmvbmmvchvu5jd6ndh, 5mvf0ohb2871fz3jhuhgmte22, 9d08simhpio6vi217mqtro6ad, 6f45blx9waafcnjbq3fr1efv9, 3hn1o03lxsjzju3uorl6rnpxw, 60gs7lod7de72ypcs6qfup8q2, 3h50mcu2jfrtj7noz1io0v3rp, 2sjrtjk6wzhqrgvitpevsxoiy, 43tfpd1zge7whbwd5xchiu06i, u8v2y6na1b1q5ug2nnmbzx90, bfnqlxk0wiv1uy0ptwwqhk9hw, 3fq2fvvmb2c5ybuz7ocmvzfxm",4217871671,197,2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538825847,2,32,1,0,0,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-04-24T17:10:56.877Z,2023-04-24T17:10:58Z,4217943867,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538825843,2,32,1,0,0,93ohqui2qgqm8408viwmm1ken,1,0,0,2023-04-24T17:10:56.877Z,2023-04-24T17:10:57Z,4217943843,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538825867,3,1,1,0,0,93ohqui2qgqm8408viwmm1ken,1,50.1,50.1,2023-04-24T17:10:56.977Z,2023-04-24T18:17:08Z,4217943955,56,Back,4217943957,140,47.2,4217943961,212,3.1,4217943963,213,3.0,4217943965,279,S,4217943959,141,50.9,,,,,,,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538825889,4,1,1,0,3,93ohqui2qgqm8408viwmm1ken,1,52.6,48.2,2023-04-24T17:11:00.009Z,2023-04-24T17:11:01Z,4217944061,140,41.9,4217944067,213,3.8,4217944065,212,14.4,4217944059,56,Back,4217944063,141,34.9,,,,,,,,,,elwm97xvha0y0t8yqx5sur9ck,H. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538825913,5,1,1,0,4,93ohqui2qgqm8408viwmm1ken,1,41.8,31.5,2023-04-24T17:11:01.737Z,2023-04-24T17:11:05Z,4217944199,212,21.5,4217944193,56,Right,4217944195,140,52.2,4217944197,141,4.3,4217944201,213,5.2,,,,,,,,,,2e1l4p2kxtk1hd4yeuetyua51,S. Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538825949,6,1,1,0,8,93ohqui2qgqm8408viwmm1ken,1,45.4,3.7,2023-04-24T17:11:04.953Z,2023-04-24T17:11:10Z,4217944451,141,16.7,4217944447,140,34.5,4217944457,213,2.5,4217944455,212,14.5,4217944445,56,Back,,,,,,,,,,5ocn8a1on2u9o9giyulgqtvxl,J. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538825959,7,1,1,0,13,93ohqui2qgqm8408viwmm1ken,0,35.3,7.1,2023-04-24T17:11:10.074Z,2023-04-24T17:11:11Z,4217944515,141,14.6,4217944513,140,60.0,4217944517,212,26.4,4217944509,155,,4217944519,213,0.2,4217944511,56,Right,,,,,,,9mjzy2s8qv0a5qw9pyhs112ol,L. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538825991,3,1,1,0,16,7hlumphk42363z3i2nry2wrzj,1,38.1,79.1,2023-04-24T17:11:12.975Z,2023-04-24T17:26:40Z,4217944707,213,0.5,4217944701,140,63.0,4217944695,3,,4217944703,141,98.1,4217944705,212,29.2,4217944699,56,Left,,,,,,,9d08simhpio6vi217mqtro6ad,A. Traustason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
