id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value
2535206945,1,34,16,0,0,evf5hhqgnjhwjsth1m6pawxdp,1,0,0,2023-04-17T16:13:29.083Z,2023-04-17T17:15:54Z,4198620267,194,4k8cw1lmtdkcx1vetcwccnefp,4198620263,130,5,4198620259,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4198620265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4198620261,59,"12, 2, 17, 7, 15, 3, 5, 8, 9, 21, 14, 6, 11, 16, 18, 20, 25, 27, 28, 30",4198620271,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4198620257,30,"cnfkqyunacrm7mli650a3l3ze, 9z851x28so30uk7ihonmrk79x, 9ha2m6934ior2yh2npdorg4b9, 5por6xcmx2po85tvz9cy76m6t, 5lu7bn7uec3zjqpoi1x81gbu1, aq0upomgtrmvzxuvvw0n4rf9w, 3ihcnb7xmqlsefg10xbdraqqd, a4de7kgp5ivhwckmtv5htu162, 4k8cw1lmtdkcx1vetcwccnefp, 2vfhae70oyyzm0qttlckworqi, ci4crclo00uz8rtudodhpwoh5, ckwgkqxv6u28byqau4rz47efp, 4w0adddkbx4642lkebbcmxbzd, dptjb2pmzpzagb4rcndchf7ro, 1vla5l510mtb859zevvplneju, 45rssbwxy4kmge5ff85dm7bop, 1k2svnzs4woe6gpegqlrxjjf8, ee68c10l2nqr10kz1pwead0k4, 49ivimgxshcxfyf28o7frc02y, av9lz5umeimwlq7v4q4d7twr8",4198620269,197,5169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535207083,1,34,16,0,0,93ohqui2qgqm8408viwmm1ken,1,0,0,2023-04-17T16:14:42.504Z,2023-04-17T17:10:15Z,4198621079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4198621071,30,"2e1hb1s2jhbpag0wk814qgqmt, 4h6t59bj1n3ci5ti1g7tsimz9, carpl05zgalgbsd6gnk3akc89, elwm97xvha0y0t8yqx5sur9ck, 9mjzy2s8qv0a5qw9pyhs112ol, 7ujr3n286xjhtwsrckvkbldxx, aa6awfy4ioanjg9raw55t072t, 2e1l4p2kxtk1hd4yeuetyua51, 90eoelhr2oxpg3ejr2whwwu6t, 62w849kqrnjm00xr12suencgl, a19tsu5agpdwugg5fsijzzxsl, duhvdeeqlyxgt2qve8fjgrpat, 144jdrezcfwd4uh3sk7zhtizu, 70uwtz6q782qjf2mqpdlqpbkl, 5ocn8a1on2u9o9giyulgqtvxl, 5occq5bmrhcs8rtxwsdi18bf9, dvi2tleym136aqpvwfi4lustm, dsw7clrtv93nkdnppqhfm1n9, 7hugqbtot3c8fmxtfqld9l15g, 91lauo7abmec10l3btcxt3d3o",4198621075,59,"27, 2, 25, 31, 24, 19, 5, 8, 9, 10, 21, 6, 11, 13, 15, 20, 22, 30, 38, 35",4198621083,197,15558,4198621081,194,62w849kqrnjm00xr12suencgl,4198621073,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4198621085,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4198621077,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212467,2,32,1,0,0,93ohqui2qgqm8408viwmm1ken,1,0,0,2023-04-17T17:10:54.733Z,2023-04-17T17:10:55Z,4198653819,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212463,2,32,1,0,0,evf5hhqgnjhwjsth1m6pawxdp,1,0,0,2023-04-17T17:10:54.733Z,2023-04-18T10:56:37Z,4198653801,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212473,3,1,1,0,0,93ohqui2qgqm8408viwmm1ken,1,50.2,50.1,2023-04-17T17:10:54.865Z,2023-04-17T17:10:57Z,4198653845,56,Back,4198653851,212,4.2,4198653849,141,49.1,4198653855,279,S,4198653847,140,46.3,4198653857,278,,4198653853,213,3.3,,,,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212475,4,1,1,0,1,93ohqui2qgqm8408viwmm1ken,1,46.3,49.1,2023-04-17T17:10:56.650Z,2023-04-17T17:10:57Z,4198653863,140,39.7,4198653867,212,9.5,4198653861,56,Back,4198653865,141,39.5,4198653869,213,3.9,,,,,,,,,,62w849kqrnjm00xr12suencgl,A. Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212481,5,1,1,0,3,93ohqui2qgqm8408viwmm1ken,1,39.5,39.5,2023-04-17T17:10:57.835Z,2023-04-17T17:10:59Z,4198653903,212,22.3,4198653897,56,Center,4198653905,213,5.8,4198653899,140,58.6,4198653901,141,25.3,,,,,,,,,,2e1l4p2kxtk1hd4yeuetyua51,S. Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212485,6,1,1,0,4,93ohqui2qgqm8408viwmm1ken,1,58.7,25.5,2023-04-17T17:10:59.434Z,2023-04-17T17:11:01Z,4198653939,141,10.1,4198653941,212,12.0,4198653935,56,Right,4198653943,213,4.2,4198653937,140,53.2,,,,,,,,,,aa6awfy4ioanjg9raw55t072t,S. Rieks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212495,7,1,1,0,6,93ohqui2qgqm8408viwmm1ken,1,53.6,8,2023-04-17T17:11:01.642Z,2023-04-17T17:11:03Z,4198653993,141,24.4,4198653997,213,2.3,4198653989,56,Back,4198653995,212,14.9,4198653991,140,44.2,,,,,,,,,,4h6t59bj1n3ci5ti1g7tsimz9,A. Tinnerholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535212505,8,1,1,0,9,93ohqui2qgqm8408viwmm1ken,1,44.7,23.1,2023-04-17T17:11:03.802Z,2023-04-18T10:59:51Z,4198654035,56,Right,4198654037,140,86.0,4198654033,155,,4198654041,212,45.3,4198654039,141,3.8,4198654043,213,6.0,4199956607,1,,,,,2e1l4p2kxtk1hd4yeuetyua51,S. Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
