id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2538115483,1,34,16,0,0,4jg5vd59i24chckyua90dr1lg,1,0,0,2023-04-23T14:53:49.217Z,2023-04-23T14:53:50Z,4214092111,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214092099,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4214092101,59,"30, 4, 21, 5, 2, 6, 19, 27, 28, 14, 7, 13, 16, 20, 22, 23, 31, 33, 35, 36",4214092109,197,5798,4214092097,30,"4mnn3qqpodu948yni3okjj7qh, 520dbk81emwb7u262qivg8wyd, cdlngd5oc988etq8dp8bh4s7p, 9sgtxk82p3wstmmncfw7n5fu2, 85jw7q58nuiekjl7snvmkjyp6, 9z8zmq5mh3nzaxtvpf5ox3snp, 546vmchsyl1wt10pr13r5oup6, 16yubrg729egk45a0g71aog7o, 9nafz0c0x2qvmo5ldm0djmcq1, 27a8ay3weff9zyxw7usa54cet, 94v0gyaccr498bwf5enqyhox6, dcewpavwmjbplo5fahrzfxega, gkyakbpfwhi9ura3y4zz0tuc, 21ht7s882is4sisnr8dpf61yi, 72eskzopskdqlizss1nhznuqy, 7i8utv6wtfvi4cm30trc13f8p, 7ckkvggtampx9s3nklr1u62vo, 9jrfung6r7y51st0ii7awa9ec, au9h3i90r6jzx2meizig72ve2, es8z1xh8vhhtrjs8jrfbrqrro",4214092105,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214092103,130,4,4214092107,194,9z8zmq5mh3nzaxtvpf5ox3snp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538119761,1,34,16,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0,0,2023-04-23T14:58:33.142Z,2023-04-23T14:58:34Z,4214113897,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4214113893,59,"26, 12, 25, 11, 13, 5, 18, 27, 7, 19, 24, 1, 15, 16, 21, 40, 38, 35, 31",4214113901,197,5153,4214113895,130,4,4214113903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4214113899,194,35gounciadqplhg50z8pgno5,4214113891,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4214113889,30,"eydu7p01ud08kscyaav4aaok5, ena92ro3qpi2wgbzznu4xc4fe, 15nsr315qb7jhyeik47x9wrxm, 35gounciadqplhg50z8pgno5, 6lykrd3hzedl7xljr167gow5x, 8unnvgvft6knxupbp9oxh621h, bar5tlyxm2vim2ewqauywgb85, 87cds2pw8n5bacxfbits3kk5w, de2unef3dan4fnahz184pyqz8, 5rbr8z5frgawr2ykcmcxbbluy, 5xbrybr5fxvg6br9b6tq4a4fd, 620zi46ifanq9e9j7qaluzqvp, dxnnlilj6cj5iyqhuvlfpiymt, 780mdhlnrheqczv6o7p5l8hzo, 88mmoskb8jyiyqyfvxvz0qmwa, 9pr02xl5zkizsdlw8ln1o3axg, c3mf113babl3u4iqq9mb2gmxg, 7sez5w47trh4xnngir0epzl04, 1zcdrs1te2d45waun40b71uz8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146377,2,32,1,0,0,4jg5vd59i24chckyua90dr1lg,1,0,0,2023-04-23T15:30:35.468Z,2023-04-26T03:58:46Z,4214246855,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146367,2,32,1,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0,0,2023-04-23T15:30:35.468Z,2023-04-23T15:30:36Z,4214246787,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146419,3,1,1,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,49.9,50,2023-04-23T15:30:35.568Z,2023-04-23T16:25:53Z,4214247077,140,43.8,4214247083,213,2.7,4214247085,279,S,4214247075,56,Back,4214247081,212,6.9,4214247079,141,53.9,,,,,,,de2unef3dan4fnahz184pyqz8,B. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146445,4,1,1,0,5,9zqn9ugvg64it0lr5z8cq4g9v,1,54,63.9,2023-04-23T15:30:40.615Z,2023-04-26T04:03:34Z,4214247223,140,57.7,4214247227,212,22.8,4214247219,56,Left,4214247229,213,1.4,4214247225,141,96.9,,,,,,,,,,35gounciadqplhg50z8pgno5,Samuel Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146499,5,1,1,0,6,9zqn9ugvg64it0lr5z8cq4g9v,1,56.4,95.8,2023-04-23T15:30:41.568Z,2023-04-26T04:04:22Z,4214247509,141,70.5,4214247511,212,23.6,4214247503,155,,4214247507,140,71.8,4214247505,56,Center,4214247513,213,5.5,,,,,,,15nsr315qb7jhyeik47x9wrxm,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146509,6,1,1,0,7,9zqn9ugvg64it0lr5z8cq4g9v,0,71.9,79.9,2023-04-23T15:30:42.831Z,2023-04-26T04:04:28Z,4214247567,213,0.9,4214247563,141,88.1,4214247561,140,76.4,4214247559,56,Left,4214247565,212,7.3,4214247557,3,,,,,,,,5xbrybr5fxvg6br9b6tq4a4fd,L. Olden Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146519,3,1,1,0,8,4jg5vd59i24chckyua90dr1lg,0,21.5,13.4,2023-04-23T15:30:44.127Z,2023-04-26T04:04:37Z,4214247599,56,Right,4214247609,1,,4214247601,140,62.0,4214247605,212,42.6,4214247607,213,0.0,4214247597,157,,4214247603,141,15.9,,,,520dbk81emwb7u262qivg8wyd,Kristopher Da Graca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146567,7,1,1,0,13,9zqn9ugvg64it0lr5z8cq4g9v,0,47.4,83.3,2023-04-23T15:30:49.015Z,2023-04-23T15:30:50Z,4214247853,1,,4214247849,212,34.2,4214247841,157,,4214247845,140,77.9,4214247851,213,0.4,4214247843,56,Left,4214247847,141,100.0,,,,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146579,4,5,1,0,14,4jg5vd59i24chckyua90dr1lg,1,29.2,-1.2,2023-04-23T15:30:50.036Z,2023-04-23T16:29:59Z,4214247901,347,,4214247899,56,Back,4214247973,233,8,,,,,,,,,,,,,,,,520dbk81emwb7u262qivg8wyd,Kristopher Da Graca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146575,8,5,1,0,14,9zqn9ugvg64it0lr5z8cq4g9v,0,70.8,101.2,2023-04-23T15:30:50.036Z,2023-04-23T15:30:52Z,4214248019,233,4,4214247885,347,,4214247883,56,Left,,,,,,,,,,,,,,,,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146863,5,1,1,0,28,4jg5vd59i24chckyua90dr1lg,1,36.3,0,2023-04-23T15:31:03.509Z,2023-04-26T04:05:15Z,4214249321,107,,4214249329,212,14.0,4214249327,141,12.9,4214249323,56,Back,4214249331,213,0.8,4214249325,140,46.0,,,,,,,520dbk81emwb7u262qivg8wyd,Kristopher Da Graca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146883,6,1,1,0,29,4jg5vd59i24chckyua90dr1lg,1,46,13.1,2023-04-23T15:31:04.710Z,2023-04-26T04:05:18Z,4214249419,141,27.7,4214249423,213,1.8,4220607429,156,,4214249421,212,10.2,4214249417,140,43.6,4214249415,56,Back,,,,,,,16yubrg729egk45a0g71aog7o,E. Özkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146907,7,1,1,0,32,4jg5vd59i24chckyua90dr1lg,1,43.6,27.7,2023-04-23T15:31:07.598Z,2023-04-26T04:05:27Z,4214249529,141,23.0,4214249527,140,41.3,4214249533,212,4.0,4214249537,213,4.1,4214249525,56,Back,,,,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146923,8,1,1,0,33,4jg5vd59i24chckyua90dr1lg,1,41.3,23,2023-04-23T15:31:09.202Z,2023-04-26T04:05:38Z,4214249621,141,47.6,4214249617,56,Back,4214249625,213,1.9,4214249619,140,35.6,4214249623,212,17.8,,,,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146961,9,1,1,0,35,4jg5vd59i24chckyua90dr1lg,1,36.3,47.8,2023-04-23T15:31:10.802Z,2023-04-26T04:05:44Z,4214249759,140,40.8,4214249765,213,1.4,4214249757,56,Back,4214249763,212,26.5,4214249761,141,86.2,,,,,,,,,,9sgtxk82p3wstmmncfw7n5fu2,J. Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538146983,10,1,1,0,39,4jg5vd59i24chckyua90dr1lg,1,41.1,86.5,2023-04-23T15:31:15.053Z,2023-04-23T15:31:17Z,4214249875,141,95.1,4214249879,213,0.4,4214249877,212,14.4,4214249873,140,53.6,4214249869,56,Left,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
