id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/11/value,qualifier/10/value,assist,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2537920767,1,34,16,0,0,bqtquhot4yruw677rkc607lk6,1,0,0,2023-04-23T12:04:54.744Z,2023-04-23T12:04:54Z,4213074921,197,14830,4213074919,194,cj7aybqox4kzoicnzea7b64t1,4213074913,59,"1, 2, 3, 17, 39, 6, 29, 22, 9, 11, 14, 16, 20, 21, 25, 26, 28, 30, 27",4213074909,30,"cj7aybqox4kzoicnzea7b64t1, ah01wimesmr2z3ngqdeme6k15, 7e6fwgkn6qykqzldw1i1e4bf9, 86fokf6u54eq39xx5r5smyqui, 4r8xqhcqxugg2wk1g2n4x1at, cq3y184r3wicnhyzbfr2slv4l, a0dcnofzjvroty4idvyxfaggl, 9469qatlpe6rdqko8c6ha4out, 91suopiz6irxqevhzv8lx76ne, b6uj13lah92mxcmbs45ujr9p1, 3aoh34sqan7y34c2qa1d6xkyy, 40do9cllxtllu7xafttmno3dg, bhk6nuy0352nrcf1sp7rassno, cm6h40v4lws2jjbslwjjlvd1x, 51ueifp5nxythezmo0e7jiwwk, 4naiwvedctzccxar76woznfqi, 28237r26dj8uck2dsnecsrlnu, 78ev8z8b1houtb722o2f9okwl, bi8ahffozsvj2jwiakg7lidjo",4213074915,130,4,4213074911,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4213074917,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4213074923,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537941569,1,34,16,0,0,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-04-23T12:22:10.174Z,2023-04-23T13:06:43Z,4213182519,197,10629,4213182521,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213182509,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213182513,130,2,4213182511,59,"12, 17, 16, 8, 4, 3, 10, 24, 18, 9, 6, 31, 2, 7, 11, 14, 15, 19, 21, 30",4213182515,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213182507,30,"c530mxbnk10671ogb1j4kr4r9, 52a5br8e27u4mj5f4m3djjkd1, cpjieadlcw20wrqn2uo02lyol, 9j6wrg04o32zuepsj675m104p, 9g2ih9necaprsrtqfmul1bumt, 9uumw2ntt4397bee2p3m2qdt6, 1xsy3m0bzicto5ogxsd026bmy, 1oxiwrp4v3e7j5v5vz9fe31lh, c3jxdm8s5meuohhv6hthhdy0a, 1j1fgb6yydw3ck6uaz42rohd5, edzj7i715cpyuuumcttajkc0l, cfzwmko8ti7y2cz60zkv4d79w, e2a1ocfsgxbeofbyn6ff83ydx, b0rem4wo1p6sumrp6mb77f11w, atxo9oz3czimyk1t4xigfrkrt, 7skwiyuh8kd7mswnwbin2glwp, 9bmo8w8t7slkzbb5owilyoqju, 7q001jk9hk2ylv31sv48fv7dg, 2s9ra3bnhkcid5uz7abhdhr6d, 74rqympe5uuab87psxt8y5mcq",4213182517,194,9g2ih9necaprsrtqfmul1bumt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978443,2,32,1,0,0,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-04-23T13:01:19.606Z,2023-04-23T13:01:23Z,4213373871,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978433,2,32,1,0,0,bqtquhot4yruw677rkc607lk6,1,0,0,2023-04-23T13:01:19.606Z,2023-04-25T10:04:38Z,4213373825,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978589,3,1,1,0,0,bqtquhot4yruw677rkc607lk6,1,49.9,49.9,2023-04-23T13:01:19.706Z,2023-04-25T10:11:23Z,4213374511,140,46.5,4213374515,212,5.2,4213374519,279,S,4213374517,213,2.3,4213374513,141,55.4,4213374509,56,Back,4213385807,210,15,,,,b6uj13lah92mxcmbs45ujr9p1,S. Skrabb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978655,4,15,1,0,2,bqtquhot4yruw677rkc607lk6,1,46.6,53,2023-04-23T13:01:22.034Z,2023-04-25T10:11:23Z,4213385859,147,51.4,4213385849,102,50.4,4213374899,56,Back,4213385843,29,,4213379479,22,,4213385853,215,,4213388307,233,17,4213385851,103,2.5,a0dcnofzjvroty4idvyxfaggl,Romário,,4213385855,328,4213385845,55,3,4213385841,78,4213382811,20,4213379481,19,4213385857,146,95.4,,,,,,,,,,,,,,,,,
2537979885,17,10,1,0,2,6i936isoyj6d0uuxdj537uc97,1,6.2,49,2023-04-23T13:01:22.134Z,2023-04-25T10:11:33Z,4213388249,173,,4213388253,56,Back,4213388251,183,,4213388323,233,4,4219092325,376,,,,,,,,,,,c530mxbnk10671ogb1j4kr4r9,M. Påhlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978601,3,43,1,0,7,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-04-23T13:01:27.213Z,2023-04-23T13:01:35Z,4213374575,173,0,4213374581,56,Back,4213374579,182,0,4213375447,144,63,4213374577,178,0,,,,,,,,,,c530mxbnk10671ogb1j4kr4r9,M. Påhlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978807,4,52,1,0,17,6i936isoyj6d0uuxdj537uc97,1,8.1,35.1,2023-04-23T13:01:36.875Z,2023-04-25T10:11:37Z,4219092393,376,,,,,,,,,,,,,,,,,,,,,,,c530mxbnk10671ogb1j4kr4r9,M. Påhlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978899,5,1,1,0,19,6i936isoyj6d0uuxdj537uc97,0,14.9,29.8,2023-04-23T13:01:38.906Z,2023-04-23T13:01:41Z,4213376183,141,56.4,4213376189,1,,4213376179,56,Center,4213376177,199,,4213376187,213,0.4,4213376185,212,49.1,4213376181,140,58.4,,,,c530mxbnk10671ogb1j4kr4r9,M. Påhlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
