id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/11/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/value
2545276525,1,34,16,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0,0,2023-05-07T14:39:16.751Z,2023-05-07T14:39:16Z,4259241413,194,35gounciadqplhg50z8pgno5,4259241417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259241415,197,4756,4259241411,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259241407,59,"26, 12, 25, 11, 13, 5, 18, 27, 7, 19, 24, 1, 9, 15, 16, 21, 23, 40, 38, 35",4259241409,130,4,4259241405,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4259241403,30,"eydu7p01ud08kscyaav4aaok5, ena92ro3qpi2wgbzznu4xc4fe, 15nsr315qb7jhyeik47x9wrxm, 35gounciadqplhg50z8pgno5, 6lykrd3hzedl7xljr167gow5x, 8unnvgvft6knxupbp9oxh621h, bar5tlyxm2vim2ewqauywgb85, 87cds2pw8n5bacxfbits3kk5w, de2unef3dan4fnahz184pyqz8, 5rbr8z5frgawr2ykcmcxbbluy, 5xbrybr5fxvg6br9b6tq4a4fd, 620zi46ifanq9e9j7qaluzqvp, enrm3rj4awqw0i9r0zi3if4yd, dxnnlilj6cj5iyqhuvlfpiymt, 780mdhlnrheqczv6o7p5l8hzo, 88mmoskb8jyiyqyfvxvz0qmwa, ay86n2sd0odbxluws2jyx4zkk, 9pr02xl5zkizsdlw8ln1o3axg, c3mf113babl3u4iqq9mb2gmxg, 7sez5w47trh4xnngir0epzl04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545280389,1,34,16,0,0,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-05-07T14:42:44.288Z,2023-05-07T15:34:54Z,4259263021,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259263017,59,"1, 17, 16, 8, 4, 3, 24, 7, 9, 10, 2, 11, 12, 14, 15, 18, 19, 20, 21, 30",4259263023,194,9g2ih9necaprsrtqfmul1bumt,4259263019,130,9,4259263015,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4259263013,30,"e2bwgf3vzvv1rrfz39amdyrit, 52a5br8e27u4mj5f4m3djjkd1, cpjieadlcw20wrqn2uo02lyol, 9j6wrg04o32zuepsj675m104p, 9g2ih9necaprsrtqfmul1bumt, 9uumw2ntt4397bee2p3m2qdt6, 1oxiwrp4v3e7j5v5vz9fe31lh, b0rem4wo1p6sumrp6mb77f11w, 1j1fgb6yydw3ck6uaz42rohd5, 1xsy3m0bzicto5ogxsd026bmy, e2a1ocfsgxbeofbyn6ff83ydx, atxo9oz3czimyk1t4xigfrkrt, c530mxbnk10671ogb1j4kr4r9, 7skwiyuh8kd7mswnwbin2glwp, 9bmo8w8t7slkzbb5owilyoqju, c3jxdm8s5meuohhv6hthhdy0a, 7q001jk9hk2ylv31sv48fv7dg, 7tsyahwlovx41jov2quanu8lw, 2s9ra3bnhkcid5uz7abhdhr6d, 74rqympe5uuab87psxt8y5mcq",4259263027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259263025,197,10629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325727,2,32,1,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0,0,2023-05-07T15:31:12.524Z,2023-05-07T15:31:12Z,4259501231,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325731,2,32,1,0,0,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-05-07T15:31:12.524Z,2023-05-11T19:14:06Z,4259501253,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325767,3,1,1,0,1,9zqn9ugvg64it0lr5z8cq4g9v,1,50,50,2023-05-07T15:31:13.624Z,2023-05-07T15:35:11Z,4259501463,141,51.8,4259501459,56,Back,4259501465,212,10.7,4259501469,279,S,4259501467,213,3.0,4259501461,140,39.9,,,,,,,de2unef3dan4fnahz184pyqz8,B. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325777,4,1,1,0,3,9zqn9ugvg64it0lr5z8cq4g9v,0,41.5,54.5,2023-05-07T15:31:15.761Z,2023-05-07T15:35:15Z,4259501513,155,,4259501519,141,51.8,4259501523,213,5.9,4259501517,140,45.3,4259501515,56,Back,4259520783,286,,4259520779,233,3,4259520777,236,,35gounciadqplhg50z8pgno5,Samuel Gustafson,4259501521,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325789,3,74,1,0,3,6i936isoyj6d0uuxdj537uc97,1,54,46,2023-05-07T15:31:15.762Z,2023-05-07T15:35:16Z,4259523603,233,4,4259501563,56,Center,4259520727,285,,,,,,,,,,,,,,,,,1j1fgb6yydw3ck6uaz42rohd5,Viktor Granath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325957,6,44,1,0,5,9zqn9ugvg64it0lr5z8cq4g9v,1,58.8,64.3,2023-05-07T15:31:17.754Z,2023-05-07T15:35:04Z,4259502461,233,4,4259502399,56,Center,4259502401,286,,,,,,,,,,,,,,,,,87cds2pw8n5bacxfbits3kk5w,R. Amané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325839,4,44,1,0,5,6i936isoyj6d0uuxdj537uc97,0,41.2,35.7,2023-05-07T15:31:17.755Z,2023-05-07T15:35:05Z,4259501843,56,Back,4259502501,233,6,4259501845,285,,,,,,,,,,,,,,,,,b0rem4wo1p6sumrp6mb77f11w,K. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325843,5,1,1,0,5,9zqn9ugvg64it0lr5z8cq4g9v,0,59.4,62.3,2023-05-07T15:31:18.303Z,2023-05-07T15:36:09Z,4259501861,140,65.2,4259501857,56,Center,4259501855,3,,4259501869,213,5.2,4259501867,212,13.0,4259501865,141,45.4,,,,,,,87cds2pw8n5bacxfbits3kk5w,R. Amané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325883,6,49,1,0,6,6i936isoyj6d0uuxdj537uc97,1,33.9,57.1,2023-05-07T15:31:19.193Z,2023-05-07T15:35:41Z,,,,,,,,,,,,,,,,,,,,,,,,,1oxiwrp4v3e7j5v5vz9fe31lh,Amir Al Ammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325877,5,1,1,0,7,6i936isoyj6d0uuxdj537uc97,1,34.8,56.9,2023-05-07T15:31:20.315Z,2023-05-07T15:36:52Z,4259502035,213,4.6,4259502029,140,33.0,4259502027,56,Back,4259502033,212,12.6,4259502031,141,38.6,,,,,,,,,,1oxiwrp4v3e7j5v5vz9fe31lh,Amir Al Ammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545331221,53,3,1,0,8,6i936isoyj6d0uuxdj537uc97,1,36.8,31.1,2023-05-07T15:31:20.798Z,2023-05-11T19:26:13Z,4268917103,464,,4259534825,286,,4259542357,233,64,4259534821,56,Back,,,,,,,,,,,,,b0rem4wo1p6sumrp6mb77f11w,K. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545331369,64,45,1,0,8,9zqn9ugvg64it0lr5z8cq4g9v,0,63.2,68.9,2023-05-07T15:31:20.798Z,2023-05-07T15:38:56Z,4259534285,56,Center,4259542821,233,53,4259534513,285,,,,,,,,,,,,,,,,,5xbrybr5fxvg6br9b6tq4a4fd,L. Olden Larsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325933,7,1,1,0,12,6i936isoyj6d0uuxdj537uc97,1,38.9,6.8,2023-05-07T15:31:25.379Z,2023-05-07T15:38:55Z,4259502281,141,13.1,4259502279,140,68.5,4259502275,155,,4259502277,56,Right,4259502283,212,31.4,4259502285,213,0.1,,,,,,,b0rem4wo1p6sumrp6mb77f11w,K. Karlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325999,8,50,1,0,18,6i936isoyj6d0uuxdj537uc97,1,72.6,4.5,2023-05-07T15:31:30.827Z,2023-05-07T15:31:36Z,4259503125,233,7,4259502607,56,Right,4259502613,286,,,,,,,,,,,,,,,,,1j1fgb6yydw3ck6uaz42rohd5,Viktor Granath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326091,7,7,1,0,18,9zqn9ugvg64it0lr5z8cq4g9v,0,27.4,95.5,2023-05-07T15:31:30.828Z,2023-05-11T19:26:32Z,4259503095,233,8,4259503035,285,,4268917731,385,,4259503033,56,Back,,,,,,,,,,,,,15nsr315qb7jhyeik47x9wrxm,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326043,9,61,1,0,21,6i936isoyj6d0uuxdj537uc97,1,71.7,4.3,2023-05-07T15:31:33.641Z,2023-05-07T15:31:33Z,4259502819,56,Right,,,,,,,,,,,,,,,,,,,,,,1xsy3m0bzicto5ogxsd026bmy,E. Ahlstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
