id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/17/value,qualifier/18/value,qualifier/19/value
2545924747,1,34,16,0,0,1939bnru25svvgv15k2c7tw2y,1,0,0,2023-05-08T16:06:55.917Z,2023-05-08T17:01:34Z,4262705291,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262705277,30,"9hl2v867qfg6nzsdadb8wu7e1, 18m0hkgbsvq0axzflltkyylsl, 2d1dh619cfgvel4bv7tpfxjo5, 2mawaijd9czgtd5jh9myk434l, 6legryh9z8lvc4bq4s456m09h, 85mzxov9sqq8gec4e0wwt8h78, 4s3dvpdloqr1hpl9svn8rk222, 32bvga34o0hleev3duw2342ui, xctg7y5ks41cjjnerqkia38p, 7sz8doeyg28ddueulae0phisq, 3ohbqdzgocvaipgik7plvzpwp, 94e7xh7d38gbt8zw2u4clb4ve, 6on1coqb8yeebnwqyazkooa1, 57sb1ucemao2x9b7zsvzb3i8k, 5gs941kssav1ie8ss2q99tizu, 5h0by2ot7i2z6daqdqj6nyiqy, 1a112nxaob06fjynlat625u96, 2hismnis73ehqkk5hv0pd7wq2, 21abg7evjtjt6kzisu43jckmi, 2trecv075gi4o78mfuyh4xiol",4262705289,197,5166,4262705285,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262705281,59,"30, 13, 23, 6, 8, 29, 7, 28, 11, 10, 19, 2, 4, 16, 18, 21, 22, 25, 27, 31",4262705287,194,18m0hkgbsvq0axzflltkyylsl,4262705283,130,8,4262705279,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545925161,1,34,16,0,0,4jg5vd59i24chckyua90dr1lg,1,0,0,2023-05-08T16:07:45.290Z,2023-05-08T17:16:27Z,4262707379,197,5798,4262707381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262707367,30,"4mnn3qqpodu948yni3okjj7qh, 27a8ay3weff9zyxw7usa54cet, cdlngd5oc988etq8dp8bh4s7p, bhaqw4112j43c753dlxhy61ud, dcewpavwmjbplo5fahrzfxega, 9z8zmq5mh3nzaxtvpf5ox3snp, 72eskzopskdqlizss1nhznuqy, 9sgtxk82p3wstmmncfw7n5fu2, 94v0gyaccr498bwf5enqyhox6, 546vmchsyl1wt10pr13r5oup6, 9nafz0c0x2qvmo5ldm0djmcq1, 3xrja99d4b0jewfjzelq4rspg, 21ht7s882is4sisnr8dpf61yi, 7i8utv6wtfvi4cm30trc13f8p, 16yubrg729egk45a0g71aog7o, 7ckkvggtampx9s3nklr1u62vo, au9h3i90r6jzx2meizig72ve2, es8z1xh8vhhtrjs8jrfbrqrro",4262707377,194,9z8zmq5mh3nzaxtvpf5ox3snp,4262707373,130,8,4262707369,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4262707371,59,"30, 14, 21, 8, 13, 6, 22, 5, 7, 19, 28, 18, 20, 23, 27, 31, 35, 36",4262707375,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545948757,2,32,1,0,0,4jg5vd59i24chckyua90dr1lg,1,0,0,2023-05-08T17:00:31.210Z,2023-05-13T06:30:29Z,4262839731,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545948761,2,32,1,0,0,1939bnru25svvgv15k2c7tw2y,1,0,0,2023-05-08T17:00:31.210Z,2023-05-08T17:00:33Z,4262839745,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545948769,3,1,1,0,1,4jg5vd59i24chckyua90dr1lg,1,50,50,2023-05-08T17:00:32.310Z,2023-05-13T06:37:20Z,4262839785,212,10.9,4262839781,140,41.4,4262839783,141,41.0,4262839787,213,3.7,4262839779,56,Back,4262839789,279,S,,,,,,,94v0gyaccr498bwf5enqyhox6,T. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545948789,4,1,1,0,2,4jg5vd59i24chckyua90dr1lg,1,41.2,41.6,2023-05-08T17:00:33.290Z,2023-05-13T06:37:22Z,4262839891,212,28.3,4262839885,56,Back,4262839887,140,34.7,4262839889,141,82.0,4262839893,213,1.8,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545948803,5,1,1,0,5,4jg5vd59i24chckyua90dr1lg,1,36.5,85.4,2023-05-08T17:00:36.478Z,2023-05-08T18:02:59Z,4262839967,212,18.4,4262839963,140,53.6,4262839961,56,Left,4262839965,141,91.4,4262839969,213,0.2,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545948805,6,4,1,0,8,4jg5vd59i24chckyua90dr1lg,1,58.9,87.6,2023-05-08T17:00:39.742Z,2023-05-08T18:03:00Z,4262839981,265,,4262840029,233,3,4262839979,152,,4262839983,286,,4262839975,13,,4262839977,56,Left,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545948807,3,4,1,0,8,1939bnru25svvgv15k2c7tw2y,0,41.1,12.4,2023-05-08T17:00:39.743Z,2023-05-08T17:00:41Z,4262839985,13,,4262840043,233,6,4262839987,56,Back,4262839991,265,,4262839989,152,,4262839993,285,,,,,,,,18m0hkgbsvq0axzflltkyylsl,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545948855,7,1,1,0,17,4jg5vd59i24chckyua90dr1lg,1,53.9,87.1,2023-05-08T17:00:48.382Z,2023-05-13T06:38:23Z,4262840285,213,3.5,4262840281,141,79.3,4262840283,212,15.4,4271815949,189,,4262840279,140,40.1,4262840275,152,,4262840277,56,Back,4262840273,5,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
