id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,assist
2534534933,5,44,1,0,11,2nnlsjfbcea40t4jeclcbw9lk,1,23.2,12.5,2023-04-16T13:00:41.616Z,2023-04-16T13:14:08Z,4195086109,56,Back,4195086111,285,,4195086173,233,6,,,,,,,,,,,,,,,,b1sztx2xd79amygbbvdia24et,S. Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534897,6,44,1,0,11,5mbo4f0vps12dr0fcvjn3wyp5,0,76.8,87.5,2023-04-16T13:00:41.617Z,2023-04-16T13:14:11Z,4195085947,286,,4195086179,233,5,4195085945,56,Left,,,,,,,,,,,,,,,,5q20jb98g7acxc4ixvuhspwtm,A. Magashy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535015,6,1,1,0,12,2nnlsjfbcea40t4jeclcbw9lk,1,22.4,14.7,2023-04-16T13:00:42.264Z,2023-04-16T13:14:14Z,4195086453,3,,4195086459,141,20.1,4195086463,213,0.3,4195086455,56,Back,4195086461,212,11.3,4195086457,140,32.6,,,,,,,b1sztx2xd79amygbbvdia24et,S. Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535069265,924,49,1,0,13,2nnlsjfbcea40t4jeclcbw9lk,1,32.1,17,2023-04-16T13:00:43.257Z,2023-04-17T07:08:18Z,,,,,,,,,,,,,,,,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535049,7,1,1,0,13,2nnlsjfbcea40t4jeclcbw9lk,0,36.9,20.7,2023-04-16T13:00:43.465Z,2023-04-16T13:14:18Z,4195086657,1,,4195086637,56,Back,4195086645,212,9.8,4195086635,157,,4195086639,140,42.5,4195086653,213,5.4,4195086641,141,9.2,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535061,7,1,1,0,16,5mbo4f0vps12dr0fcvjn3wyp5,1,63.7,80,2023-04-16T13:00:46.218Z,2023-04-16T13:00:50Z,4195086703,56,Left,4195086705,140,68.4,4195086713,213,1.1,4195086707,141,96.0,4195086711,212,11.9,4195086701,3,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535069441,832,49,1,0,17,5mbo4f0vps12dr0fcvjn3wyp5,1,60.4,93.6,2023-04-16T13:00:47.051Z,2023-04-17T07:08:54Z,,,,,,,,,,,,,,,,,,,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535067,8,43,1,0,20,5mbo4f0vps12dr0fcvjn3wyp5,1,0,0,2023-04-16T13:00:50.015Z,2023-04-16T13:01:09Z,4195088587,144,49,,,,,,,,,,,,,,,,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535137,9,1,1,0,20,5mbo4f0vps12dr0fcvjn3wyp5,1,67.6,98.4,2023-04-16T13:00:50.238Z,2023-04-16T13:00:55Z,4195087105,140,62.4,4195087109,212,6.6,4195087111,213,3.7,4195087107,141,92.9,4195087103,56,Left,,,,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535177,10,1,1,0,25,5mbo4f0vps12dr0fcvjn3wyp5,1,66.8,94.2,2023-04-16T13:00:54.870Z,2023-04-16T13:00:56Z,4195087277,212,5.8,4195087273,140,72.0,4195087275,141,96.9,4195087271,56,Left,4195087279,213,0.3,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535303,11,1,1,0,27,5mbo4f0vps12dr0fcvjn3wyp5,1,71.6,96,2023-04-16T13:00:56.648Z,2023-04-17T07:09:26Z,4195087893,56,Left,4195087897,141,95.1,4195087901,213,6.2,4195087899,212,4.9,4195087895,140,76.2,,,,,,,,,,6utvjndbc0etrvdrul1oajdp0,A. Fesshaie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535329,12,1,1,0,33,5mbo4f0vps12dr0fcvjn3wyp5,1,88.2,80.2,2023-04-16T13:01:02.962Z,2023-04-16T13:01:04Z,4195088007,213,0.0,4195088003,141,80.5,4195087999,56,Left,4195088005,212,6.9,4195088001,140,94.8,,,,,,,,,,5q20jb98g7acxc4ixvuhspwtm,A. Magashy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535335,13,1,1,0,34,5mbo4f0vps12dr0fcvjn3wyp5,0,94.9,80.5,2023-04-16T13:01:03.692Z,2023-04-17T07:09:46Z,4195088099,286,,4195088057,56,Center,4195088061,141,78.7,4195088055,155,,4197903643,72,,4195088053,2,,4195088095,233,8,4197903641,224,,6utvjndbc0etrvdrul1oajdp0,A. Fesshaie,4195088093,236,4195088063,212,1.3,4195088059,140,94.6,4195088065,213,4.5,,,,,,,,,,,,,,,,,,,,,
2534535321,8,12,1,0,34,2nnlsjfbcea40t4jeclcbw9lk,1,8.4,24.6,2023-04-16T13:01:03.792Z,2023-04-16T13:01:13Z,4195088107,233,13,4195087977,185,,4195087979,56,Back,,,,,,,,,,,,,,,,b1sztx2xd79amygbbvdia24et,S. Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535363,9,6,1,0,34,2nnlsjfbcea40t4jeclcbw9lk,0,6.9,22.9,2023-04-16T13:01:04.257Z,2023-04-17T07:10:19Z,4195088183,56,Back,4195088185,73,,4195088231,233,14,,,,,,,,,,,,,,,,b1sztx2xd79amygbbvdia24et,S. Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535357,14,6,1,0,34,5mbo4f0vps12dr0fcvjn3wyp5,1,93.1,77.1,2023-04-16T13:01:04.257Z,2023-04-16T13:56:15Z,4195088167,73,,4195088211,233,9,4195088165,56,Center,,,,,,,,,,,,,,,,6utvjndbc0etrvdrul1oajdp0,A. Fesshaie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536031,15,1,1,0,59,5mbo4f0vps12dr0fcvjn3wyp5,0,99.5,99.5,2023-04-16T13:01:29.338Z,2023-04-17T07:10:22Z,4195091369,141,49.7,4195091365,56,Center,4195091363,224,,4195091359,6,,4195091371,212,34.0,4195091361,155,,4195091373,213,4.6,4195091357,2,,5lg03j9iuxh9pm63esegw20vd,V. Thill,4195091375,1,4195091367,140,97.1,4197904283,72,,,,,,,,,,,,,,,,,,,,,,,,,
2534558619,159,43,1,1,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0,0,2023-04-16T13:01:29.836Z,2023-04-16T13:54:18Z,4195210179,141,61.4,4195210175,56,Center,4195210173,168,0,4195210181,212,4.0,4195210183,213,4.6,4195439299,144,1,4195210177,140,91.6,,,,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534559155,197,61,1,1,1,2nnlsjfbcea40t4jeclcbw9lk,1,10.3,43.5,2023-04-16T13:01:30.649Z,2023-04-16T13:55:09Z,4195212771,56,Back,,,,,,,,,,,,,,,,,,,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536047,16,15,1,1,2,5mbo4f0vps12dr0fcvjn3wyp5,1,96.9,50.3,2023-04-16T13:01:32.145Z,2023-04-17T07:11:25Z,4195092817,328,,4195091453,56,Center,4195219401,214,,4195092807,20,,4195092813,103,12.0,4195092805,25,,4195099223,108,,4195092823,147,49.1,35s5mefte5hagf4wjv96u9756,Rui Modesto,4195094931,233,4195092821,146,98.4,4195099221,215,,4195092811,102,52.6,10,4195091451,16,4195219403,274,4195092819,458,4197905167,76,4195219405,138,,,,,,,,,,
2534536081,10,10,1,1,2,2nnlsjfbcea40t4jeclcbw9lk,1,1.2,49.8,2023-04-16T13:01:32.245Z,2023-04-17T07:11:44Z,4195094969,233,16,4195091623,182,,4197905765,389,,4195091625,56,Back,4197905769,377,,4197905767,273,,4195094887,174,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536217,11,12,1,1,3,2nnlsjfbcea40t4jeclcbw9lk,1,9.1,36.1,2023-04-16T13:01:33.560Z,2023-04-16T13:19:33Z,4195092281,212,24.3,4195092277,140,32.2,4195092283,213,6.2,4195092279,141,33.4,4195092275,56,Back,,,,,,,,,,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536141,17,1,1,1,6,5mbo4f0vps12dr0fcvjn3wyp5,1,73.1,67,2023-04-16T13:01:36.418Z,2023-04-16T13:19:42Z,4195091851,3,,4195091875,140,85.4,4195091879,141,67.2,4195091885,213,0.0,4195091869,56,Center,4195091883,212,12.9,,,,,,,dwq0cjzdbt6dvc81bq316c2cp,B. Hussein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536173,18,1,1,1,7,5mbo4f0vps12dr0fcvjn3wyp5,1,85.4,67.2,2023-04-16T13:01:36.665Z,2023-04-16T13:19:55Z,4195092065,141,64.3,4195092057,3,,4195092069,213,5.9,4195092061,56,Center,4195092067,212,5.5,4195092063,140,90.3,4195092059,168,,,,,5q20jb98g7acxc4ixvuhspwtm,A. Magashy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536185,19,61,1,1,8,5mbo4f0vps12dr0fcvjn3wyp5,0,89.9,64.6,2023-04-16T13:01:38.050Z,2023-04-16T13:19:57Z,4195092117,56,Center,,,,,,,,,,,,,,,,,,,,,,6utvjndbc0etrvdrul1oajdp0,A. Fesshaie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536223,12,52,1,1,10,2nnlsjfbcea40t4jeclcbw9lk,1,7.8,40.9,2023-04-16T13:01:40.600Z,2023-04-17T07:12:04Z,4197906161,377,,,,,,,,,,,,,,,,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536303,13,1,1,1,15,2nnlsjfbcea40t4jeclcbw9lk,0,14.1,36.1,2023-04-16T13:01:45.368Z,2023-04-16T13:20:19Z,4195092691,140,40.6,4195092729,287,,4195092695,212,33.6,4195092687,123,,4195092689,56,Back,4195092693,141,63.7,4195092697,213,0.6,4195231323,1,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536381,20,8,1,1,17,5mbo4f0vps12dr0fcvjn3wyp5,1,64.1,34.8,2023-04-16T13:01:46.706Z,2023-04-17T07:12:20Z,4197906405,385,,4195093105,56,Center,4195093145,15,,,,,,,,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536455,14,1,1,1,21,2nnlsjfbcea40t4jeclcbw9lk,0,24.1,89.6,2023-04-16T13:01:51.032Z,2023-04-16T13:21:07Z,4195093565,213,0.5,4195093553,56,Back,4195093563,212,15.7,4195093559,140,36.9,4195093561,141,100.0,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536513,17,5,1,1,22,2nnlsjfbcea40t4jeclcbw9lk,0,30,101.7,2023-04-16T13:01:51.770Z,2023-04-16T13:56:19Z,4195093929,233,21,4195093785,56,Back,4195093789,347,,,,,,,,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536423,21,5,1,1,22,5mbo4f0vps12dr0fcvjn3wyp5,1,70,-1.7,2023-04-16T13:01:51.770Z,2023-04-16T13:21:11Z,4195093355,347,,4195093883,233,17,4195093353,56,Right,,,,,,,,,,,,,,,,35s5mefte5hagf4wjv96u9756,Rui Modesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536463,15,43,1,1,26,2nnlsjfbcea40t4jeclcbw9lk,1,0,0,2023-04-16T13:01:55.712Z,2023-04-16T13:01:59Z,4195093589,56,Back,4195094029,144,45,4195093591,285,0,,,,,,,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536477,16,43,1,1,27,2nnlsjfbcea40t4jeclcbw9lk,1,0,0,2023-04-16T13:01:56.657Z,2023-04-16T13:20:52Z,4195235379,144,61,4195093665,56,Back,,,,,,,,,,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536637,22,1,1,1,30,5mbo4f0vps12dr0fcvjn3wyp5,1,67,0,2023-04-16T13:02:00.239Z,2023-04-16T13:21:30Z,4195094471,140,61.1,4195094511,189,,4195094469,56,Right,4195094477,213,2.7,4195094467,107,,4195094475,212,6.9,4195094473,141,2.3,,,,35s5mefte5hagf4wjv96u9756,Rui Modesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536693,23,1,1,1,32,5mbo4f0vps12dr0fcvjn3wyp5,1,58.2,3.8,2023-04-16T13:02:02.273Z,2023-04-16T13:21:44Z,4195094747,213,2.7,4195094739,56,Back,4195094743,141,12.3,4195094745,212,14.6,4195094741,140,45.4,,,,,,,,,,5lg03j9iuxh9pm63esegw20vd,V. Thill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536841,24,1,1,1,34,5mbo4f0vps12dr0fcvjn3wyp5,1,42.8,20.3,2023-04-16T13:02:04.082Z,2023-04-16T13:21:53Z,4195095435,212,13.9,4195095439,213,1.9,4195095427,140,38.3,4195095433,141,39.5,4195095425,56,Back,,,,,,,,,,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536891,25,1,1,1,43,5mbo4f0vps12dr0fcvjn3wyp5,1,53.7,68.2,2023-04-16T13:02:13.498Z,2023-04-16T13:02:15Z,4195095675,140,44.4,4195095679,212,17.0,4195095673,56,Back,4195095681,213,2.2,4195095677,141,88.7,,,,,,,,,,e3ked0g7shh0wf1owzzv5bkl,A. Milošević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536925,26,1,1,1,45,5mbo4f0vps12dr0fcvjn3wyp5,1,44.3,86.8,2023-04-16T13:02:15.202Z,2023-04-16T13:02:17Z,4195095835,56,Back,4195095843,213,4.5,4195095839,141,67.0,4195095837,140,41.8,4195095841,212,13.7,,,,,,,,,,67fpbhmyalc9zlkqts4mwafh1,J. Haliti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536975,27,1,1,1,47,5mbo4f0vps12dr0fcvjn3wyp5,1,38.8,62.4,2023-04-16T13:02:17.038Z,2023-04-16T13:02:19Z,4195096111,213,4.7,4195096107,212,21.0,4195096103,141,31.5,4195096099,140,37.6,4195096095,56,Back,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537079,28,1,1,1,50,5mbo4f0vps12dr0fcvjn3wyp5,1,40.9,27.3,2023-04-16T13:02:19.655Z,2023-04-16T13:02:24Z,4195096673,56,Right,4195096681,212,25.1,4195096679,141,4.0,4195096677,140,59.5,4195096683,213,5.6,,,,,,,,,,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537135,29,1,1,1,54,5mbo4f0vps12dr0fcvjn3wyp5,1,61.4,9.2,2023-04-16T13:02:23.993Z,2023-04-16T13:02:27Z,4195096969,212,15.4,4195096965,140,46.7,4195096963,56,Back,4195096971,213,3.1,4195096967,141,9.7,,,,,,,,,,35s5mefte5hagf4wjv96u9756,Rui Modesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537221,30,1,1,1,57,5mbo4f0vps12dr0fcvjn3wyp5,1,54.2,5.9,2023-04-16T13:02:26.945Z,2023-04-16T13:22:44Z,4195097337,56,Right,4195097349,212,7.4,4195097351,213,6.0,4195097347,141,2.8,4195097343,140,61.0,,,,,,,,,,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537225,31,50,1,1,58,5mbo4f0vps12dr0fcvjn3wyp5,1,60,5.6,2023-04-16T13:02:27.726Z,2023-04-16T13:22:54Z,4195097359,286,,4195097439,233,18,4195097357,56,Right,,,,,,,,,,,,,,,,5lg03j9iuxh9pm63esegw20vd,V. Thill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537207,18,7,1,1,58,2nnlsjfbcea40t4jeclcbw9lk,0,40,94.4,2023-04-16T13:02:27.727Z,2023-04-17T07:14:11Z,4195097301,285,,4197908103,385,,4195097295,56,Back,4195097421,233,31,,,,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537245,32,61,1,1,59,5mbo4f0vps12dr0fcvjn3wyp5,1,60.9,2.8,2023-04-16T13:02:28.672Z,2023-04-16T13:23:00Z,4195097461,56,Right,,,,,,,,,,,,,,,,,,,,,,5lg03j9iuxh9pm63esegw20vd,V. Thill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537247,19,5,1,2,1,2nnlsjfbcea40t4jeclcbw9lk,1,41.5,101.4,2023-04-16T13:02:31.327Z,2023-04-16T13:02:32Z,4195097465,347,,4195097529,233,33,4195097463,56,Back,,,,,,,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537257,33,5,1,2,1,5mbo4f0vps12dr0fcvjn3wyp5,0,58.5,-1.4,2023-04-16T13:02:31.327Z,2023-04-16T13:56:19Z,4195097503,347,,4195097549,233,19,4195097501,56,Right,,,,,,,,,,,,,,,,5lg03j9iuxh9pm63esegw20vd,V. Thill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537671,20,1,1,2,15,2nnlsjfbcea40t4jeclcbw9lk,1,41.7,100,2023-04-16T13:02:45.538Z,2023-04-16T13:23:22Z,4195099427,140,34.8,4195099431,212,58.9,4195099435,1,,4195099423,107,,4195099791,189,,4195099429,141,15.5,4195099433,213,4.6,4195099425,56,Back,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
