id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value
2543023191,1,34,16,0,0,1939bnru25svvgv15k2c7tw2y,1,0,0,2023-05-03T16:10:20.933Z,2023-05-03T16:10:21Z,4247211145,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247211151,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247211143,130,8,4247211141,59,"30, 13, 23, 6, 8, 2, 19, 28, 11, 10, 7, 4, 16, 18, 21, 22, 25, 27, 29, 31",4247211147,194,18m0hkgbsvq0axzflltkyylsl,4247211149,197,5166,4247211137,30,"9hl2v867qfg6nzsdadb8wu7e1, 18m0hkgbsvq0axzflltkyylsl, 2d1dh619cfgvel4bv7tpfxjo5, 2mawaijd9czgtd5jh9myk434l, 6legryh9z8lvc4bq4s456m09h, 94e7xh7d38gbt8zw2u4clb4ve, 3ohbqdzgocvaipgik7plvzpwp, 32bvga34o0hleev3duw2342ui, xctg7y5ks41cjjnerqkia38p, 7sz8doeyg28ddueulae0phisq, 4s3dvpdloqr1hpl9svn8rk222, 6on1coqb8yeebnwqyazkooa1, 57sb1ucemao2x9b7zsvzb3i8k, 5gs941kssav1ie8ss2q99tizu, 5h0by2ot7i2z6daqdqj6nyiqy, 1a112nxaob06fjynlat625u96, 2hismnis73ehqkk5hv0pd7wq2, 21abg7evjtjt6kzisu43jckmi, 85mzxov9sqq8gec4e0wwt8h78, 2trecv075gi4o78mfuyh4xiol",4247211139,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543024173,1,34,16,0,0,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-05-03T16:11:57.464Z,2023-05-03T17:06:51Z,4247216755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247216753,130,10,4247216751,59,"1, 2, 15, 16, 4, 17, 10, 8, 30, 9, 24, 6, 7, 11, 12, 18, 19, 20, 21, 27",4247216757,194,9g2ih9necaprsrtqfmul1bumt,4247216761,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247216759,197,10629,4247216747,30,"e2bwgf3vzvv1rrfz39amdyrit, e2a1ocfsgxbeofbyn6ff83ydx, 9bmo8w8t7slkzbb5owilyoqju, cpjieadlcw20wrqn2uo02lyol, 9g2ih9necaprsrtqfmul1bumt, 52a5br8e27u4mj5f4m3djjkd1, 1xsy3m0bzicto5ogxsd026bmy, 9j6wrg04o32zuepsj675m104p, 74rqympe5uuab87psxt8y5mcq, 1j1fgb6yydw3ck6uaz42rohd5, 1oxiwrp4v3e7j5v5vz9fe31lh, edzj7i715cpyuuumcttajkc0l, b0rem4wo1p6sumrp6mb77f11w, atxo9oz3czimyk1t4xigfrkrt, c530mxbnk10671ogb1j4kr4r9, c3jxdm8s5meuohhv6hthhdy0a, 7q001jk9hk2ylv31sv48fv7dg, 7tsyahwlovx41jov2quanu8lw, 2s9ra3bnhkcid5uz7abhdhr6d, 274bm1z19bvboucn9xt36b9ck",4247216749,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049101,2,32,1,0,0,1939bnru25svvgv15k2c7tw2y,1,0,0,2023-05-03T17:00:50.645Z,2023-05-04T13:41:03Z,4247356437,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049097,2,32,1,0,0,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-05-03T17:00:50.645Z,2023-05-03T17:00:52Z,4247356435,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049107,3,1,1,0,1,6i936isoyj6d0uuxdj537uc97,1,50.1,49.7,2023-05-03T17:00:52.017Z,2023-05-04T13:42:12Z,4247356469,213,2.8,4247356463,141,57.5,4247356465,212,17.1,4247356461,140,34.6,4247369429,279,S,4247356459,56,Back,,,,,,,1oxiwrp4v3e7j5v5vz9fe31lh,Amir Al Ammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049137,4,1,1,0,2,6i936isoyj6d0uuxdj537uc97,1,28.9,58.8,2023-05-03T17:00:53.296Z,2023-05-03T17:00:56Z,4247356629,56,Back,4247356637,213,4.7,4247356631,140,28.4,4247356633,141,36.4,4247356635,212,15.2,,,,,,,,,,cpjieadlcw20wrqn2uo02lyol,B. Hjertstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049165,5,1,1,0,5,6i936isoyj6d0uuxdj537uc97,0,28.8,30.3,2023-05-03T17:00:56.177Z,2023-05-03T17:01:02Z,4247356781,213,6.3,4247356771,155,,4247356773,56,Center,4247356779,212,38.9,4247356783,1,,4247356775,140,65.8,4247356777,141,28.5,,,,9g2ih9necaprsrtqfmul1bumt,Andreas Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049169,6,44,1,0,6,6i936isoyj6d0uuxdj537uc97,1,74.4,29.8,2023-05-03T17:00:57.521Z,2023-05-03T17:52:41Z,4247356865,233,62,4247356801,286,,4247356799,56,Center,,,,,,,,,,,,,,,,1j1fgb6yydw3ck6uaz42rohd5,Viktor Granath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543052223,62,44,1,0,6,1939bnru25svvgv15k2c7tw2y,0,25.6,70.2,2023-05-03T17:00:57.522Z,2023-05-03T17:07:47Z,4247377649,233,6,4247375765,56,Back,4247375767,285,,,,,,,,,,,,,,,,,94e7xh7d38gbt8zw2u4clb4ve,G. Lagerbielke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543052215,65,1,1,0,7,6i936isoyj6d0uuxdj537uc97,0,75.1,26,2023-05-03T17:00:58.211Z,2023-05-03T17:07:48Z,4247376403,213,0.1,4247376393,168,,4247376399,141,26.2,4247376401,212,2.1,4247376395,56,Center,4247376397,140,77.1,,,,,,,1j1fgb6yydw3ck6uaz42rohd5,Viktor Granath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
