id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,assist
2548772389,1,34,16,0,0,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-05-14T14:38:38.230Z,2023-05-16T12:04:45Z,4277862597,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4277862605,130,6,4277862617,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4277862615,197,10629,4277862601,59,"1, 17, 21, 6, 5, 4, 7, 24, 9, 10, 2, 3, 11, 12, 14, 15, 18, 19, 30",4277862609,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4277862593,30,"e2bwgf3vzvv1rrfz39amdyrit, 52a5br8e27u4mj5f4m3djjkd1, 2s9ra3bnhkcid5uz7abhdhr6d, edzj7i715cpyuuumcttajkc0l, 2m7zps8hqiq6o09preuwz8frp, 9g2ih9necaprsrtqfmul1bumt, b0rem4wo1p6sumrp6mb77f11w, 1oxiwrp4v3e7j5v5vz9fe31lh, 1j1fgb6yydw3ck6uaz42rohd5, 1xsy3m0bzicto5ogxsd026bmy, e2a1ocfsgxbeofbyn6ff83ydx, 9uumw2ntt4397bee2p3m2qdt6, atxo9oz3czimyk1t4xigfrkrt, c530mxbnk10671ogb1j4kr4r9, 7skwiyuh8kd7mswnwbin2glwp, 9bmo8w8t7slkzbb5owilyoqju, c3jxdm8s5meuohhv6hthhdy0a, 7q001jk9hk2ylv31sv48fv7dg, 74rqympe5uuab87psxt8y5mcq",4277862613,194,9g2ih9necaprsrtqfmul1bumt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548776489,1,34,16,0,0,93ohqui2qgqm8408viwmm1ken,1,0,0,2023-05-14T14:43:03.709Z,2023-05-14T15:41:45Z,4277884855,59,"27, 15, 25, 8, 24, 19, 11, 31, 9, 10, 22, 1, 5, 6, 13, 20, 21, 36, 38, 35",4277884851,30,"2e1hb1s2jhbpag0wk814qgqmt, 5ocn8a1on2u9o9giyulgqtvxl, carpl05zgalgbsd6gnk3akc89, 2e1l4p2kxtk1hd4yeuetyua51, 9mjzy2s8qv0a5qw9pyhs112ol, 7ujr3n286xjhtwsrckvkbldxx, 144jdrezcfwd4uh3sk7zhtizu, elwm97xvha0y0t8yqx5sur9ck, 90eoelhr2oxpg3ejr2whwwu6t, 62w849kqrnjm00xr12suencgl, dvi2tleym136aqpvwfi4lustm, 7iv79dtpsplpjl1jxod3swmlm, aa6awfy4ioanjg9raw55t072t, duhvdeeqlyxgt2qve8fjgrpat, 70uwtz6q782qjf2mqpdlqpbkl, 5occq5bmrhcs8rtxwsdi18bf9, a19tsu5agpdwugg5fsijzzxsl, 1meafg8cs0tnmmm6ep0563alm, 7hugqbtot3c8fmxtfqld9l15g, 91lauo7abmec10l3btcxt3d3o",4277884863,197,2217,4277884857,130,8,4277884859,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4277884865,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4277884853,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4277884861,194,62w849kqrnjm00xr12suencgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548807089,2,32,1,0,0,93ohqui2qgqm8408viwmm1ken,1,0,0,2023-05-14T15:31:23.133Z,2023-05-14T15:31:23Z,4278047913,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548807099,2,32,1,0,0,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-05-14T15:31:23.133Z,2023-05-14T15:31:27Z,4278047971,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548807139,3,1,1,0,0,93ohqui2qgqm8408viwmm1ken,1,50,50,2023-05-14T15:31:23.233Z,2023-05-14T17:38:23Z,4278048167,140,48.5,4278048173,213,3.8,4278048165,56,Back,4278048175,279,S,4278048171,212,2.0,4278048169,141,48.1,,,,,,,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548807167,4,1,1,0,3,93ohqui2qgqm8408viwmm1ken,1,51.7,42.1,2023-05-14T15:31:26.617Z,2023-05-14T15:42:32Z,4278048309,212,23.1,4278048299,56,Back,4278048311,213,4.4,4278048301,140,44.5,4278048307,141,10.0,,,,,,,,,,62w849kqrnjm00xr12suencgl,A. Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548807185,5,1,1,0,7,93ohqui2qgqm8408viwmm1ken,1,45.4,15.9,2023-05-14T15:31:30.785Z,2023-05-14T15:31:32Z,4278048423,212,22.8,4278048419,140,27.7,4278048421,141,35.2,4278048417,56,Back,4278048425,213,2.5,,,,,,,,,,5ocn8a1on2u9o9giyulgqtvxl,J. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548807197,6,1,1,0,9,93ohqui2qgqm8408viwmm1ken,1,27.7,35.2,2023-05-14T15:31:32.465Z,2023-05-14T15:31:34Z,4278048489,140,27.9,4278048495,213,1.6,4278048491,141,65.7,4278048493,212,20.7,4278048487,56,Back,,,,,,,,,,9mjzy2s8qv0a5qw9pyhs112ol,L. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548807231,7,1,1,0,10,93ohqui2qgqm8408viwmm1ken,1,27.9,65.7,2023-05-14T15:31:33.881Z,2023-05-14T15:43:07Z,4278048679,141,32.5,4278048675,56,Back,4278048683,213,4.9,4278048681,212,22.9,4278048677,140,31.4,,,,,,,,,,7ujr3n286xjhtwsrckvkbldxx,D. Cornelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548807255,8,1,1,0,12,93ohqui2qgqm8408viwmm1ken,1,30.6,29.2,2023-05-14T15:31:36.057Z,2023-05-14T15:43:12Z,4278048839,212,18.0,4278048833,56,Back,4278048835,140,47.7,4278048841,213,0.1,4278048837,141,31.3,,,,,,,,,,2e1l4p2kxtk1hd4yeuetyua51,S. Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
