id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2537131901,1,34,16,0,0,46yo78zak2j7kaxc5ak1fnm60,1,0,0,2023-04-22T14:37:24.965Z,2023-04-22T15:46:16Z,4208849449,30,"nchbnx9d19b7p899usbyfr2t, eekz2ott1frktykurkd5tmy2, 613kkjtvfyf7mbvrqt9pcizmd, c8rh8b925j9iq99ri9z4jqfx0, 2iq4fns3hb778wgkmsa2c9zze, 2gbfwdmpk5gfmcc979aqfkyxh, bd52544djk7t61roc813rewdm, 9ajfpzjfipsub15tats3mo2j9, au1328z9bxkwrtv9y2dczkwk5, emu9b7x0mtz4rp5p1fvd9wm39, 991l8wbi9cfhm2pmyid7cle22, 6co35kabo4cg0o796clfc9z6y, 6vil8gpscw3z5hpoynir9i295, 3j10i32az64qfnkrjuiz2n4t0, ec6qqle54cq9gck2jhnbpjzs9, 6ynddvrfay02kkirltpn68s4q, bs0mkqzsgcrk6tswsxj5a83c9, 7dkzh4tqb9wrcw8gkx5k1x9t5, 2nduymuxduqebf1wyf0bjxgtm, 52d84j3zno9y0po641urvjmqd",4208849461,197,10418,4208849451,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208849455,130,13,4208849453,59,"1, 20, 5, 6, 15, 2, 47, 11, 10, 16, 8, 3, 4, 9, 12, 14, 18, 21, 22, 25",4208849463,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208849457,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208849459,194,9ajfpzjfipsub15tats3mo2j9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537141041,1,34,16,0,0,1939bnru25svvgv15k2c7tw2y,1,0,0,2023-04-22T14:41:24.657Z,2023-04-22T15:21:56Z,4208897849,130,4,4208897845,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208897857,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208897851,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208897843,30,"9hl2v867qfg6nzsdadb8wu7e1, 18m0hkgbsvq0axzflltkyylsl, 2d1dh619cfgvel4bv7tpfxjo5, 7sz8doeyg28ddueulae0phisq, 6legryh9z8lvc4bq4s456m09h, 94e7xh7d38gbt8zw2u4clb4ve, 32bvga34o0hleev3duw2342ui, 2mawaijd9czgtd5jh9myk434l, xctg7y5ks41cjjnerqkia38p, bb1x3kz4wsx5pjpymhw5mmve2, 3ohbqdzgocvaipgik7plvzpwp, 6on1coqb8yeebnwqyazkooa1, 4s3dvpdloqr1hpl9svn8rk222, 5gs941kssav1ie8ss2q99tizu, 5h0by2ot7i2z6daqdqj6nyiqy, 1a112nxaob06fjynlat625u96, 2hismnis73ehqkk5hv0pd7wq2, 21abg7evjtjt6kzisu43jckmi, 85mzxov9sqq8gec4e0wwt8h78, 2trecv075gi4o78mfuyh4xiol",4208897855,197,5166,4208897853,194,18m0hkgbsvq0axzflltkyylsl,4208897847,59,"30, 13, 23, 10, 8, 2, 28, 6, 11, 12, 19, 4, 7, 18, 21, 22, 25, 27, 29, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537223507,2,32,1,0,0,1939bnru25svvgv15k2c7tw2y,1,0,0,2023-04-22T15:31:12.854Z,2023-04-22T15:31:14Z,4209325581,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537223473,3,32,1,0,0,46yo78zak2j7kaxc5ak1fnm60,1,0,0,2023-04-22T15:31:12.854Z,2023-04-24T06:29:25Z,4209325457,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537223655,4,1,1,0,0,46yo78zak2j7kaxc5ak1fnm60,1,49.9,49.6,2023-04-22T15:31:12.954Z,2023-04-22T15:31:19Z,4209326317,56,Back,4209326377,279,S,4209326327,212,28.7,4209326375,213,2.5,4209326319,140,27.7,4209326323,141,74.2,,,,,,,au1328z9bxkwrtv9y2dczkwk5,D. Vukojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537231541,34,1,1,0,2,46yo78zak2j7kaxc5ak1fnm60,1,38.2,51.5,2023-04-22T15:31:15.203Z,2023-04-22T15:36:11Z,4209375227,213,2.5,4209375221,140,29.5,4209375225,212,11.7,4209375223,141,62.3,4209375219,56,Back,,,,,,,,,,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537223675,5,61,1,0,6,46yo78zak2j7kaxc5ak1fnm60,0,25.7,71.8,2023-04-22T15:31:19.289Z,2023-04-22T15:31:19Z,4209326459,56,Back,,,,,,,,,,,,,,,,,,,,,,2iq4fns3hb778wgkmsa2c9zze,S. Korač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537223965,4,49,1,0,8,1939bnru25svvgv15k2c7tw2y,1,66,23,2023-04-22T15:31:21.006Z,2023-04-24T06:40:32Z,,,,,,,,,,,,,,,,,,,,,,,,,bb1x3kz4wsx5pjpymhw5mmve2,A. Bernhardsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538590577,841,3,1,0,9,1939bnru25svvgv15k2c7tw2y,0,66.1,28.2,2023-04-22T15:31:22.553Z,2023-04-24T06:40:50Z,4216654757,465,,4216654753,56,Center,4216654755,286,,4216654759,467,9ajfpzjfipsub15tats3mo2j9,,,,,,,,,,,,,bb1x3kz4wsx5pjpymhw5mmve2,A. Bernhardsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537223783,3,4,1,0,10,1939bnru25svvgv15k2c7tw2y,1,65.2,24.2,2023-04-22T15:31:22.969Z,2023-04-22T15:31:25Z,4209327509,233,6,4209327065,286,,4209327063,265,,4209327061,152,,4209327059,56,Center,4209327057,13,,,,,,,,bb1x3kz4wsx5pjpymhw5mmve2,A. Bernhardsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
