id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist
2548704633,146,1,1,15,50,czkf5t3ai00ghwbga03i5aqxw,0,70.9,0,2023-05-14T13:16:42.709Z,2023-05-14T13:54:42Z,4277510971,212,11.0,4277510973,213,1.2,4277510969,141,14.3,4277510997,238,,4277510965,56,Right,4277510963,107,,4277510967,140,74.4,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548709283,155,61,1,15,51,2nnlsjfbcea40t4jeclcbw9lk,1,28.5,84.3,2023-05-14T13:16:43.317Z,2023-05-14T13:21:22Z,4277537737,56,Back,,,,,,,,,,,,,,,,,,,,,,8x51gbtkf78eskjolnedvoi51,L. Sadiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548704681,126,49,1,15,54,2nnlsjfbcea40t4jeclcbw9lk,1,12.7,40.7,2023-05-14T13:16:46.237Z,2023-05-14T13:16:46Z,,,,,,,,,,,,,,,,,,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548704787,127,1,1,15,54,2nnlsjfbcea40t4jeclcbw9lk,1,12.5,41.5,2023-05-14T13:16:46.682Z,2023-05-14T13:16:50Z,4277511785,140,23.0,4277511783,56,Back,4277511787,141,67.2,4277511791,213,1.0,4277511789,212,20.7,,,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548704827,128,1,1,15,58,2nnlsjfbcea40t4jeclcbw9lk,1,24.9,65.8,2023-05-14T13:16:50.179Z,2023-05-14T13:16:52Z,4277512017,141,30.3,4277512019,212,26.8,4277512013,56,Back,4277512021,213,5.2,4277512015,140,36.0,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548704871,129,1,1,16,0,2nnlsjfbcea40t4jeclcbw9lk,1,33.8,30.3,2023-05-14T13:16:52.035Z,2023-05-14T13:16:54Z,4277512265,56,Right,4277512271,212,27.6,4277512273,213,5.6,4277512267,140,53.8,4277512269,141,4.0,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548704895,130,1,1,16,2,2nnlsjfbcea40t4jeclcbw9lk,1,53.8,4,2023-05-14T13:16:54.282Z,2023-05-14T13:16:56Z,4277512433,56,Back,4277512435,140,39.2,4277512441,213,3.2,4277512437,141,3.5,4277512439,212,15.3,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548704923,131,1,1,16,4,2nnlsjfbcea40t4jeclcbw9lk,1,39.3,7.6,2023-05-14T13:16:56.475Z,2023-05-14T13:16:57Z,4277512567,213,3.2,4277512559,56,Back,4277512561,140,19.4,4277512565,212,20.9,4277512563,141,6.7,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548704973,132,1,1,16,5,2nnlsjfbcea40t4jeclcbw9lk,1,19.5,6.7,2023-05-14T13:16:57.547Z,2023-05-14T13:17:01Z,4277512799,212,19.2,4277512785,56,Back,4277512805,213,2.4,4277512789,140,5.8,4277512793,141,25.5,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548704979,133,1,1,16,9,2nnlsjfbcea40t4jeclcbw9lk,0,7.1,25.6,2023-05-14T13:17:01.165Z,2023-05-14T13:17:01Z,4277512819,141,34.3,4277512817,140,55.6,4277512823,213,0.1,4277512825,1,,4277512815,56,Center,4277512821,212,51.3,4277512813,157,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548704991,147,49,1,16,10,czkf5t3ai00ghwbga03i5aqxw,1,44.9,71.2,2023-05-14T13:17:02.566Z,2023-05-14T13:17:02Z,,,,,,,,,,,,,,,,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705019,134,45,1,16,11,2nnlsjfbcea40t4jeclcbw9lk,0,48.4,31.5,2023-05-14T13:17:03.398Z,2023-05-14T13:17:05Z,4277513055,56,Back,4277513131,233,148,4277513057,285,,,,,,,,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705025,148,3,1,16,11,czkf5t3ai00ghwbga03i5aqxw,1,51.6,68.5,2023-05-14T13:17:03.398Z,2023-05-14T13:17:05Z,4277513101,286,,4277513123,233,134,4277513099,56,Center,,,,,,,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705101,149,1,1,16,12,czkf5t3ai00ghwbga03i5aqxw,1,57.9,67.5,2023-05-14T13:17:04.821Z,2023-05-14T13:17:10Z,4277513513,213,1.3,4277513511,212,20.6,4277513505,140,62.7,4277513501,56,Left,4277513507,141,96.9,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705141,150,1,1,16,18,czkf5t3ai00ghwbga03i5aqxw,1,64.4,91.8,2023-05-14T13:17:10.070Z,2023-05-14T13:17:12Z,4277513723,213,4.5,4277513721,212,12.2,4277513715,56,Center,4277513719,141,74.4,4277513717,140,61.7,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705209,151,1,1,16,20,czkf5t3ai00ghwbga03i5aqxw,1,61.7,74.4,2023-05-14T13:17:12.581Z,2023-05-14T13:17:15Z,4277514071,212,15.7,4277514065,56,Left,4277514073,213,1.1,4277514067,140,68.3,4277514069,141,95.1,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705255,152,1,1,16,23,czkf5t3ai00ghwbga03i5aqxw,1,82.8,91.5,2023-05-14T13:17:15.333Z,2023-05-14T13:17:18Z,4277514333,212,15.9,4277514331,141,68.4,4277514337,213,4.6,4277514329,140,80.5,4277514327,56,Center,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705329,153,1,1,16,26,czkf5t3ai00ghwbga03i5aqxw,1,80.5,68.4,2023-05-14T13:17:18.021Z,2023-05-14T13:22:10Z,4277514651,56,Center,4277543161,154,,4277514653,140,81.1,4277514655,141,48.8,4277514657,212,13.3,4277543159,210,15,4277514659,213,4.8,,,,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705333,154,15,1,16,28,czkf5t3ai00ghwbga03i5aqxw,1,81.1,48.8,2023-05-14T13:17:20.278Z,2023-05-14T13:22:10Z,4277543215,215,,4277543211,102,50.2,4277543217,146,82.7,4277543325,233,135,4277543207,55,153,4277543221,230,98.5,4277543205,154,,4277543219,147,48.9,1m0qpbce7dob7mdbo7titbqp5,V. Edvardsen,4277543201,78,4277514681,22,,,,4277514685,56,4277541993,82,4277514683,18,,4277543213,103,4277543223,231,Center,19,50.4,4277541989,20,4277543203,29,,,,,,,
2548705355,135,10,1,16,28,2nnlsjfbcea40t4jeclcbw9lk,1,18.5,54.2,2023-05-14T13:17:20.378Z,2023-05-14T13:22:17Z,4277514791,94,,4277514793,56,Back,4277542043,233,154,,,,,,,,,,,,,,,,8cdx7aahcxg6be4qiwv9vq39w,V. Đukanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705437,136,12,1,16,32,2nnlsjfbcea40t4jeclcbw9lk,1,13,40.4,2023-05-14T13:17:24.123Z,2023-05-14T13:22:26Z,4277515205,213,0.1,4277515199,140,77.6,4277515203,212,68.0,4277515197,56,Center,4277515201,141,47.3,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705569,157,1,1,16,35,czkf5t3ai00ghwbga03i5aqxw,1,24.3,52.2,2023-05-14T13:17:27.573Z,2023-05-14T13:22:32Z,4277515943,213,1.0,4277515935,56,Back,4277515941,212,20.2,4277515939,141,77.9,4277515937,140,33.9,,,,,,,,,,8adttli9ehdhi2216vpipzkr9,T. Vaiho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705599,158,1,1,16,40,czkf5t3ai00ghwbga03i5aqxw,1,34.7,74.1,2023-05-14T13:17:32.709Z,2023-05-14T13:17:35Z,4277516141,213,0.1,4277516135,140,46.8,4277516133,56,Back,4277516137,141,76.1,4277516139,212,12.8,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705665,159,1,1,16,42,czkf5t3ai00ghwbga03i5aqxw,1,46.8,76.1,2023-05-14T13:17:34.869Z,2023-05-14T13:17:37Z,4277516477,141,76.4,4277516479,212,12.0,4277516481,213,3.1,4277516473,56,Back,4277516475,140,35.4,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705689,160,1,1,16,45,czkf5t3ai00ghwbga03i5aqxw,1,35.4,76.4,2023-05-14T13:17:37.477Z,2023-05-14T13:17:38Z,4277516583,213,4.1,4277516569,56,Back,4277516579,212,9.7,4277516575,141,64.6,4277516573,140,30.2,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705783,161,1,1,16,46,czkf5t3ai00ghwbga03i5aqxw,1,30.2,64.6,2023-05-14T13:17:38.438Z,2023-05-14T13:17:43Z,4277517085,213,4.6,4277517077,141,39.4,4277517081,212,17.3,4277517073,140,27.8,4277517071,56,Back,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705823,162,1,1,16,51,czkf5t3ai00ghwbga03i5aqxw,1,30.9,26.2,2023-05-14T13:17:43.190Z,2023-05-14T13:17:46Z,4277517329,213,1.6,4277517327,212,23.9,4277517321,56,Back,4277517325,141,61.4,4277517323,140,30.3,,,,,,,,,,a97r48wblkhztm400rnvciok5,J. Löfgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705855,163,1,1,16,53,czkf5t3ai00ghwbga03i5aqxw,1,30.3,61.4,2023-05-14T13:17:45.909Z,2023-05-14T13:17:47Z,4277517511,140,42.2,4277517509,56,Back,4277517513,141,86.6,4277517515,212,21.2,4277517517,213,0.9,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705883,164,1,1,16,55,czkf5t3ai00ghwbga03i5aqxw,1,42.2,86.6,2023-05-14T13:17:47.077Z,2023-05-14T13:17:48Z,4277517671,56,Back,4277517675,141,72.3,4277517673,140,40.5,4277517679,213,4.5,4277517677,212,9.9,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705965,165,1,1,16,56,czkf5t3ai00ghwbga03i5aqxw,0,40.5,72.3,2023-05-14T13:17:48.261Z,2023-05-14T13:17:54Z,4277518149,1,,4277518147,213,0.1,4277518139,56,Left,4277518135,155,,4277518141,140,93.8,4277518143,141,83.6,4277518145,212,56.5,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548705963,137,49,1,17,2,2nnlsjfbcea40t4jeclcbw9lk,1,3,13.7,2023-05-14T13:17:54.315Z,2023-05-14T13:17:55Z,,,,,,,,,,,,,,,,,,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706113,138,1,1,17,7,2nnlsjfbcea40t4jeclcbw9lk,1,13.4,36.1,2023-05-14T13:17:59.756Z,2023-05-14T13:18:02Z,4277518941,141,24.3,4277518943,212,10.4,4277518945,213,5.4,4277518937,56,Back,4277518939,140,19.7,,,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706197,139,1,1,17,10,2nnlsjfbcea40t4jeclcbw9lk,1,22.3,21.9,2023-05-14T13:18:02.683Z,2023-05-14T13:18:07Z,4277519389,213,0.2,4277519381,56,Back,4277519383,140,37.3,4277519385,141,26.1,4277519387,212,16.0,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706225,140,1,1,17,15,2nnlsjfbcea40t4jeclcbw9lk,1,29.6,25,2023-05-14T13:18:07.042Z,2023-05-14T13:18:09Z,4277519547,140,13.5,4277519551,212,20.6,4277519545,56,Back,4277519553,213,2.5,4277519549,141,42.2,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706283,141,1,1,17,17,2nnlsjfbcea40t4jeclcbw9lk,1,11.9,39.1,2023-05-14T13:18:09.258Z,2023-05-14T13:18:12Z,4277519841,140,20.2,4277519845,212,13.5,4277519843,141,24.0,4277519839,56,Back,4277519847,213,5.4,,,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706299,142,1,1,17,20,2nnlsjfbcea40t4jeclcbw9lk,1,22.3,24.7,2023-05-14T13:18:12.244Z,2023-05-14T13:18:13Z,4277519949,213,0.9,4277519941,56,Back,4277519945,141,36.3,4277519943,140,28.7,4277519947,212,10.4,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706329,143,1,1,17,21,2nnlsjfbcea40t4jeclcbw9lk,1,28.1,33.3,2023-05-14T13:18:13.699Z,2023-05-14T13:18:16Z,4277520129,213,2.7,4277520125,141,46.4,4277520123,140,8.8,4277520121,56,Back,4277520127,212,22.1,,,,,,,,,,8x51gbtkf78eskjolnedvoi51,L. Sadiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706531,144,1,1,17,24,2nnlsjfbcea40t4jeclcbw9lk,1,8.8,47.8,2023-05-14T13:18:16.395Z,2023-05-14T13:18:27Z,4277521229,212,14.2,4277521227,141,62.1,4277521233,213,0.8,4277521223,56,Back,4277521225,140,18.7,,,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706609,145,1,1,17,35,2nnlsjfbcea40t4jeclcbw9lk,0,38.7,69.9,2023-05-14T13:18:27.133Z,2023-05-14T13:18:30Z,4277521641,140,97.2,4277521651,213,6.3,4277521645,141,67.3,4277521653,1,,4277521639,56,Center,4277521637,155,,4277521649,212,61.5,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706653,166,52,1,17,41,czkf5t3ai00ghwbga03i5aqxw,1,4.5,31,2023-05-14T13:18:33.333Z,2023-05-14T13:18:33Z,,,,,,,,,,,,,,,,,,,,,,,,,8adttli9ehdhi2216vpipzkr9,T. Vaiho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706723,167,1,1,17,41,czkf5t3ai00ghwbga03i5aqxw,1,4.5,31,2023-05-14T13:18:33.494Z,2023-05-14T13:18:38Z,4277522337,56,Back,4277522339,140,17.5,4277522335,123,,4277522341,141,22.5,4277522345,213,5.9,4277522343,212,14.8,,,,,,,8adttli9ehdhi2216vpipzkr9,T. Vaiho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706773,168,1,1,17,45,czkf5t3ai00ghwbga03i5aqxw,1,19.4,28.3,2023-05-14T13:18:37.926Z,2023-05-14T13:18:40Z,4277522585,212,25.5,4277522583,141,65.8,4277522579,56,Back,4277522581,140,19.5,4277522587,213,1.6,,,,,,,,,,a97r48wblkhztm400rnvciok5,J. Löfgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706825,169,1,1,17,48,czkf5t3ai00ghwbga03i5aqxw,1,19.8,61.5,2023-05-14T13:18:40.214Z,2023-05-14T13:18:43Z,4277522843,213,4.6,4277522841,212,17.6,4277522835,56,Back,4277522839,141,35.7,4277522837,140,18.1,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706865,170,1,1,17,51,czkf5t3ai00ghwbga03i5aqxw,1,19.9,37.7,2023-05-14T13:18:43.078Z,2023-05-14T13:18:45Z,4277523037,140,20.0,4277523039,141,68.1,4277523035,56,Back,4277523041,212,20.7,4277523043,213,1.6,,,,,,,,,,a97r48wblkhztm400rnvciok5,J. Löfgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706895,172,1,1,17,54,czkf5t3ai00ghwbga03i5aqxw,1,19.8,67.3,2023-05-14T13:18:46.118Z,2023-05-14T13:18:47Z,4277523177,212,11.0,4277523179,213,5.8,4277523173,140,29.0,4277523175,141,59.7,4277523171,56,Back,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548706933,173,1,1,17,54,czkf5t3ai00ghwbga03i5aqxw,1,29,59.7,2023-05-14T13:18:46.934Z,2023-05-14T13:18:49Z,4277523395,212,20.5,4277523393,141,40.3,4277523389,56,Back,4277523391,140,14.1,4277523397,213,3.8,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707005,174,1,1,17,57,czkf5t3ai00ghwbga03i5aqxw,1,15,35.2,2023-05-14T13:18:49.413Z,2023-05-14T13:18:53Z,4277523799,212,44.7,4277523801,213,5.8,4277523803,1,,4277523797,141,2.6,4277523791,155,,4277523793,56,Right,4277523795,140,52.0,,,,a97r48wblkhztm400rnvciok5,J. Löfgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707045,175,1,1,18,1,czkf5t3ai00ghwbga03i5aqxw,1,46.1,7,2023-05-14T13:18:53.494Z,2023-05-14T13:18:55Z,4277524017,56,Back,4277524027,213,2.3,4277524019,140,38.4,4277524023,141,19.8,4277524025,212,11.9,,,,,,,,,,1m0qpbce7dob7mdbo7titbqp5,V. Edvardsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707079,176,1,1,18,3,czkf5t3ai00ghwbga03i5aqxw,1,38.4,19.8,2023-05-14T13:18:55.702Z,2023-05-14T13:18:57Z,4277524221,56,Back,4277524223,140,31.0,4277524225,141,12.2,4277524227,212,9.3,4277524229,213,3.7,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707159,177,1,1,18,5,czkf5t3ai00ghwbga03i5aqxw,1,30.4,17.1,2023-05-14T13:18:57.638Z,2023-05-14T13:19:02Z,4277524675,213,1.3,4277524673,212,27.8,4277524671,141,56.9,4277524669,140,36.4,4277524667,56,Back,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707221,178,1,1,18,10,czkf5t3ai00ghwbga03i5aqxw,1,44.8,60.8,2023-05-14T13:19:02.278Z,2023-05-14T13:19:06Z,4277525029,56,Left,4277525037,213,1.1,4277525031,140,54.9,4277525035,212,25.9,4277525033,141,95.6,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548711637,175,45,1,18,14,2nnlsjfbcea40t4jeclcbw9lk,0,43.2,4.8,2023-05-14T13:19:06.086Z,2023-05-14T13:23:35Z,4277551169,285,,4277551167,56,Back,4277551349,233,179,,,,,,,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707263,179,3,1,18,14,czkf5t3ai00ghwbga03i5aqxw,1,56.8,95.2,2023-05-14T13:19:06.086Z,2023-05-14T13:23:31Z,4277525285,286,,4277525283,56,Left,4277551265,233,175,,,,,,,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707311,180,1,1,18,16,czkf5t3ai00ghwbga03i5aqxw,1,63.8,92,2023-05-14T13:19:08.886Z,2023-05-14T13:19:11Z,4277525587,141,97.7,4277525591,213,0.5,4277525585,140,70.7,4277525583,56,Left,4277525589,212,8.2,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707353,181,1,1,18,19,czkf5t3ai00ghwbga03i5aqxw,1,71.1,97.4,2023-05-14T13:19:11.765Z,2023-05-14T13:19:14Z,4277525839,56,Left,4277525847,213,4.0,4277525841,140,63.5,4277525845,212,12.6,4277525843,141,83.0,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707393,182,1,1,18,22,czkf5t3ai00ghwbga03i5aqxw,1,65.1,78.8,2023-05-14T13:19:14.517Z,2023-05-14T13:19:16Z,4277526091,213,6.2,4277526087,141,75.4,4277526085,140,86.5,4277526083,56,Center,4277526089,212,22.6,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707407,183,1,1,18,24,czkf5t3ai00ghwbga03i5aqxw,1,86.7,75,2023-05-14T13:19:16.853Z,2023-05-14T13:19:26Z,4277526169,213,5.1,4277526161,56,Center,4277526165,141,60.8,4277526163,140,90.9,4277526167,212,10.6,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707463,184,61,1,18,26,czkf5t3ai00ghwbga03i5aqxw,0,90.9,60.8,2023-05-14T13:19:18.767Z,2023-05-14T13:54:36Z,4277526417,56,Center,,,,,,,,,,,,,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707451,146,49,1,18,27,2nnlsjfbcea40t4jeclcbw9lk,1,12.6,29.7,2023-05-14T13:19:19.299Z,2023-05-14T13:19:19Z,,,,,,,,,,,,,,,,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707587,147,1,1,18,29,2nnlsjfbcea40t4jeclcbw9lk,1,19.3,26.4,2023-05-14T13:19:21.882Z,2023-05-14T13:19:25Z,4277527049,140,35.1,4277527047,56,Back,4277527057,213,0.7,4277527055,212,21.8,4277527053,141,47.3,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707721,148,1,1,18,33,2nnlsjfbcea40t4jeclcbw9lk,1,35.1,47.9,2023-05-14T13:19:25.571Z,2023-05-14T13:19:32Z,4277527679,212,58.7,4277527677,141,92.7,4277527683,1,,4277527681,213,0.5,4277527673,56,Left,4277527675,140,82.9,4277527671,155,,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707801,149,1,1,18,40,2nnlsjfbcea40t4jeclcbw9lk,1,78.2,86,2023-05-14T13:19:32.603Z,2023-05-14T13:19:36Z,4277528045,141,80.9,4277528043,140,67.3,4277528041,56,Left,4277528047,212,12.0,4277528049,213,3.4,,,,,,,,,,8cdx7aahcxg6be4qiwv9vq39w,V. Đukanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707889,150,1,1,18,44,2nnlsjfbcea40t4jeclcbw9lk,1,73.9,80.3,2023-05-14T13:19:36.803Z,2023-05-14T13:19:41Z,4277528499,56,Center,4277528507,213,3.7,4277528505,212,8.1,4277528503,141,74.5,4277528501,140,67.2,,,,,,,,,,b1sztx2xd79amygbbvdia24et,S. Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707893,151,61,1,18,49,2nnlsjfbcea40t4jeclcbw9lk,1,70.6,82.3,2023-05-14T13:19:41.444Z,2023-05-14T13:19:44Z,4277528783,238,,4277528517,56,Left,,,,,,,,,,,,,,,,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707913,152,5,1,18,50,2nnlsjfbcea40t4jeclcbw9lk,0,71.2,101.6,2023-05-14T13:19:42.299Z,2023-05-14T13:19:43Z,4277528697,233,185,4277528603,347,,4277528601,56,Left,,,,,,,,,,,,,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548707917,185,5,1,18,50,czkf5t3ai00ghwbga03i5aqxw,1,28.8,-1.6,2023-05-14T13:19:42.299Z,2023-05-14T13:55:04Z,4277528625,347,,4277528623,56,Back,4277528659,233,152,,,,,,,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548708869,154,27,1,19,38,2nnlsjfbcea40t4jeclcbw9lk,1,0,0,2023-05-14T13:20:30.573Z,2023-05-14T13:20:35Z,4277533607,233,186,4277533567,41,Injury,4277533569,53,8cdx7aahcxg6be4qiwv9vq39w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
