id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,keyPass,qualifier/12/value,qualifier/16/value
2547966137,6,4,1,0,7,7hlumphk42363z3i2nry2wrzj,0,54.2,9.4,2023-05-13T15:30:47.598Z,2023-05-16T10:55:30Z,4273588805,285,,4273588801,152,,4273588851,233,5,4273588797,13,,4273588799,56,Right,4273636419,294,,,,,,,,5vholxar2s1konelieg8wjv85,M. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966353,6,1,1,0,22,4mo3tith28qu9za01e8siplsn,1,49.1,88,2023-05-13T15:31:02.549Z,2023-05-13T15:31:04Z,4273590005,213,4.2,4273589997,56,Back,4273589987,5,,4273590001,141,47.5,4273589995,152,,4273590003,212,31.8,4273589999,140,34.0,,,,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966417,7,1,1,0,24,4mo3tith28qu9za01e8siplsn,1,33.5,46.3,2023-05-13T15:31:04.389Z,2023-05-13T15:31:07Z,4273590351,141,14.6,4273590353,212,22.2,4273590347,140,38.6,4273590343,56,Back,4273590355,213,5.0,,,,,,,,,,2p9y93r7xfjb71d1bfckcs53p,O. Stanisic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966481,8,1,1,0,27,4mo3tith28qu9za01e8siplsn,1,26.8,22.9,2023-05-13T15:31:07.317Z,2023-05-16T10:56:06Z,4273590731,212,19.8,4273590719,56,Back,4273590735,213,2.6,4273590727,141,38.0,4273590723,140,10.7,,,,,,,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966567,9,1,1,0,30,4mo3tith28qu9za01e8siplsn,0,12.5,37.4,2023-05-13T15:31:10.213Z,2023-05-13T15:31:15Z,4273591139,56,Center,4273591157,1,,4273591153,213,0.2,4273591137,157,,4273591143,141,58.4,4273591141,140,74.8,4273591147,212,67.0,,,,28ro1axs33hk560o9k9vdoamt,S. Lukić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966555,7,44,1,0,33,7hlumphk42363z3i2nry2wrzj,1,25.8,36.6,2023-05-13T15:31:13.311Z,2023-05-13T15:38:22Z,4273591087,285,,4273591269,233,10,4273591085,56,Back,,,,,,,,,,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966579,10,44,1,0,33,4mo3tith28qu9za01e8siplsn,0,74.2,63.4,2023-05-13T15:31:13.312Z,2023-05-16T10:56:34Z,4273591361,233,7,4273591193,286,,4273591191,56,Center,,,,,,,,,,,,,,,,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966597,8,1,1,0,33,7hlumphk42363z3i2nry2wrzj,1,37.3,30.5,2023-05-13T15:31:13.580Z,2023-05-16T10:56:48Z,4273591319,141,28.1,4273591323,213,6.2,4273591313,56,Center,4273591315,140,54.7,4273591311,3,,4273591321,212,18.3,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966737,10,3,1,0,36,7hlumphk42363z3i2nry2wrzj,1,60.5,23.6,2023-05-13T15:31:16.518Z,2023-05-16T10:57:14Z,4273592049,286,,4282770895,465,,4273592047,56,Center,4273592115,233,11,,,,,,,,,,,,,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966623,11,45,1,0,36,4mo3tith28qu9za01e8siplsn,0,39.5,76.4,2023-05-13T15:31:16.518Z,2023-05-16T17:17:41Z,4273592123,233,10,4273591455,285,,4273591453,56,Back,,,,,,,,,,,,,,,,8hfaq7u5l18azxpig0vlv1exh,H. Zackrisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966693,9,49,1,0,39,7hlumphk42363z3i2nry2wrzj,1,64.8,18,2023-05-13T15:31:19.901Z,2023-05-13T15:31:20Z,,,,,,,,,,,,,,,,,,,,,,,,,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966759,11,1,1,0,42,7hlumphk42363z3i2nry2wrzj,0,78.6,7.7,2023-05-13T15:31:22.397Z,2023-05-13T15:31:25Z,4273592175,140,75.3,4273592357,286,,4273592177,141,12.6,4273592351,236,,4273592179,212,4.8,4273592173,56,Right,4273592353,233,12,4273592181,213,2.4,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966777,12,74,1,0,42,4mo3tith28qu9za01e8siplsn,1,22.6,80.6,2023-05-13T15:31:22.398Z,2023-05-13T17:45:37Z,4273592299,285,,4273592297,56,Back,4273592409,233,11,,,,,,,,,,,,,,,,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549698347,812,61,1,0,43,7hlumphk42363z3i2nry2wrzj,1,80.5,10.8,2023-05-13T15:31:23.154Z,2023-05-16T10:57:46Z,4282772073,56,Right,,,,,,,,,,,,,,,,,,,,,,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966797,12,1,1,0,44,7hlumphk42363z3i2nry2wrzj,0,82.2,8.2,2023-05-13T15:31:24.764Z,2023-05-16T10:57:55Z,4282772565,20,,4273592439,141,35.4,4273592433,56,Center,4273592429,2,,4273592445,213,1.2,4273592435,140,88.4,4273592441,212,19.6,4273592431,155,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,4282772563,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966837,13,12,1,0,46,4mo3tith28qu9za01e8siplsn,1,12.2,63.9,2023-05-13T15:31:26.694Z,2023-05-16T10:58:32Z,4273592639,140,21.6,4273592683,15,,4273592645,213,1.0,4273592643,212,19.2,4273592641,141,88.2,4273592637,56,Back,,,,,,,8hfaq7u5l18azxpig0vlv1exh,H. Zackrisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966879,14,49,1,0,48,4mo3tith28qu9za01e8siplsn,1,34.6,81.5,2023-05-13T15:31:28.916Z,2023-05-13T15:32:34Z,,,,,,,,,,,,,,,,,,,,,,,,,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547966959,15,1,1,0,49,4mo3tith28qu9za01e8siplsn,1,27.9,76.7,2023-05-13T15:31:29.284Z,2023-05-16T10:58:46Z,4273593155,212,6.8,4273593149,56,Back,4273593151,140,21.4,4273593153,141,76.9,4273593157,213,3.1,,,,,,,,,,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967041,16,1,1,0,51,4mo3tith28qu9za01e8siplsn,1,25.6,79.6,2023-05-13T15:31:31.733Z,2023-05-16T10:59:00Z,4273593581,141,84.7,4273593585,212,10.6,4273593579,140,16.1,4273593589,213,2.8,4273593575,56,Back,,,,,,,,,,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967159,17,1,1,0,54,4mo3tith28qu9za01e8siplsn,1,16.1,87.2,2023-05-13T15:31:34.327Z,2023-05-16T10:59:19Z,4273594185,213,6.2,4273594179,140,39.6,4273594181,141,83.1,4273594187,1,,4273594175,157,,4273594177,56,Back,4273594183,212,24.8,,,,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967171,18,44,1,0,54,4mo3tith28qu9za01e8siplsn,1,45.9,74.2,2023-05-13T15:31:34.380Z,2023-05-13T15:41:20Z,4273667825,285,,4273594255,233,13,4273594221,56,Back,,,,,,,,,,,,,,,,2097lnalyp5iq6vxvmbsnbhuc,O. Alfonsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967055,13,44,1,0,54,7hlumphk42363z3i2nry2wrzj,0,54.1,25.8,2023-05-13T15:31:34.381Z,2023-05-13T15:41:27Z,4273594283,233,18,4273667831,286,,4273593659,56,Center,,,,,,,,,,,,,,,,7e058o66inex7g90wrwaeauw9,A. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967187,19,1,1,0,54,4mo3tith28qu9za01e8siplsn,0,44.6,74.6,2023-05-13T15:31:34.927Z,2023-05-16T10:59:44Z,4273594311,3,,4273594321,212,27.7,4273594317,140,67.8,4273594315,56,Left,4273594323,213,0.5,4273594319,141,94.0,,,,,,,2097lnalyp5iq6vxvmbsnbhuc,O. Alfonsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967165,14,49,1,0,57,7hlumphk42363z3i2nry2wrzj,1,32.2,7.3,2023-05-13T15:31:38.044Z,2023-05-13T15:31:38Z,,,,,,,,,,,,,,,,,,,,,,,,,5vholxar2s1konelieg8wjv85,M. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967245,15,1,1,0,58,7hlumphk42363z3i2nry2wrzj,1,32.4,7.9,2023-05-13T15:31:38.476Z,2023-05-13T15:31:41Z,4273594641,213,2.4,4273594637,141,45.1,4273594635,140,3.8,4273594643,1,,4273594633,56,Back,4273594639,212,39.3,,,,,,,5vholxar2s1konelieg8wjv85,M. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967371,16,1,1,1,1,7hlumphk42363z3i2nry2wrzj,1,8,47.2,2023-05-13T15:31:41.292Z,2023-05-13T15:31:47Z,4273595377,141,50.7,4273595375,140,18.8,4273595373,56,Back,4273595381,213,0.2,4273595379,212,11.6,,,,,,,,,,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967397,17,1,1,1,7,7hlumphk42363z3i2nry2wrzj,1,18.4,50.6,2023-05-13T15:31:47.708Z,2023-05-13T15:42:19Z,4273595515,140,4.5,4273595517,141,48.8,4273595521,213,3.2,4273595519,212,14.6,4273595513,56,Back,,,,,,,,,,9d08simhpio6vi217mqtro6ad,A. Traustason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967493,18,1,1,1,8,7hlumphk42363z3i2nry2wrzj,1,4.5,48.8,2023-05-13T15:31:48.844Z,2023-05-13T15:31:53Z,4273596013,56,Back,4273596019,212,22.0,4273596021,213,5.0,4273596017,141,18.0,4273596015,140,10.8,,,,,,,,,,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967609,19,1,1,1,13,7hlumphk42363z3i2nry2wrzj,0,21.1,11,2023-05-13T15:31:53.453Z,2023-05-13T15:31:59Z,4273596633,140,77.7,4273596629,155,,4273596639,213,0.1,4273596641,1,,4273596637,212,59.5,4273596631,56,Right,4273596635,141,15.5,,,,5vholxar2s1konelieg8wjv85,M. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967577,20,49,1,1,17,4mo3tith28qu9za01e8siplsn,1,20.7,86,2023-05-13T15:31:58.005Z,2023-05-13T15:31:58Z,,,,,,,,,,,,,,,,,,,,,,,,,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967637,21,61,1,1,20,4mo3tith28qu9za01e8siplsn,1,26.5,80.8,2023-05-13T15:32:00.903Z,2023-05-13T15:32:01Z,4273596797,56,Back,,,,,,,,,,,,,,,,,,,,,,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967691,22,1,1,1,22,4mo3tith28qu9za01e8siplsn,0,25.1,71.7,2023-05-13T15:32:02.613Z,2023-05-13T15:32:03Z,4273597085,140,42.6,4273597095,213,0.6,4273597081,155,,4273597083,56,Back,4273597087,141,89.7,4273597091,212,22.1,,,,,,,8hfaq7u5l18azxpig0vlv1exh,H. Zackrisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967717,20,1,1,1,24,7hlumphk42363z3i2nry2wrzj,0,63.2,8.9,2023-05-13T15:32:05.021Z,2023-05-16T12:05:08Z,4282780589,3,,4273597231,56,Right,4282780595,212,13.7,4282780593,141,13.9,4282780591,140,75.8,4282780597,213,0.3,,,,,,,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967761,23,8,1,1,26,4mo3tith28qu9za01e8siplsn,1,39.9,87.8,2023-05-13T15:32:06.581Z,2023-05-16T11:01:07Z,4282781239,385,,4273597459,56,Back,,,,,,,,,,,,,,,,,,,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967825,21,1,1,1,28,7hlumphk42363z3i2nry2wrzj,1,58.4,30.1,2023-05-13T15:32:09.052Z,2023-05-16T11:01:23Z,4273597795,56,Back,4273597807,212,14.2,4273597799,140,46.2,4273597809,213,2.7,4273597803,141,39.2,,,,,,,,,,5e2tf15sp7zo70njveqg1b2z9,J. Ortmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967867,22,1,1,1,30,7hlumphk42363z3i2nry2wrzj,1,45.4,46.4,2023-05-13T15:32:10.380Z,2023-05-13T15:32:13Z,4273598043,56,Back,4273598049,212,22.9,4273598051,213,1.8,4273598047,141,79.4,4273598045,140,41.2,,,,,,,,,,7e058o66inex7g90wrwaeauw9,A. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967963,23,1,1,1,33,7hlumphk42363z3i2nry2wrzj,1,43.4,80.2,2023-05-13T15:32:13.181Z,2023-05-13T15:32:18Z,4273598593,141,70.9,4273598591,140,46.8,4273598597,213,5.2,4273598589,56,Back,4273598595,212,7.3,,,,,,,,,,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967977,24,1,1,1,38,7hlumphk42363z3i2nry2wrzj,0,51.4,83.6,2023-05-13T15:32:18.333Z,2023-05-13T15:43:52Z,4273598649,56,Left,4273598657,141,85.3,4273598663,212,1.3,4273598653,140,52.0,4273598667,213,1.1,,,,,,,,,,9d08simhpio6vi217mqtro6ad,A. Traustason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967985,24,61,1,1,39,4mo3tith28qu9za01e8siplsn,1,40.9,14.3,2023-05-13T15:32:19.957Z,2023-05-13T15:32:20Z,4273598733,56,Back,,,,,,,,,,,,,,,,,,,,,,174tz9lh744fhcxzabu00746h,L. Le Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547967993,25,5,1,1,39,7hlumphk42363z3i2nry2wrzj,1,59.2,101.6,2023-05-13T15:32:19.965Z,2023-05-13T15:32:21Z,4273598881,233,25,4273598763,347,,4273598761,56,Left,,,,,,,,,,,,,,,,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547968007,25,5,1,1,39,4mo3tith28qu9za01e8siplsn,0,40.8,-1.6,2023-05-13T15:32:19.965Z,2023-05-13T17:46:13Z,4273598851,347,,4273598849,56,Back,4273598897,233,25,,,,,,,,,,,,,,,,174tz9lh744fhcxzabu00746h,L. Le Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547968223,26,1,1,1,49,7hlumphk42363z3i2nry2wrzj,1,54.6,100,2023-05-13T15:32:29.997Z,2023-05-13T15:32:32Z,4273600135,141,89.7,4273600137,212,8.6,4273600131,56,Left,4273600139,213,4.4,4273600133,140,51.8,4273600129,107,,,,,,,,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547968281,27,1,1,1,51,7hlumphk42363z3i2nry2wrzj,1,51.8,89.7,2023-05-13T15:32:31.949Z,2023-05-13T15:32:33Z,4273600417,141,98.7,4273600421,213,2.1,4273600415,140,48.5,4273600413,56,Back,4273600419,212,7.0,,,,,,,,,,5e2tf15sp7zo70njveqg1b2z9,J. Ortmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547968341,28,1,1,1,53,7hlumphk42363z3i2nry2wrzj,0,48.2,98.7,2023-05-13T15:32:33.388Z,2023-05-13T15:32:35Z,4273600645,141,100.0,4273600649,213,0.3,4273600647,212,7.1,4273600637,56,Left,4273600641,140,54.7,,,,,,,,,,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547968363,26,5,1,1,55,4mo3tith28qu9za01e8siplsn,1,42.8,-1.6,2023-05-13T15:32:35.203Z,2023-05-13T17:46:13Z,4273600795,347,,4273600793,56,Back,4273600861,233,29,,,,,,,,,,,,,,,,2097lnalyp5iq6vxvmbsnbhuc,O. Alfonsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547968349,29,5,1,1,55,7hlumphk42363z3i2nry2wrzj,0,57.2,101.6,2023-05-13T15:32:35.203Z,2023-05-13T15:32:37Z,4273600879,233,26,4273600685,56,Left,4273600687,347,,,,,,,,,,,,,,,,,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547968669,27,1,1,2,8,4mo3tith28qu9za01e8siplsn,0,47.3,0,2023-05-13T15:32:48.664Z,2023-05-13T15:32:51Z,4273602469,107,,4273602477,212,21.9,4273602471,56,Right,4273602473,140,67.1,4273602481,1,,4273602475,141,7.9,4273602479,213,0.3,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547968671,30,8,1,2,11,7hlumphk42363z3i2nry2wrzj,1,34,96.8,2023-05-13T15:32:51.341Z,2023-05-16T11:03:12Z,4282787415,385,,4273602487,56,Back,,,,,,,,,,,,,,,,,,,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547968725,28,5,1,2,12,4mo3tith28qu9za01e8siplsn,1,62.7,-1.2,2023-05-13T15:32:52.268Z,2023-05-13T17:46:14Z,4273602631,56,Right,4273602633,347,,4273602693,233,31,,,,,,,,,,,,,,,,1dbt7rghmrochy28w24ro9hhx,J. Lindner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
