id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2534672011,1,34,16,0,0,spvvjmk37iid7hsky9g3nce7,1,0,0,2023-04-16T15:00:51.895Z,2023-04-16T15:21:57Z,4195783393,59,"35, 14, 26, 24, 5, 29, 7, 3, 11, 16, 22, 8, 4, 6, 9, 10, 12, 17, 18, 30",4195783399,194,czfitwajt0sayki90i3fk5n85,4195783395,130,12,4195783403,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4195783397,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4195783389,30,"bomd9wl2cnqwck46ctwjqju1h, 23iwje6cgkgc05szzf2l5z97u, 1rkikvibo6lmhhtyfbg21jtp0, 5h6xr50d54zcxnktz7q58oa1h, as6coaak724tr7igyz1wwlfc9, 3vescyd2jf8wxx19q0kfedx0q, 93qjy2eilbuufwu2kbwpfng7p, akuyf0uf6ev1es1zjhs9fss89, bv57jiquzqjnzuxzw5r663aad, dgxqp83lhb316dec1rpi5op62, czfitwajt0sayki90i3fk5n85, d58ji96mcnebbci6skc46x9uc, f3tl93wfzx0pywpyrh7huipzo, bm0bafkutd9qb9qee06cys9re, 80s55a7uw8kypoikefwhtdm5m, b2ki48qnm9uycjpme5g6envf9, cu4fx7oa7rkoeqcgr619puok5, 9hg51o20uf6u2bjgshjax9soa, 12ha4y8olcyac71cvuvzs38k4, 5bjycgpdp1w7wr01mgb4z3j10",4195783391,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4195783401,197,7821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534675117,1,34,16,0,0,46yo78zak2j7kaxc5ak1fnm60,1,0,0,2023-04-16T15:04:37.828Z,2023-04-16T15:28:29Z,4195798955,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4195798953,194,emu9b7x0mtz4rp5p1fvd9wm39,4195910399,197,10418,4195798951,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4195798945,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4195798949,130,13,4195798943,30,"nchbnx9d19b7p899usbyfr2t, eekz2ott1frktykurkd5tmy2, 6co35kabo4cg0o796clfc9z6y, c8rh8b925j9iq99ri9z4jqfx0, 2iq4fns3hb778wgkmsa2c9zze, 2gbfwdmpk5gfmcc979aqfkyxh, bd52544djk7t61roc813rewdm, 2nduymuxduqebf1wyf0bjxgtm, au1328z9bxkwrtv9y2dczkwk5, emu9b7x0mtz4rp5p1fvd9wm39, 991l8wbi9cfhm2pmyid7cle22, 6vil8gpscw3z5hpoynir9i295, 613kkjtvfyf7mbvrqt9pcizmd, 3j10i32az64qfnkrjuiz2n4t0, ec6qqle54cq9gck2jhnbpjzs9, 6ynddvrfay02kkirltpn68s4q, 7dkzh4tqb9wrcw8gkx5k1x9t5, 46ups8z9vhv73u0op2ld07wus, 1g8gjxlf08emzsdd4ww6zkydw, 52d84j3zno9y0po641urvjmqd",4195798947,59,"1, 20, 3, 6, 15, 2, 47, 22, 10, 16, 8, 4, 5, 9, 12, 14, 21, 23, 24, 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699353,2,32,1,0,0,spvvjmk37iid7hsky9g3nce7,1,0,0,2023-04-16T15:30:33.825Z,2023-04-18T13:54:46Z,4195919389,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699361,2,32,1,0,0,46yo78zak2j7kaxc5ak1fnm60,1,0,0,2023-04-16T15:30:33.825Z,2023-04-16T15:30:36Z,4195919467,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699413,3,1,1,0,1,spvvjmk37iid7hsky9g3nce7,1,50,50,2023-04-16T15:30:34.925Z,2023-04-17T13:01:37Z,4195919761,56,Back,4195919771,279,S,4195919767,212,23.7,4195919769,213,3.2,4195919763,140,27.5,4195919765,141,47.5,,,,,,,akuyf0uf6ev1es1zjhs9fss89,A. Brorsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699469,4,1,1,0,3,spvvjmk37iid7hsky9g3nce7,0,29.2,46.1,2023-04-16T15:30:37.469Z,2023-04-16T15:30:40Z,4195920113,155,,4195920119,141,25.2,4195920115,56,Center,4195920121,212,56.0,4195920117,140,80.8,4195920125,1,,4195920123,213,6.0,,,,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699595,5,49,1,0,8,46yo78zak2j7kaxc5ak1fnm60,1,19.7,75.3,2023-04-16T15:30:42.114Z,2023-04-16T15:30:49Z,,,,,,,,,,,,,,,,,,,,,,,,,c8rh8b925j9iq99ri9z4jqfx0,O. Wallin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699543,3,1,1,0,9,46yo78zak2j7kaxc5ak1fnm60,0,19.9,73.8,2023-04-16T15:30:43.098Z,2023-04-16T15:30:44Z,4195920537,140,16.8,4195920535,56,Back,4195920539,141,100.0,4195920541,212,19.0,4195920543,213,1.7,,,,,,,,,,c8rh8b925j9iq99ri9z4jqfx0,O. Wallin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699557,4,5,1,0,10,46yo78zak2j7kaxc5ak1fnm60,0,14.4,101.6,2023-04-16T15:30:44.448Z,2023-04-16T15:30:45Z,4195920679,233,5,4195920583,56,Back,4195920585,347,,,,,,,,,,,,,,,,,c8rh8b925j9iq99ri9z4jqfx0,O. Wallin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699559,5,5,1,0,10,spvvjmk37iid7hsky9g3nce7,1,85.6,-1.6,2023-04-16T15:30:44.448Z,2023-04-16T16:29:12Z,4195920657,233,4,4195920591,56,Right,4195920593,347,,,,,,,,,,,,,,,,,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699903,6,1,1,0,29,spvvjmk37iid7hsky9g3nce7,1,88,0,2023-04-16T15:31:03.644Z,2023-04-18T15:20:35Z,4195922577,212,24.3,4195922579,213,1.4,4195922573,140,90.9,4195922575,141,33.4,4198414507,154,,4195922581,1,,4195922569,107,,4198414505,210,13,dgxqp83lhb316dec1rpi5op62,A. Johansson,1,4195922571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699929,7,44,1,0,30,spvvjmk37iid7hsky9g3nce7,1,89.4,33,2023-04-16T15:31:04.795Z,2023-04-17T15:48:48Z,4195922701,286,,4195922699,56,Center,4195922885,233,6,,,,,,,,,,,,,,,,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699951,6,44,1,0,30,46yo78zak2j7kaxc5ak1fnm60,0,10.6,67,2023-04-16T15:31:04.796Z,2023-04-17T13:13:36Z,4195922923,233,7,4195922825,285,,4195922821,56,Back,,,,,,,,,,,,,,,,991l8wbi9cfhm2pmyid7cle22,D. Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
