id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2545111111,1,34,16,0,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0,0,2023-05-07T12:14:24.080Z,2023-05-07T13:18:34Z,4258371101,130,12,4258371105,194,e3ked0g7shh0wf1owzzv5bkl,4258371099,59,"15, 32, 12, 6, 5, 16, 8, 14, 7, 9, 22, 4, 10, 11, 18, 20, 23, 45, 47",4258371095,30,"a0vo94v0vvnojrnvvscd7zp3p, 35s5mefte5hagf4wjv96u9756, reelt18o0lhvy8vl8h33glpl, 67fpbhmyalc9zlkqts4mwafh1, e3ked0g7shh0wf1owzzv5bkl, 5verheyzkwkwrmn3k10t7tz6y, dwq0cjzdbt6dvc81bq316c2cp, 5q20jb98g7acxc4ixvuhspwtm, 8lrsefp53ez5jm3hd5fy8tck5, 5dxrx40pty4wtwdrd341p0aju, 4dswyr2m0bxs6rkf56y21mz85, cwkz9uxtres4bockr3spd4hxx, cn1fq06cx1kaj0zbs98vjskb9, 3xx0l8c30mjstvxq7z1s0fnit, 2q5dedfrzn793s2alaaig8i6s, 4utpi6ulxymm3729oqdmzbwlx, 46cpb4wc30lcdjh6241bd29cl, b5efwfrqbzdfknrjq3agklvdg, 6utvjndbc0etrvdrul1oajdp0",4258371109,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4258371097,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4258371103,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4258371107,197,5149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545113109,1,34,16,0,0,93ohqui2qgqm8408viwmm1ken,1,0,0,2023-05-07T12:15:44.668Z,2023-05-07T13:22:10Z,4258381183,59,"27, 15, 25, 31, 19, 24, 11, 8, 9, 10, 21, 1, 2, 5, 6, 13, 20, 22, 36, 38",4258381193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4258381187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4258381179,30,"2e1hb1s2jhbpag0wk814qgqmt, 5ocn8a1on2u9o9giyulgqtvxl, carpl05zgalgbsd6gnk3akc89, elwm97xvha0y0t8yqx5sur9ck, 7ujr3n286xjhtwsrckvkbldxx, 9mjzy2s8qv0a5qw9pyhs112ol, 144jdrezcfwd4uh3sk7zhtizu, 2e1l4p2kxtk1hd4yeuetyua51, 90eoelhr2oxpg3ejr2whwwu6t, 62w849kqrnjm00xr12suencgl, a19tsu5agpdwugg5fsijzzxsl, 7iv79dtpsplpjl1jxod3swmlm, 4h6t59bj1n3ci5ti1g7tsimz9, aa6awfy4ioanjg9raw55t072t, duhvdeeqlyxgt2qve8fjgrpat, 70uwtz6q782qjf2mqpdlqpbkl, 5occq5bmrhcs8rtxwsdi18bf9, dvi2tleym136aqpvwfi4lustm, 1meafg8cs0tnmmm6ep0563alm, 7hugqbtot3c8fmxtfqld9l15g",4258381189,194,62w849kqrnjm00xr12suencgl,4258381181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4258381191,197,2216,4258381185,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545179489,2,32,1,0,0,93ohqui2qgqm8408viwmm1ken,1,0,0,2023-05-07T13:09:46.552Z,2023-05-08T09:35:23Z,4258722369,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545179479,2,32,1,0,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0,0,2023-05-07T13:09:46.552Z,2023-05-07T13:09:46Z,4258722321,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545179515,3,1,1,0,0,93ohqui2qgqm8408viwmm1ken,1,50,50.1,2023-05-07T13:09:46.824Z,2023-05-08T07:57:02Z,4258722539,212,2.5,4258722541,213,3.4,4258722533,56,Back,4258722537,141,49.3,4258722543,279,S,4258722535,140,47.7,,,,,,,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545179615,4,1,1,0,1,93ohqui2qgqm8408viwmm1ken,1,48,42.9,2023-05-07T13:09:47.890Z,2023-05-08T07:57:12Z,4258723083,213,4.6,4258723075,56,Back,4258723079,141,12.4,4258723077,140,45.7,4258723081,212,20.9,,,,,,,,,,62w849kqrnjm00xr12suencgl,A. Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545179653,5,1,1,0,4,93ohqui2qgqm8408viwmm1ken,1,45.7,15.3,2023-05-07T13:09:51.050Z,2023-05-07T13:09:54Z,4258723309,213,2.2,4258723301,56,Back,4258723305,141,30.3,4258723303,140,39.2,4258723307,212,12.3,,,,,,,,,,5ocn8a1on2u9o9giyulgqtvxl,J. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545179697,6,1,1,0,6,93ohqui2qgqm8408viwmm1ken,1,39.4,30.3,2023-05-07T13:09:53.089Z,2023-05-07T13:09:55Z,4258723543,140,48.1,4258723547,212,14.7,4258723549,213,5.4,4258723541,56,Back,4258723545,141,13.4,,,,,,,,,,2e1l4p2kxtk1hd4yeuetyua51,S. Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545179747,7,1,1,0,8,93ohqui2qgqm8408viwmm1ken,1,48.8,16.5,2023-05-07T13:09:55.474Z,2023-05-07T13:16:07Z,4258723771,212,15.9,4258723765,140,33.7,4258723767,141,16.8,4258723763,56,Back,4258723773,213,3.1,,,,,,,,,,5ocn8a1on2u9o9giyulgqtvxl,J. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545179927,8,4,1,0,12,93ohqui2qgqm8408viwmm1ken,1,44.2,10.5,2023-05-07T13:09:58.646Z,2023-05-08T07:57:36Z,4258724701,152,,4258724699,56,Back,4258724697,13,,4258724705,286,,4258724703,265,,4258724753,233,3,,,,,,,2e1l4p2kxtk1hd4yeuetyua51,S. Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
