id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2540670225,245,49,1,28,53,4jg5vd59i24chckyua90dr1lg,1,22.9,32.7,2023-04-29T13:30:45.468Z,2023-04-29T13:30:45Z,,,,,,,,,,,,,,,,,,,,,,,,,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670273,246,1,1,28,54,4jg5vd59i24chckyua90dr1lg,1,24.2,33,2023-04-29T13:30:46.269Z,2023-04-29T13:30:48Z,4234685431,56,Back,4234685439,213,5.1,4234685433,140,31.5,4234685437,212,19.1,4234685435,141,7.3,,,,,,,,,,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670279,247,61,1,28,56,4jg5vd59i24chckyua90dr1lg,0,32,7.3,2023-04-29T13:30:48.253Z,2023-04-29T13:30:48Z,4234685491,56,Back,,,,,,,,,,,,,,,,,,,,,,72eskzopskdqlizss1nhznuqy,A. Alsanati,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670289,230,5,1,28,57,5mbo4f0vps12dr0fcvjn3wyp5,1,71.8,101.6,2023-04-29T13:30:48.859Z,2023-04-29T13:30:50Z,4234685519,56,Left,4234685621,233,248,4234685521,347,,,,,,,,,,,,,,,,,67fpbhmyalc9zlkqts4mwafh1,J. Haliti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670295,248,5,1,28,57,4jg5vd59i24chckyua90dr1lg,0,28.2,-1.6,2023-04-29T13:30:48.859Z,2023-04-29T13:57:08Z,4234685549,347,,4234685667,233,230,4234685547,56,Back,,,,,,,,,,,,,,,,72eskzopskdqlizss1nhznuqy,A. Alsanati,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670377,231,1,1,28,59,5mbo4f0vps12dr0fcvjn3wyp5,1,74.3,100,2023-04-29T13:30:50.778Z,2023-04-29T13:39:01Z,4234686145,189,,4234686025,141,89.3,4234686023,140,69.6,4234686021,56,Left,4234686027,212,9.9,4234686019,107,,4234686029,213,4.2,,,,67fpbhmyalc9zlkqts4mwafh1,J. Haliti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670421,232,1,1,29,2,5mbo4f0vps12dr0fcvjn3wyp5,1,69.5,89.8,2023-04-29T13:30:54.257Z,2023-04-29T13:39:14Z,4234686257,212,6.7,4234686259,213,2.1,4234686255,141,98.5,4234686253,140,66.5,4234686251,56,Left,,,,,,,,,,dwq0cjzdbt6dvc81bq316c2cp,B. Hussein,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670451,233,1,1,29,6,5mbo4f0vps12dr0fcvjn3wyp5,1,73,95.4,2023-04-29T13:30:57.914Z,2023-04-29T13:39:20Z,4234686409,213,5.1,4234686407,212,15.2,4234686401,56,Center,4234686403,140,78.0,4234686405,141,74.5,,,,,,,,,,67fpbhmyalc9zlkqts4mwafh1,J. Haliti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670481,234,1,1,29,8,5mbo4f0vps12dr0fcvjn3wyp5,1,76.9,73.3,2023-04-29T13:30:59.915Z,2023-04-29T13:31:01Z,4234686521,141,57.3,4234686517,56,Center,4234686525,213,4.2,4234686523,212,12.7,4234686519,140,70.7,,,,,,,,,,6utvjndbc0etrvdrul1oajdp0,A. Fesshaie,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670545,235,1,1,29,10,5mbo4f0vps12dr0fcvjn3wyp5,1,69.9,54.6,2023-04-29T13:31:01.658Z,2023-04-29T13:31:05Z,4234686863,56,Right,4234686865,140,82.7,4234686869,212,35.8,4234686867,141,5.8,4234686873,1,,4234686871,213,5.1,,,,,,,4dswyr2m0bxs6rkf56y21mz85,A. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670591,236,1,1,29,14,5mbo4f0vps12dr0fcvjn3wyp5,0,87.2,6.4,2023-04-29T13:31:05.529Z,2023-04-30T09:48:08Z,4234687091,141,20.0,4234687085,155,,4239032185,224,,4234687083,2,,4234687093,212,9.3,4234687095,213,1.6,4234687087,56,Right,4239032187,20,,35s5mefte5hagf4wjv96u9756,Rui Modesto,4234687089,140,,,,86.8,,,,,,,,,,,,,,,,,,,,,
2540670599,250,61,1,29,17,4jg5vd59i24chckyua90dr1lg,1,14.2,71.4,2023-04-29T13:31:08.574Z,2023-04-29T13:31:08Z,4234687127,56,Back,,,,,,,,,,,,,,,,,,,,,,7ckkvggtampx9s3nklr1u62vo,M. Jeng,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670649,251,49,1,29,19,4jg5vd59i24chckyua90dr1lg,1,29.9,79,2023-04-29T13:31:11.420Z,2023-04-29T13:31:11Z,,,,,,,,,,,,,,,,,,,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670681,252,1,1,29,20,4jg5vd59i24chckyua90dr1lg,0,29.9,79,2023-04-29T13:31:11.597Z,2023-04-29T13:31:13Z,4234687571,140,47.5,4234687575,212,19.6,4234687569,56,Back,4234687573,141,88.4,4234687577,213,0.3,4234687579,1,,4234687565,157,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670687,237,49,1,29,21,5mbo4f0vps12dr0fcvjn3wyp5,1,49.9,8,2023-04-29T13:31:13.427Z,2023-04-29T13:40:20Z,,,,,,,,,,,,,,,,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670699,238,1,1,29,22,5mbo4f0vps12dr0fcvjn3wyp5,0,49.9,8,2023-04-29T13:31:13.700Z,2023-04-29T13:40:23Z,4234687649,140,67.4,4234687651,141,14.9,4234687645,157,,4234687647,56,Right,4234687653,212,19.0,4234687657,1,,4234687655,213,0.3,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670729,254,49,1,29,23,4jg5vd59i24chckyua90dr1lg,1,38.8,79.7,2023-04-29T13:31:14.909Z,2023-04-29T13:40:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7ckkvggtampx9s3nklr1u62vo,M. Jeng,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670721,253,1,1,29,24,4jg5vd59i24chckyua90dr1lg,0,28.3,85.1,2023-04-29T13:31:15.692Z,2023-04-29T13:40:32Z,4234687765,213,0.1,4234687763,212,4.9,4234687759,140,32.9,4234687761,141,85.9,4234687757,56,Back,,,,,,,,,,7ckkvggtampx9s3nklr1u62vo,M. Jeng,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670793,239,61,1,29,25,5mbo4f0vps12dr0fcvjn3wyp5,1,62.2,32.7,2023-04-29T13:31:16.810Z,2023-04-29T13:40:46Z,4234688123,56,Center,,,,,,,,,,,,,,,,,,,,,,35s5mefte5hagf4wjv96u9756,Rui Modesto,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670889,255,1,1,29,28,4jg5vd59i24chckyua90dr1lg,1,37.7,65.7,2023-04-29T13:31:20.252Z,2023-04-29T13:31:27Z,4234688571,213,4.9,4234688567,141,14.3,4234688573,1,,4234688569,212,35.3,4234688565,140,42.6,4234688563,56,Back,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670997,257,1,1,29,38,4jg5vd59i24chckyua90dr1lg,1,59.2,20.4,2023-04-29T13:31:29.995Z,2023-04-30T09:48:43Z,4239033751,155,,4234689017,213,1.5,4234689019,1,,4234689009,56,Left,4234689007,196,,4234689011,140,61.8,4234689015,212,47.6,4234689013,141,90.3,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671035,258,1,1,29,43,4jg5vd59i24chckyua90dr1lg,1,66.5,85.9,2023-04-29T13:31:35.372Z,2023-04-29T13:31:38Z,4234689217,56,Center,4234689225,213,4.1,4234689223,212,8.2,4234689219,140,62.0,4234689221,141,76.0,,,,,,,,,,7ckkvggtampx9s3nklr1u62vo,M. Jeng,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671075,259,1,1,29,46,4jg5vd59i24chckyua90dr1lg,1,59.9,74.2,2023-04-29T13:31:38.044Z,2023-04-29T13:31:40Z,4234689451,140,51.7,4234689453,141,62.6,4234689455,212,11.7,4234689449,56,Center,4234689457,213,3.9,,,,,,,,,,9sgtxk82p3wstmmncfw7n5fu2,J. Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671115,260,1,1,29,48,4jg5vd59i24chckyua90dr1lg,1,51.1,62.3,2023-04-29T13:31:40.268Z,2023-04-29T13:31:42Z,4234689627,212,33.5,4234689611,56,Right,4234689635,1,,4234689621,141,15.0,4234689615,140,60.0,4234689631,213,5.0,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671147,261,1,1,29,51,4jg5vd59i24chckyua90dr1lg,1,61.5,15.6,2023-04-29T13:31:42.684Z,2023-04-29T13:31:44Z,4234689789,213,5.8,4234689787,212,15.0,4234689781,56,Right,4234689783,140,74.4,4234689785,141,6.2,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671167,262,1,1,29,53,4jg5vd59i24chckyua90dr1lg,1,74.6,6.7,2023-04-29T13:31:44.524Z,2023-04-29T13:31:46Z,4234689887,140,72.2,4234689891,212,6.3,4234689885,56,Right,4234689889,141,15.2,4234689893,213,2.0,,,,,,,,,,72eskzopskdqlizss1nhznuqy,A. Alsanati,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671211,263,1,1,29,54,4jg5vd59i24chckyua90dr1lg,1,72.7,18.2,2023-04-29T13:31:45.964Z,2023-04-29T13:31:48Z,4234690089,212,7.1,4234690083,56,Center,4234690085,140,70.8,4234690091,213,1.9,4234690087,141,28.2,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671231,264,1,1,29,56,4jg5vd59i24chckyua90dr1lg,1,70.2,34.9,2023-04-29T13:31:47.628Z,2023-04-29T13:31:50Z,4234690181,140,68.7,4234690183,141,17.0,4234690179,56,Right,4234690185,212,12.3,4234690187,213,4.6,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671301,265,1,1,29,58,4jg5vd59i24chckyua90dr1lg,1,74.1,19.2,2023-04-29T13:31:49.788Z,2023-04-30T09:49:17Z,4234690501,212,28.9,4234690489,2,,4234690503,213,1.0,4234691369,154,,4234690499,141,55.4,4234691367,210,15,4234690491,155,,4239034567,223,,72eskzopskdqlizss1nhznuqy,A. Alsanati,4239034569,72,4234690493,56,Center,,1,4234690495,140,88.5,,,,,,,,,,,,,,,,,
2540671327,266,44,1,29,58,4jg5vd59i24chckyua90dr1lg,1,87.6,54.8,2023-04-29T13:31:50.485Z,2023-04-30T09:49:12Z,4234690613,56,Center,4234690615,286,,4234690695,233,240,,,,,,,,,,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671321,240,44,1,29,58,5mbo4f0vps12dr0fcvjn3wyp5,0,12.4,45.2,2023-04-29T13:31:50.486Z,2023-04-30T09:49:15Z,4234690595,285,,4234690725,233,266,4234690593,56,Back,,,,,,,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671331,267,15,1,29,59,4jg5vd59i24chckyua90dr1lg,1,87.9,57.6,2023-04-29T13:31:50.916Z,2023-04-30T09:49:17Z,4234691397,154,,4234690639,56,Center,4234691409,147,49.6,4234691003,15,,4234691403,102,50.0,4234690635,22,,4234691405,103,21.5,4234691053,233,242,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,4234691399,55,4234691407,146,99.7,265,,4234690637,17,,4234691393,79,,4234691395,29,4234691007,328,,,,,,,,,,
2540671385,242,10,1,29,59,5mbo4f0vps12dr0fcvjn3wyp5,1,2.7,49.9,2023-04-29T13:31:51.016Z,2023-04-30T09:49:31Z,4234690891,178,,4234690893,182,,4239035545,377,,4234690887,177,,4234691091,233,267,4234690897,56,Back,,,,,,,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671373,241,52,1,30,4,5mbo4f0vps12dr0fcvjn3wyp5,1,2.7,49.9,2023-04-29T13:31:55.622Z,2023-04-30T09:49:34Z,4239035589,377,,,,,,,,,,,,,,,,,,,,,,,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671629,243,1,1,30,14,5mbo4f0vps12dr0fcvjn3wyp5,1,7,56.6,2023-04-29T13:32:05.546Z,2023-04-29T13:32:10Z,4234692157,213,4.8,4234692147,123,,4234692149,56,Back,4234692155,212,26.0,4234692153,141,18.5,4234692151,140,9.3,,,,,,,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671673,244,1,1,30,19,5mbo4f0vps12dr0fcvjn3wyp5,0,18.2,7.6,2023-04-29T13:32:10.667Z,2023-04-29T13:38:13Z,4234692371,213,0.2,4234692367,141,16.5,4234692373,1,,4234692369,212,39.6,4234692361,155,,4234692365,140,55.5,4234692363,56,Right,,,,e3ked0g7shh0wf1owzzv5bkl,A. Milošević,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671707,268,1,1,30,20,4jg5vd59i24chckyua90dr1lg,1,40.5,82.4,2023-04-29T13:32:11.796Z,2023-04-30T09:50:15Z,4234692571,212,18.7,4234692569,141,83.3,4234692565,56,Left,4234692573,213,0.0,4234692567,140,58.3,,,,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671767,269,61,1,30,21,4jg5vd59i24chckyua90dr1lg,1,56.6,74.1,2023-04-29T13:32:12.804Z,2023-04-30T09:50:16Z,4234692931,56,Center,,,,,,,,,,,,,,,,,,,,,,9sgtxk82p3wstmmncfw7n5fu2,J. Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541485227,940,49,1,30,22,4jg5vd59i24chckyua90dr1lg,1,53.6,69.2,2023-04-29T13:32:14.402Z,2023-04-30T09:50:23Z,,,,,,,,,,,,,,,,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671799,270,1,1,30,25,4jg5vd59i24chckyua90dr1lg,1,52.1,72.1,2023-04-29T13:32:16.775Z,2023-04-29T13:38:36Z,4234693043,213,6.2,4234693037,140,63.5,4234693035,56,Center,4234693041,212,12.0,4234693039,141,70.9,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672411,273,1,1,30,26,4jg5vd59i24chckyua90dr1lg,0,59.8,73,2023-04-29T13:32:18.093Z,2023-04-29T13:38:51Z,4234696241,56,Center,4234696243,140,68.4,4234696249,213,0.3,4234696245,141,77.7,4234696247,212,9.6,,,,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671781,245,49,1,30,27,5mbo4f0vps12dr0fcvjn3wyp5,1,25.9,21.9,2023-04-29T13:32:19.387Z,2023-04-29T13:33:00Z,,,,,,,,,,,,,,,,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671917,247,1,1,30,32,5mbo4f0vps12dr0fcvjn3wyp5,1,25,34,2023-04-29T13:32:23.546Z,2023-04-29T13:32:28Z,4234693657,212,24.4,4234693659,213,1.3,4234693655,141,68.1,4234693653,140,32.1,4234693651,56,Back,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672077,248,1,1,30,38,5mbo4f0vps12dr0fcvjn3wyp5,1,44.8,65.7,2023-04-29T13:32:30.301Z,2023-04-29T13:32:36Z,4234694549,140,81.6,4234694547,56,Right,4234694557,1,,4234694551,141,10.1,4234694545,155,,4234694553,212,54.1,4234694555,213,5.5,,,,67fpbhmyalc9zlkqts4mwafh1,J. Haliti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672087,249,1,1,30,45,5mbo4f0vps12dr0fcvjn3wyp5,0,97.6,24.6,2023-04-29T13:32:36.651Z,2023-04-30T09:51:14Z,4239037367,20,,4234694589,2,,4234694599,212,3.1,4234694719,236,,4234694597,141,28.9,4239037365,386,,4239037363,225,,4234694721,233,271,35s5mefte5hagf4wjv96u9756,Rui Modesto,4234694601,213,4234694593,56,Center,1.9,,4234694725,286,,4234694595,140,96.7,,,,,,,,,,,,,,
2540672097,271,12,1,30,45,4jg5vd59i24chckyua90dr1lg,1,6.4,70.9,2023-04-29T13:32:36.751Z,2023-04-29T13:32:39Z,4234694643,56,Back,4234694763,233,249,4234694641,185,,,,,,,,,,,,,,,,,7ckkvggtampx9s3nklr1u62vo,M. Jeng,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672131,250,6,1,30,47,5mbo4f0vps12dr0fcvjn3wyp5,1,95.2,29,2023-04-29T13:32:38.684Z,2023-04-30T09:51:17Z,4234694815,56,Center,4234694817,75,,4234694997,233,272,,,,,,,,,,,,,,,,35s5mefte5hagf4wjv96u9756,Rui Modesto,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672157,272,6,1,30,47,4jg5vd59i24chckyua90dr1lg,0,4.8,71,2023-04-29T13:32:38.684Z,2023-04-30T09:51:31Z,4234695093,233,250,4234694951,75,,4234694949,56,Back,,,,,,,,,,,,,,,,7ckkvggtampx9s3nklr1u62vo,M. Jeng,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672533,251,1,1,31,4,5mbo4f0vps12dr0fcvjn3wyp5,0,99.6,0.7,2023-04-29T13:32:56.099Z,2023-04-30T09:51:37Z,4234696817,212,11.9,4234696819,213,2.7,4234696805,6,,4234696815,141,8.9,4234696813,140,89.6,4234696811,56,Right,4239038895,189,,,,,dwq0cjzdbt6dvc81bq316c2cp,B. Hussein,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540673435,257,3,1,31,5,5mbo4f0vps12dr0fcvjn3wyp5,0,86.1,13.8,2023-04-29T13:32:56.756Z,2023-04-30T09:51:42Z,4234730347,286,,4234730345,56,Right,4234735687,233,353,4239039051,465,,,,,,,,,,,,,,67fpbhmyalc9zlkqts4mwafh1,J. Haliti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540680335,353,7,1,31,5,4jg5vd59i24chckyua90dr1lg,1,13.9,86.2,2023-04-29T13:32:56.757Z,2023-04-30T09:51:44Z,4234735555,285,,4234735749,233,257,4234735553,56,Back,4239039113,384,,,,,,,,,,,,,,94v0gyaccr498bwf5enqyhox6,T. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672509,274,49,1,31,11,4jg5vd59i24chckyua90dr1lg,1,24.2,69.9,2023-04-29T13:33:02.589Z,2023-04-29T13:33:02Z,,,,,,,,,,,,,,,,,,,,,,,,,72eskzopskdqlizss1nhznuqy,A. Alsanati,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672585,275,1,1,31,11,4jg5vd59i24chckyua90dr1lg,1,24.2,69.9,2023-04-29T13:33:02.813Z,2023-04-29T13:33:07Z,4234697071,56,Back,4234697073,140,37.1,4234697093,213,0.7,4234697085,212,17.1,4234697079,141,85.3,,,,,,,,,,72eskzopskdqlizss1nhznuqy,A. Alsanati,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672633,276,1,1,31,15,4jg5vd59i24chckyua90dr1lg,0,48.1,64,2023-04-29T13:33:06.813Z,2023-04-29T13:33:09Z,4234697343,213,5.3,4234697337,140,61.9,4234697335,56,Center,4234697341,212,27.1,4234697339,141,30.4,,,,,,,,,,94v0gyaccr498bwf5enqyhox6,T. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672685,252,49,1,31,19,5mbo4f0vps12dr0fcvjn3wyp5,1,31.2,92.3,2023-04-29T13:33:10.987Z,2023-04-29T13:40:44Z,,,,,,,,,,,,,,,,,,,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672829,253,3,1,31,20,5mbo4f0vps12dr0fcvjn3wyp5,1,33.6,88.4,2023-04-29T13:33:11.740Z,2023-04-30T09:51:55Z,4234698289,233,277,4234698243,56,Back,4234698247,286,,4239039515,465,,,,,,,,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672709,277,45,1,31,20,4jg5vd59i24chckyua90dr1lg,0,66.4,11.6,2023-04-29T13:33:11.740Z,2023-04-29T13:40:47Z,4234698329,233,253,4234697673,56,Right,4234697675,285,,,,,,,,,,,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672921,254,1,1,31,22,5mbo4f0vps12dr0fcvjn3wyp5,1,75.1,94.2,2023-04-29T13:33:14.370Z,2023-04-29T13:41:06Z,4234698707,56,Left,4234698711,141,89.8,4234698709,140,63.0,4234698719,213,3.4,4234698715,212,13.1,,,,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540675687,281,1,1,31,27,5mbo4f0vps12dr0fcvjn3wyp5,1,66,89.6,2023-04-29T13:33:19.069Z,2023-04-29T13:41:27Z,4234740129,141,72.1,4234740125,56,Center,4234740131,212,14.5,4234740127,140,58.1,4234740133,213,4.1,,,,,,,,,,6utvjndbc0etrvdrul1oajdp0,A. Fesshaie,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540672989,255,1,1,31,33,5mbo4f0vps12dr0fcvjn3wyp5,1,58.9,77.6,2023-04-29T13:33:25.067Z,2023-04-29T13:41:36Z,4234699109,212,19.8,4234699097,56,Left,4234699113,213,0.6,4234699105,141,95.0,4234699101,140,74.0,,,,,,,,,,5q20jb98g7acxc4ixvuhspwtm,A. Magashy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540673105,256,1,1,31,38,5mbo4f0vps12dr0fcvjn3wyp5,0,77.6,83.2,2023-04-29T13:33:30.362Z,2023-04-30T09:52:45Z,4234699641,56,Center,4234699645,141,44.9,4239040409,20,,4239040407,223,,4234699643,140,98.2,4234699651,1,,4234699637,2,,4234699639,155,,8uvq88srclwb1303aev72iz8p,E. Otieno,4234699647,212,4234699649,213,5.4,33.9,,,,,,,,,,,,,,,,,,,,,
2540673115,278,52,1,31,42,4jg5vd59i24chckyua90dr1lg,1,4.6,51.3,2023-04-29T13:33:33.676Z,2023-04-30T09:52:49Z,4239041187,378,,,,,,,,,,,,,,,,,,,,,,,4mnn3qqpodu948yni3okjj7qh,J. Tånnander,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540673491,279,1,1,32,1,4jg5vd59i24chckyua90dr1lg,1,8.8,49.6,2023-04-29T13:33:53.069Z,2023-04-29T13:41:54Z,4234701543,213,5.9,4234701527,123,,4234701531,56,Back,4234701539,141,39.2,4234701541,212,19.3,4234701535,140,25.9,4234742555,189,,,,,4mnn3qqpodu948yni3okjj7qh,J. Tånnander,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540673529,280,1,1,32,3,4jg5vd59i24chckyua90dr1lg,1,30.3,45.7,2023-04-29T13:33:54.717Z,2023-04-29T13:41:58Z,4234701731,56,Back,4234701735,141,86.0,4234701733,140,35.6,4234742837,189,,4234701737,212,28.0,4234701739,213,1.4,,,,,,,9sgtxk82p3wstmmncfw7n5fu2,J. Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540673585,281,1,1,32,7,4jg5vd59i24chckyua90dr1lg,1,42.1,88.3,2023-04-29T13:33:58.828Z,2023-04-29T13:34:00Z,4234702021,213,5.7,4234702017,141,74.2,4234702015,140,56.4,4234702019,212,17.8,4234702013,56,Center,,,,,,,,,,7ckkvggtampx9s3nklr1u62vo,M. Jeng,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540673611,282,1,1,32,8,4jg5vd59i24chckyua90dr1lg,1,56.3,74.2,2023-04-29T13:34:00.445Z,2023-04-29T13:34:01Z,4234702153,213,2.4,4234702151,212,14.2,4234702149,141,88.6,4234702147,140,46.5,4234702145,56,Back,,,,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540673685,283,1,1,32,10,4jg5vd59i24chckyua90dr1lg,1,45.9,90.8,2023-04-29T13:34:01.565Z,2023-04-29T13:34:06Z,4234702529,141,78.4,4234702527,140,30.4,4234702531,212,18.3,4234702525,56,Back,4234702533,213,3.6,,,,,,,,,,7ckkvggtampx9s3nklr1u62vo,M. Jeng,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540673799,284,1,1,32,15,4jg5vd59i24chckyua90dr1lg,1,30.5,75.4,2023-04-29T13:34:06.701Z,2023-04-29T13:34:13Z,4234703071,1,,4234703069,213,5.2,4234703067,212,53.1,4234703061,56,Right,4234703059,196,,4234703063,140,56.3,4234703065,141,8.2,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540673825,285,1,1,32,21,4jg5vd59i24chckyua90dr1lg,1,57.1,17,2023-04-29T13:34:13.132Z,2023-04-29T13:34:14Z,4234703237,213,1.5,4234703229,56,Center,4234703233,141,30.0,4234703235,212,8.9,4234703231,140,57.9,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540673867,286,1,1,32,22,4jg5vd59i24chckyua90dr1lg,1,58,30.4,2023-04-29T13:34:14.317Z,2023-04-29T13:42:31Z,4234703397,212,6.4,4234703395,141,24.9,4234703393,140,63.0,4234703399,213,5.7,4234703391,56,Center,,,,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,
