id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value
2531008525,1,34,16,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0,0,2023-04-09T12:11:57.519Z,2023-04-09T13:05:41Z,4176295909,30,"eydu7p01ud08kscyaav4aaok5, ena92ro3qpi2wgbzznu4xc4fe, 15nsr315qb7jhyeik47x9wrxm, 35gounciadqplhg50z8pgno5, 3k9t74k0qctv5qvmkbcxwtoet, 8unnvgvft6knxupbp9oxh621h, bar5tlyxm2vim2ewqauywgb85, 87cds2pw8n5bacxfbits3kk5w, de2unef3dan4fnahz184pyqz8, 619vlbweueymdkq1vu3jm2mwa, 5xbrybr5fxvg6br9b6tq4a4fd, 620zi46ifanq9e9j7qaluzqvp, enrm3rj4awqw0i9r0zi3if4yd, 6lykrd3hzedl7xljr167gow5x, dxnnlilj6cj5iyqhuvlfpiymt, 780mdhlnrheqczv6o7p5l8hzo, 5rbr8z5frgawr2ykcmcxbbluy, 9pr02xl5zkizsdlw8ln1o3axg, c3mf113babl3u4iqq9mb2gmxg, 7sez5w47trh4xnngir0epzl04",4176295915,59,"26, 12, 25, 11, 3, 5, 18, 27, 7, 37, 24, 1, 9, 13, 15, 16, 19, 40, 38, 35",4176295913,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4176295921,194,35gounciadqplhg50z8pgno5,4176295925,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4176295919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4176295923,197,4756,4176295917,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531015767,1,34,16,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,0,0,2023-04-09T12:21:29.452Z,2023-04-09T13:17:16Z,4176329987,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4176329997,197,5162,4176329999,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4176329985,30,"4qyy11gb9nepxkd3i7f9axh0q, dyl8h9vm22myhbuuavsimnx05, 7eo3ceto09y3x4j4gh9m91kvd, 77zrjzfkfp7hozuj05ktwhtqt, 64wjz8rl45dql3qdc7ynk3ckq, b1sztx2xd79amygbbvdia24et, 8x51gbtkf78eskjolnedvoi51, bntdkaauxt1thtg6ukfs38g0k, chzhwdk4l54t2kf606bkuiaqd, 4mroygq2ruxkml5c5j4awwted, 5ib5990rsa8y9pf2bu4risjqh, 8cdx7aahcxg6be4qiwv9vq39w, 5leej1ji11foystzd1xj4q961, 5s647zr10m1nxt4xxpxkpgmw9, q1o72uyrvclbkccpjvzugacq, au1cbzehllmo4yyt6s0d16rkk, 8vl4hue7ixvxh4dtner52sfrp, csye3q50ciculdiggvcefx8x6, 8erbr3ewwl0o6ib0q4r7tmp9m, 2v1tnyzorjyx7pyf3auj73ytw",4176329991,130,13,4176329989,59,"1, 22, 30, 13, 4, 21, 18, 34, 20, 5, 40, 7, 9, 15, 17, 19, 25, 32, 33, 38",4176329993,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4176329995,194,chzhwdk4l54t2kf606bkuiaqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051395,2,32,1,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,0,0,2023-04-09T13:03:37.667Z,2023-04-09T13:03:37Z,4176503379,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051405,2,32,1,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0,0,2023-04-09T13:03:37.667Z,2023-04-10T09:59:14Z,4176503409,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051461,3,1,1,0,1,2nnlsjfbcea40t4jeclcbw9lk,1,49.8,49.9,2023-04-09T13:03:38.767Z,2023-04-10T10:07:26Z,4176503687,140,48.9,4176503685,56,Back,4176503691,212,1.2,4176503689,141,50.9,4176503693,213,2.5,4176503695,279,S,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051485,4,1,1,0,3,2nnlsjfbcea40t4jeclcbw9lk,1,60.9,62.6,2023-04-09T13:03:41.310Z,2023-04-09T13:10:13Z,4176503827,212,19.9,4176503821,56,Back,4176503825,141,67.6,4176503823,140,42.2,4176503829,213,3.0,,,,,,,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051497,5,1,1,0,6,2nnlsjfbcea40t4jeclcbw9lk,1,42.2,67.6,2023-04-09T13:03:43.942Z,2023-04-09T13:03:45Z,4176503883,140,23.5,4176503885,141,71.4,4176503887,212,19.8,4176503881,56,Back,4176503889,213,3.0,,,,,,,,,,bntdkaauxt1thtg6ukfs38g0k,A. Demirol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051555,6,1,1,0,7,2nnlsjfbcea40t4jeclcbw9lk,1,23.5,71.4,2023-04-09T13:03:45.197Z,2023-04-09T13:03:50Z,4176504233,213,4.8,4176504231,212,26.8,4176504225,140,24.7,4176504229,141,32.1,4176504213,56,Back,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051623,7,1,1,0,12,2nnlsjfbcea40t4jeclcbw9lk,1,26.7,36.4,2023-04-09T13:03:49.974Z,2023-04-09T13:03:55Z,4176504579,212,19.8,4176504581,213,1.6,4176504577,141,65.5,4176504573,56,Back,4176504575,140,25.5,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051679,8,1,1,0,17,2nnlsjfbcea40t4jeclcbw9lk,1,27.3,68.7,2023-04-09T13:03:55.574Z,2023-04-09T13:03:59Z,4176504871,56,Back,4176504875,140,27.0,4176504879,141,34.0,4176504881,212,23.6,4176504885,213,4.7,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531051705,9,1,1,0,21,2nnlsjfbcea40t4jeclcbw9lk,1,27,34,2023-04-09T13:03:59.085Z,2023-04-09T13:04:00Z,4176505039,212,16.9,4176505041,213,5.9,4176505029,56,Back,4176505033,140,42.0,4176505035,141,25.0,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
